product,avg_daily_units,std_daily_units,cv_percent
SOYA CHUNKS SMALL 200G EVR,1.5625,0.8395862452965385,53.73351969897846
SOYAKURA,0.1742241379310345,0.10955364667253381,62.88086597730788
SPECIAL  LONG LIFE MILK 500ML HERITAGE,4.727848101265823,3.922251943461818,82.96061674256589
SPECIAL LONG LIFE COW MILK 180ML HERITAGE,5.154471544715447,4.573681876450366,88.73231400684465
SPECIALE COFFEE 200g JAR CONTINENTAL,1.0,,
SPICE ALMOND DRAGEE KG LOOSE FLYBERRY,0.17,,
SPICE BUTTER MILK 200ml UHT AKSHAYA KALPA,2.650943396226415,2.0049579158637085,75.63186444183384
SPICED TARO CHIPS 30g FLYBERRY GOURMET,1.0,,
SPICY ALOO CHIPS 100g VELLANKI FOODS,2.0267857142857144,1.24089346936657,61.22469981015676
SPRITE 600ML,1.5,1.0690449676496976,71.26966450997983
SPRITE PET  250ML,2.1636363636363636,1.729521838903976,79.93588331068796
SPROUTED RAGI FLOUR 500GMS SRI AHARYA,1.1428571428571428,0.3779644730092272,33.071891388307385
SRI DIVYA DEEPARDHANA OIL 910 ML,2.0,,
SRI LALITHA BROWN RICE 5KG SONAMASOORI,1.0,0.0,0.0
SRI LALITHA HMT RICE 10KG,1.0,0.0,0.0
SRI LALITHA HMT RICE 26KG,1.0,,
SRI LALITHA IDLY RAVA 1KG,1.25,0.46291004988627577,37.03280399090206
STAR FRUIT,2.4,0.8944271909999159,37.26779962499649
STAR PAPAD 200G EVR,1.1428571428571428,0.37796447300922725,33.071891388307385
STRAWBERRY FLAVOURED MILK 180ML HERITAGE,2.2280701754385963,1.5966507407545905,71.66070253780445
STRAWBERRY LOCAL ANAND BOX,7.0,,
SUGAR 1 KG,1.8278688524590163,1.1185337432211389,61.1933258623224
SUGAR 2 KG,1.25,0.8032193289024989,64.2575463121999
SUGAR CANE PACK,1.8431372549019607,1.0074234267597284,54.65807953696399
SUGAR FREE DARK CHOCOLATE 150g AMUL,1.25,0.5773502691896256,46.18802153517005
SUN MELON YELLOW,1.3,,
SUNFLOWER OIL 1LT COLD PRESSED MESMARA,1.0714285714285714,0.2672612419124244,24.944382578492945
SUNFLOWER OIL 1Lt COLD PRESSED JIVIKA ORGANICS,1.1428571428571428,0.3585685828003181,31.37475099502784
SUNFLOWER OIL COLDPRESSED 5L MESMARA,1.0,,
SUNFLOWER SEEDS KG FLYBERRY,0.19584615384615386,0.11872884426936217,60.62352613910872
SWEET ALMOND OIL100ML MESMARA,1.0,0.0,0.0
SWEET CORN,38.31693989071038,14.19673725987902,37.05081173071678
SWEET CORN SEED,2.8472222222222223,1.7393811472609375,61.09045980623781
SWEET POTATO,12.268469945355191,4.642329234661502,37.839512631475905
Small Bitter Gourd,4.226938775510204,3.022235947096828,71.49940199292418
Snake Gourd Small,0.5025,0.29101832702884306,57.914094931113056
TABLE BUTTER 100g HERITAGE,1.5584415584415585,0.7162311170195085,45.95816334208512
TABLE BUTTER 500G HERITAGE,1.0,0.0,0.0
TABLE BUTTER CHIPLITE MILKY MIST,1.1176470588235294,0.32539568672798425,29.114350917767013
TABLE BUTTER SALTED 100g MILKY MIST,1.3529411764705883,0.6063390625908324,44.81636549584413
TABLE BUTTER SALTED 200G MILKY MIST,1.1818181818181819,0.4045199174779452,34.228608401979976
TAMARIND 500g,1.5901639344262295,0.9014257074273669,56.687596034092145
TAMARIND PICKLE 250g AHA,1.0,0.0,0.0
TAMARIND PICKLE 500g AHA,1.0,,
TAMARIND PICKLE250G VELLANKI FOODS,1.0,0.0,0.0
TAMARIND SEEDLESS 500g SRI SIVA RUDRA EVR,1.4320987654320987,0.7405786859770249,51.712822038050874
TAPESWARAM KAJA 250g VELLANKI FOODS,1.2625,0.47048991433788556,37.266527868347374
TATA IODISED CRYSTAL SALT 1KG,1.5384615384615385,0.9674179220468453,62.88216493304494
TATA SALT 1KG,1.489795918367347,0.9869759913016372,66.24907338874002
TEENDA,0.8442105263157894,0.5140937634914654,60.896393431033935
TELANGANA CHEKKALU 250g  VELLANKI FOODS,2.6352201257861636,1.3614092830769466,51.662070646595346
THADKA MIX POPU DINUSULU 200G,1.0,,
THAI RED CHILLI KG ENGLISH ITEM SAMBERRY,0.20333333333333334,0.03511884584284245,17.27156352926678
THAMALAPAKULU,38.75,30.445306151633073,78.56853200421439
THIS CREAMY CARAMEL 18G CONTINENTAL,7.5,3.5355339059327378,47.14045207910317
THIS CREAMY COFFEE MOCHA 22g CONTINENETAL,8.333333333333334,2.8867513459481287,34.64101615137754
THIS IS CAPPUCCINO 22g CONTINENTAL,5.0,,
THIS IS CARAMEL CREAMY COFFEE22g CONTINENTAL,5.0,0.0,0.0
THOTAPURI MANGO,3.2180128205128207,1.8019041612378246,55.99431269359189
THREE MANGO MIRCHI  PWD 500G,1.4,0.9660917830792959,69.00655593423542
THREE MANGO MIRCHI PWD 200G,2.0,,
THREE MANGO RAI PWD 200G,1.5,0.7071067811865476,47.14045207910317
THREE MANGO RAI PWD 500G,1.3333333333333333,0.5773502691896258,43.30127018922194
THUMMIKURA,2.83,,
THUMS UP  600ml PET BOTTLE,2.25,0.9574271077563381,42.5523159002817
THUMS UP 1.25L,1.0,,
THUMS UP 1Lt PET BOTTLE,1.7142857142857142,1.1126972805283737,64.90734136415513
THUMS UP 250ML,2.6506024096385543,1.8769054379272685,70.8105233399833
TIL 100G,1.6805555555555556,1.0854529643034652,64.58893671888387
TNS DATES 200g,1.6666666666666667,0.5773502691896258,34.64101615137755
TOFU PANEER 200g SAI RATNA FOODS,2.8333333333333335,1.1690451944500122,41.26041862764749
TOMATO (APPLE) hybrid,3.1008928571428576,4.929905056762369,158.98340522815585
TOMATO LOCAL,105.56032786885247,26.11070015394596,24.735334458591055
TOMATO PICKLE  250g AHA,1.1428571428571428,0.3631365196012815,31.774445465112134
TOMATO PICKLE  500g AHA,1.0,0.0,0.0
TOMATO PICKLE 250G VELLANKI FOODS,1.0,0.0,0.0
TONED MILK 500ml HERITAGE,80.06557377049181,136.32474183688836,170.26636470209235
TOOR  DAL FATKA POLISHED 1kg,1.576086956521739,0.8285257084112284,52.568527706091736
TOOR DAL PRM UNPOLISHED FATKA 1KG,1.5638297872340425,0.7698416348568672,49.22796848744593
TOP MILLET ANDU KORRALU 500G,1.0909090909090908,0.29424494316824984,26.972453123756235
TOTAL CURD 120GMS HERITAGE,11.439306358381502,4.933636752851514,43.12881042159232
TRIANGLE PAPAD 200G EVR,1.0,0.0,0.0
TURNIPS KG ENGLISH ITEM SAMBERRY,0.35,,
TUTTI FRUITY KG FLYBERRY,0.11833333333333333,0.06589707309451796,55.687667403818
Thotakura,4.275191256830601,2.009226203230316,46.99734076271127
Tulsi Infused Honey 250g BT,1.125,0.3415650255319867,30.361335602843265
Tulsi Infused Honey 500g BT,1.0,0.0,0.0
UHT BUTTER MILK 180ML MILKY MIST,3.975609756097561,3.045388356827818,76.6017930245034
ULAVACHARU 250g HASSTA,2.5306122448979593,1.5716064656467708,62.10380388442884
URAD BLACK SPLIT 500g,1.375,0.7440238091428449,54.110822483115996
URAD BLACK WHOLE 500G,1.5,1.0690449676496976,71.26966450997983
URAD DAL UNPOLISHED 500g,1.2222222222222223,0.4204374825912608,34.39943039383043
URAD ROUND UN POLISHED 1kg,1.3333333333333333,0.5958006000151014,44.68504500113261
USA FUJI APPLE,4.0260989010989015,2.514200915660517,62.44756965543692
VAAKKAI,0.5733333333333334,0.3730272051401182,65.06288461746249
VAMPOOSA 250g VELLANKI FOODS,2.15,1.2633460196904194,58.7602799856009
VANILLA FLAVOURED MIILK 180ML HERITAGE,1.8888888888888888,1.0540925533894598,55.804899885324346
VARI NUKA AISHWARYA 500G,2.0,,
VELLANIKI BITTER GOURD PAKODA 150G,1.1875,0.4031128874149275,33.946348413888636
VELLANKI  PESARA MURKULU 250G,1.372093023255814,0.8171744528426824,59.55678215633109
VELLANKI AVISELA  CHIKKI 250G,1.105263157894737,0.3110117477759048,28.139158132105667
VELLANKI HEALTHY LADDU 250G,1.4583333333333333,0.682870453847279,46.8254025495277
VELLANKI JONNA MURKULU 250G,1.5166666666666666,0.8334463200240204,54.952504616968376
VELLANKI JOWARI FLAKES 250G,1.507462686567164,0.7255746798303084,48.132181731317495
VELLANKI KAKARAKAYA CHIPS 150G,1.2,0.408248290463863,34.020690871988585
VELLANKI MILLET BOONDI ACTHU 250g,1.34375,0.6015772280350401,44.76853790028205
VELLANKI MILLET MIXTURE 250g,1.4,0.710174503968536,50.726750283466856
VELLANKI MILLET MURKULU 250g,1.467741935483871,0.7178689303510811,48.90975129864509
VELLANKI MULTI SEEDS CHIKI 250g,1.4210526315789473,0.6830606378593979,48.06723007158726
VELLANKI VAM MURKULU 250g,1.3166666666666667,0.6241378234003049,47.40287266331429
VELLANLI RAGI RIBBON PAKODI 150G,1.2142857142857142,0.42581531362631997,35.06714347510871
VENNA VUNDALU 250GMS VELLANKI FOODS,1.4259259259259258,0.6998491653741079,49.080331078184194
VINAYAKA VIGRAHAM 12 INCH,2.5,2.1213203435596424,84.85281374238569
VINAYAKA VIGRAHAM 8 INCH,3.0,2.0,66.66666666666666
VIRGIN COCONUT OIL 200ml AKSHAYA KALPA,1.0,0.0,0.0
VITAMIN D3  WITH IMMUNITY BOOSTERS - 6 EGGS PACK  ABHI EGGS,1.5,0.7872218936609645,52.48145957739764
VITAMIN D3 IMMUNITY BOOSTER 30PC PACK ABHI EGGS,1.135135135135135,0.4191368221424547,36.92395814112101
Vakai Box,3.2,2.142305693455191,66.94705292047472
WALNUT PREMIUM KGS FLYBERRY,0.24790123456790122,0.16728505648579847,67.48052577365377
WALNUT REGULAR  KGS FLYBERRY,0.24546666666666667,0.20823124706021492,84.83076333251559
WASHINGTON APPLE,3.1178709677419354,2.0375188588392694,65.34968508702936
WATER APPLE BOX,2.5555555555555554,1.4240006242195884,55.72176355641868
WATER MELON PLATE,2.0,,
WATERMELON JUICE,2.1153846153846154,1.3482144924611652,63.73377600725508
WHEAT CHAPATI 390G 10PC ID FRESH,1.6551724137931034,0.8557066571310935,51.6989438683369
WHEAT GRASS,2.0,,
WHEAT PAROTA 5PC 400G ID FRESH,1.5316455696202531,0.7482534028120844,48.8529081174832
WHEAT RAWA MEDIUM 500g,2.076923076923077,1.2823848209398179,61.744454341546785
WHEELS PAPAD 200g EVR,1.0,0.0,0.0
WHITE JOWAR 500g,1.71875,1.2504031607910022,72.75072935511285
WHITE JOWAR RAWA 500g,1.0,0.0,0.0
WHITE JOWAR SORGHUM RAWA 500GMS SRI AHARYA,1.4,0.5477225575051661,39.123039821797576
WHITE LOBIYA 500g,1.2391304347826086,0.6031319225028874,48.67380427216285
WHITE PAV 200g SPENCERS AKSHAYA FOODS,1.85,1.0753651735156091,58.127847217059944
WHITE RADISH,3.1211475409836065,1.8299568526355081,58.630898687308154
WHITE RAJMA 500g,1.2857142857142858,0.6436503043467892,50.0616903380836
WHITE ROUND BRINJAL,7.6179781420765025,2.71714069969466,35.6674782864896
WHITE SEEDLESS GRAPES,10.620888888888889,6.478065024731263,60.993623909467054
WHOLE MEAL BROWN BREAD 400g SPENCERS AKSHAYA FOODS,2.9702380952380953,1.4117793386556672,47.53084747377797
WHOLE WHEAT BREAD 400g  SPENCERS AKSHAYA FOODS,2.5533333333333332,1.4214873893954494,55.67182987188445
WHOLE WHEAT BREAD 400g MR BREADY NANDAS,1.0,0.0,0.0
WOOD APPLE,1.774,3.3691262114339713,189.91692285422613
WORKOUT TRAIL MIX KG FLYBERRY,0.19666666666666666,0.11666802720295123,59.32272569641588
XTRA 200g JAR CONTINENTAL,1.0,0.0,0.0
XTRA 50gm POUCH  CONTINENTAL,1.2857142857142858,0.6112498455021267,47.541654650165405
XTRA SACHET 2.3G CONTINENTAL,39.111111111111114,24.136364733822337,61.712296194432106
YELLOW BANTHI POOLU KGS LOOSE,2.7466666666666666,2.1857340490858745,79.57769596186436
YELLOW CAULIFLOWER PC,1.0,,
YELLOW DRAGON KG LOOSE,1.5233333333333334,0.8306824503583383,54.53057660995656
YELLOW JOWAR 500g,1.3333333333333333,0.7019641181630338,52.64730886222754
YELLOW JOWAR SORGHUM RAWA 500G SRI AHARYA,1.0,0.0,0.0
YELLOW MELON,3.8775,1.5248957809821437,39.326777072395714
YOGHURT  MANGO MILKYMIST,1.7733333333333334,1.0210399221002684,57.57743921618055
YOGHURT PEACH 100GM MILKYMIST,1.7692307692307692,1.2927457420330166,73.06823759317051
YOGHURT STRAWBERRY MILKYMIST,2.0285714285714285,1.2622894839143786,62.2255379394412
YOGURT MANGO 90g AKSHAYA KALPA,1.4333333333333333,0.7738543627276671,53.98983926006979
ZUCCHIINI GREEN ENGLISH ITEM SAMBERRY,0.42422680412371133,0.23069566465523725,54.38026603051765
ZUCCHINI YELLOW ENGLISH ITEM SAMBERRY,0.3827835051546392,0.2062550113938711,53.88294130138834
chinna menthi,0.7720348837209302,0.31223199305878324,40.442731234363066
chintakayalu,0.8810810810810811,0.6857185354866162,77.82695034664049
chukkakura,2.900989010989011,1.2339345997919244,42.53496290808937
gangavyalukura,0.4725641025641026,0.21476692321920018,45.447151413721144
koyakura,0.315,0.14888474289418197,47.26499774418475
mulagaku,0.14,,
pink Dragon Fruit,1.7881355932203389,1.1992946282665329,67.0695574101663
red thotakura,0.5957142857142858,0.42574864035238535,71.46859670183926
simla mirchi bajji,0.7840909090909091,0.626651411346046,79.92075970790151
