product,cost_proxy,avg_unit_price,total_revenue,total_quantity,margin_estimate_percent,gap_to_20_percent
MALGUDI COFFEE 200g 60 DEGREES CONTINENTAL,149.0,160.99714285714285,1126.98,7.0,7.45177376705886,12.54822623294114
MALGUDI COFFEE 200g 80 DEGREES CONTINENTAL,200.0,200.0,1000.0,5.0,0.0,20.0
MALGUDI COFFEE 500g 80 DEGREE CONTINENTAL,375.4,399.5,1598.0,4.0,6.032540675844811,13.96745932415519
MALGUDI FILTER COFFEE 500g 60 DEGREE CONTINENTAL,360.0,360.0,1800.0,5.0,0.0,20.0
MALLIKA MANGO Kg LOOSE,135.648,146.29580645161292,40468.19,278.05,7.278271817815001,12.721728182185
MANGO AVAKAYA 250g  AHA,90.0,86.25,1470.0,17.0,-4.3478260869565215,24.347826086956523
MANGO AVAKAYA pPICKLE 500g AHA,175.0,175.0,1050.0,6.0,0.0,20.0
MANGO BELLAM AVAKAI 250g AHA,90.0,90.0,180.0,2.0,0.0,20.0
MANGO GINGER,122.0,136.62800000000001,2403.42,19.080000000000002,10.706443774336163,9.293556225663837
MANGO JELLY ROLLS 250g VELLANKI FOODS,150.0,152.0212765957447,22480.0,148.0,1.3296011196641098,18.670398880335892
MANGO JUICE,70.0,70.0,1190.0,17.0,0.0,20.0
MANGO MAGAYA  250g AHA,100.0,100.0,1700.0,17.0,0.0,20.0
MANGO MAGAYA 500g AHA,200.0,200.0,1000.0,5.0,0.0,20.0
MANGO PICKLE 250G VELLANKI FOODS,120.0,119.8936170212766,7555.0,63.0,-0.08873114463176449,20.088731144631765
MARATHI MOGGA 50gms EVR,42.0,42.0,210.0,5.0,0.0,20.0
MAREDUKAYA KG LOOSE,129.0,129.0,1176.74,9.120000000000001,0.0,20.0
MASALA KARAM 250g AHA,140.0,140.0,140.0,1.0,0.0,20.0
MASALA PALLI 250GMS VELLANKI FOODS,150.0,150.83333333333334,20220.0,134.0,0.5524861878453101,19.44751381215469
MASOOR DAL 500g,70.0,73.69565217391305,4360.0,59.0,5.014749262536878,14.985250737463122
MASTI BUTTER MILK 1Lt AMUL,70.0,70.0,840.0,12.0,0.0,20.0
MASTI BUTTER MILK 200ml AMUL tetra,15.0,15.0,2625.0,175.0,0.0,20.0
MEDJOUL DATES LARGE FLYBERRY loose kgs,1999.0,1979.9117857142858,39455.28,20.02,-0.9640941795206215,20.96409417952062
MENTI BIG,99.0,113.62267759562842,70809.16,614.62,12.869506250916778,7.130493749083222
METHI 100G,30.0,32.27272727272727,3275.0,101.0,7.042253521126762,12.957746478873238
MILK BREAD 350g SPENCERS GOLDEN CRUST NANDA,55.0,55.0,55.0,1.0,0.0,20.0
MILK CHOCOLATE SMOOTH N CREAMY 150g AMUL,200.0,198.94736842105263,4160.0,21.0,-0.5291005291005298,20.52910052910053
MILK SHAKE CHOCOLATE 220ML MILKY MIST,40.0,39.88979591836735,9691.2,243.0,-0.2762713598690247,20.276271359869025
MILK SHAKE STRAWBERRY 180ML HERITAGE,20.0,20.0,1200.0,60.0,0.0,20.0
MILK SHAKE STRAWBERRY 180ML MILKY MIST,40.0,39.88732394366197,5788.0,145.0,-0.28248587570622324,20.28248587570622
MILK SHAKE STRAWBERRY 180ml EPIGAMIA,40.0,39.95,9866.0,247.0,-0.12515644555693906,20.12515644555694
MILK SHAKE VANILA 180ml EPIGAMIA,40.0,40.0,3280.0,82.0,0.0,20.0
MILK SHAKE VANILLA 180ML MILKY MIST,40.0,40.0,2320.0,58.0,0.0,20.0
MILKSHAKE CHOCOLATE 180ml EPIGAMIA,40.0,39.967785234899324,18150.4,454.0,-0.08060182697475665,20.080601826974757
MILLET DOSA BATTER 1Kg DSL,120.0,120.0,480.0,4.0,0.0,20.0
MILLET IDLY RAWA 500GMS SRI AHARYA,89.0,89.0,1068.0,12.0,0.0,20.0
MILLET MOONG MIX 250g VELLANKI,150.0,154.16666666666666,10650.0,69.0,2.7027027027026964,17.297297297297305
MILLETS UPMA RAWA 500GMS SRI AHARYA,89.0,89.0,623.0,7.0,0.0,20.0
MINI MEDJOUL FLYBERRY loose kgs,1250.0,1248.235294117647,6517.84,5.2299999999999995,-0.14137606032045133,20.14137606032045
MINUTE MAID PULPY 250 ML,25.0,25.0,2825.0,113.0,0.0,20.0
MISHTI DAHI 80g  EPIGAMIA,35.0,35.0,3920.0,113.0,0.0,20.0
MIXED SPROUTS ANAND,30.0,30.0,53400.0,1780.0,0.0,20.0
MIXTURE 250g VELLANKI FOODS,145.0,145.88518518518518,37369.5,257.0,0.6067683871131493,19.39323161288685
MODERN  CRUST PIZZA BASE 150g,35.0,35.0,210.0,6.0,0.0,20.0
MODERN 100% WHOLE WHEAT BREAD 400G,55.0,55.0,10450.0,191.0,0.0,20.0
MODERN BANANA PUDDING  CAKE 140g,60.0,60.0,1980.0,33.0,0.0,20.0
MODERN BURGER BUN,45.0,45.0,630.0,14.0,0.0,20.0
MODERN CHOCO CHEER CAKE 120g,35.0,35.0,4375.0,125.0,0.0,20.0
MODERN FRUIT & NUT CAKE 140g,60.0,60.0,3660.0,61.0,0.0,20.0
MODERN HI FIBER  BROWN BREAD 400g,55.0,55.0,5335.0,98.0,0.0,20.0
MODERN MILK PLUS BREAD 450g,55.0,55.0,9790.0,178.0,0.0,20.0
MODERN SANDWICH SUPREME BREAD 400g,55.0,55.0,5830.0,109.0,0.0,20.0
MODERN WOW PAV 200g,30.0,30.0,1890.0,63.0,0.0,20.0
MODREN FRUITY BREAD 200G,30.0,30.0,3000.0,100.0,0.0,20.0
MOONG DAL 500G,80.0,80.0,8960.0,112.0,0.0,20.0
MOONG DAL1kg,160.0,160.0,11200.0,70.0,0.0,20.0
MOONG GREEN 500g,90.0,88.18855421686746,11338.94,129.0,-2.0540599618834356,22.054059961883436
MOONGDAL RICE RAWA 500G AISHWARYA,70.0,70.0,70.0,1.0,0.0,20.0
MOUSAMBI,73.0,82.82203296703297,137279.59,1680.51,11.859202938115024,8.140797061884976
MOUSAMBI JUICE,90.0,90.0,9900.0,110.0,0.0,20.0
MOZZARELLA CHEESE 200g MILKY MIST,165.0,168.0,4370.0,26.0,1.7857142857142856,18.214285714285715
MUKHWAS TINIMINI KG FLYBERRY,310.0,310.0,907.0600000000001,2.93,0.0,20.0
MULAGAKU KARAM 100g VELLANKI FOODS,68.0,68.36363636363636,888.0,13.0,0.5319148936170156,19.468085106382983
MULBERY BOX PACK ANAND,84.0,84.0,13020.0,155.0,0.0,20.0
MULTIGRAIN HEALTH MIX 500GMS SRI AHARYA,159.0,159.0,954.0,6.0,0.0,20.0
MUNAGAKU KARAM 250g AHA,120.0,120.0,240.0,2.0,0.0,20.0
MURUKULU 250g VELLANKI FOODS,150.0,150.89175675675676,44517.89,299.0,0.5909910361732409,19.40900896382676
MUSK MELON - H,32.736000000000004,45.93626373626373,67430.56,1538.89,28.736041337735024,0.0
MUSK MELON - LOCAL,64.0,65.33045454545454,5133.32,78.91,2.0364997530039557,17.963500246996045
MUSK MELON JUICE,50.0,50.0,4000.0,80.0,0.0,20.0
MUSTARD BIG 200g,40.0,42.083333333333336,2440.0,58.0,4.950495049504956,15.049504950495045
MUSTARD OIL 1Lt. MESMARA,599.0,599.0,4792.0,8.0,0.0,20.0
MUSTARD SMALL 200g,42.0,47.43636363636364,2916.0,62.0,11.460329628210046,8.539670371789954
MYSORE PAK 250g HARD VELLANKI FOODS,145.0,147.22222222222223,11625.0,79.0,1.509433962264155,18.490566037735846
Mango Juices,80.0,80.0,560.0,7.0,0.0,20.0
Mango Milk Shake,60.0,60.0,60.0,1.0,0.0,20.0
Moosambi Economy,49.0,49.0,106.53,2.17,0.0,20.0
NAGPUR ORANGE,117.352,142.528,86418.26,598.51,17.663897620116742,2.3361023798832576
NAGPUR ORANGE JUICE,90.0,88.94736842105263,3090.0,36.0,-1.1834319526627235,21.183431952662723
NALLA KARAM 100g VELLANKI FOODS,62.0,62.0,434.0,7.0,0.0,20.0
NALLA KARAM 250g AHA,120.0,120.0,480.0,4.0,0.0,20.0
NANDA CREAM BUN VANILLA 60g,15.0,15.0,2010.0,134.0,0.0,20.0
NANDA CRM BUN CHOCOLATE 60g,15.0,15.0,1485.0,99.0,0.0,20.0
NANDA CRM BUN PINEAPPLE 60g,15.0,15.0,1365.0,91.0,0.0,20.0
NANDA MUFFIN FRUIT 240g,75.0,73.67673913043478,6427.25,87.0,-1.7960361508705776,21.796036150870577
NANDA MUFFIN VANILLA 240g,75.0,73.6,7187.0,97.0,-1.902173913043486,21.902173913043487
NANDA OSMANIA COOKIES 300g,72.0,70.80928571428572,10148.64,143.0,-1.6815792924656674,21.681579292465667
NANDAS Mr BREADRY ZERO MAIDA 450g,60.0,60.0,180.0,3.0,0.0,20.0
NARINJAAKAYA KG LOOSE,114.0,114.0,459.65,4.03,0.0,20.0
NATU DONDAKAI,44.0,54.05841530054645,39005.01,743.5,18.606567071241496,1.3934329287585037
NATURAL BROWN SUGAR 1Kg JIVIKA ORGANICS,155.0,155.0,4030.0,26.0,0.0,20.0
NATURAL COW GHEE 500ml JIVIKA ORGANICS,499.0,499.0,2994.0,6.0,0.0,20.0
NATURAL CURD 450g SIDS FARM,50.0,50.090494505494505,53340.0,1067.0,0.18066203256304061,19.819337967436958
NATURAL ROCK SALT 1Kg JIVIKA ORGANICS,110.0,114.0625,9680.0,85.0,3.5616438356164384,16.438356164383563
NATURAL THICK CURD  POUCH 400 GMS ID FRESH,45.0,48.32727272727273,4642.0,97.0,6.884875846501131,13.115124153498869
NATURAL THICK CURD CUP 400g ID FRESH,80.0,78.33333333333333,1100.0,14.0,-2.1276595744680913,22.12765957446809
NAVARATAN MIXTURE 250g VELLANKI FOODS,155.0,156.4,21785.0,139.0,0.8951406649616405,19.10485933503836
NEELAM MANGO Kg LOOSE,96.20000000000002,144.61105263157896,57965.95,382.65,33.47673068594159,0.0
NETHI BHERAKAI,55.5,58.45363095238095,19950.29,341.48,5.052946932906723,14.947053067093277
NUTMEG 50G,80.0,80.0,2480.0,31.0,0.0,20.0
NUTRI+ WITH IMMUNITY BOOSTERS - 30 EGGS TRAY ABHI EGGS,395.0,395.0,22910.0,58.0,0.0,20.0
NUTRI+ WITH IMMUNITY BOOSTERS - 6 EGGS PACK ABHI EGGS,84.0,84.0,8064.0,96.0,0.0,20.0
NUVULA KARAM FLYBERRY,550.0,550.0,31.9,0.06,0.0,20.0
NUVVULA CHIKKI 250g VELLANKI FOODS,155.0,156.23595505617976,23915.0,153.0,0.7910823444803943,19.208917655519606
NUVVUNDALU 250g VELLANKI FOODS,155.0,157.25352112676057,12280.0,78.0,1.4330497089117848,18.566950291088215
OKRA CHIPS VACUUM FRIED 20g FLYBERRY,49.0,49.0,196.0,4.0,0.0,20.0
OLIVE OIL 1LTR MESMARA,999.0,999.0,2997.0,3.0,0.0,20.0
OMANI SEEDLESS 250g FLYBERRY,149.0,148.8709677419355,5211.0,35.0,-0.08667388949078844,20.08667388949079
ONION,29.9,33.289781420765024,443523.94,13298.94,10.182648476780313,9.817351523219687
ONION WHITE,42.0,45.54860465116279,3798.56,84.43,7.790808694009465,12.209191305990535
ORANGE DRAGES KG LOOSE FLYBERRY,2599.0,2599.0,322.28,0.12,0.0,20.0
ORANGE JUICE,120.0,120.0,120.0,1.0,0.0,20.0
ORGANIC CURD. 1KG TUB AKSHAYAKALPA,155.0,155.0,12555.0,81.0,0.0,20.0
ORGANIC GREEK YOGHURT NATURAL 100g AKSHAYAKALPA,60.0,60.0,2940.0,49.0,0.0,20.0
ORGANIC MALAI PANEER 200g AKSHAYAKALPA,140.0,139.85593220338984,32593.0,233.0,-0.10301157365326759,20.10301157365327
ORGANIC- CHEESE SLICES AKSHAYAKALPA,120.0,120.0,2160.0,18.0,0.0,20.0
ORGANIC-PROBIOTIC CURD AKSHAYAKALPA,55.0,55.0,15675.0,285.0,0.0,20.0
OUTSIDE YELLOW MELON Kg,39.9,39.9,6451.6,161.7,0.0,20.0
PALAK GREEN,64.0,89.54104395604395,163396.09,1822.96,28.52439822857342,0.0
PALLI GROUND NUT KARAM 100g VELLANKI FOODS,64.0,64.8695652173913,1628.0,25.0,1.3404825737265311,18.659517426273467
PALLI PEANUT CHIKKI 250g VELLANKI FOODS,150.0,150.8843537414966,45715.0,303.0,0.5861136158701519,19.41388638412985
PALLI PEANUT VUNDALU 250g VELLANKI FOODS,150.0,150.95238095238096,12400.0,82.0,0.6309148264984298,19.36908517350157
PANASA POTTU,60.0,80.28169014084507,6240.0,97.6,25.263157894736842,0.0
PANDU MIRAPAKAI PICKLE 500g AHA,175.0,175.0,525.0,3.0,0.0,20.0
PANDUMIRAPAKAYA 250g PICKLE AHA,90.0,90.0,1170.0,13.0,0.0,20.0
PANEER 200G HERITAGE,117.0,116.47807909604519,163385.4,1407.0,-0.4480850886323799,20.44808508863238
PANEER 200G ID FRESH,125.0,133.1818181818182,39895.0,302.0,6.143344709897615,13.856655290102385
PANEER 200g SINGLE BLOCK MILKY MIST,128.0,127.94406779661017,35820.2,280.0,-0.04371613655331321,20.043716136553314
PANEER 500G HERITAGE,275.0,273.87605504587157,123009.96,448.0,-0.41038452738782993,20.41038452738783
PANEER 500g MILKY MIST,320.0,319.1304347826087,7660.0,24.0,-0.2724795640326999,20.2724795640327
PAPPAYA,46.0,59.740109289617486,223167.08,3768.19,22.999806081716432,0.0
PAPPAYA JUICE,50.0,50.0,1550.0,31.0,0.0,20.0
PARSLEY PACK,50.0,50.0,50.0,1.0,0.0,20.0
PARVAL,52.0,78.16464968152866,26222.33,349.78,33.47376312454927,0.0
PASTEURISED BUTTER 100g AMUL,60.0,61.39622641509434,5954.0,97.0,2.274124154886294,17.725875845113706
PASUPU KOMMULU,154.0,183.64474074074076,6793.03,37.56,16.14243926679693,3.8575607332030692
PEANUT OIL 1LT COLD PRESSED JIVIKA ORGANICS,490.0,490.0,9800.0,20.0,0.0,20.0
PERI PERI CASHEW FLYBERRY,1775.0,1775.0,575.0999999999999,0.33,0.0,20.0
PERSIMMON FRUIT,688.0,746.5,4298.29,5.8,7.83657066309444,12.16342933690556
PGB SOYA CHUNKS 200G MEDIUM,70.0,70.0,1260.0,18.0,0.0,20.0
PGB SOYA CHUNKS SMALL 200G,70.0,70.0,1400.0,20.0,0.0,20.0
PHOOL MAKHANA 250g,0.0,0.0,0.0,1.0,,
PINE APPLE,76.0,93.65905027932962,66681.0,706.0,18.854611729099435,1.1453882709005647
PINE APPLE JUICE,100.0,100.0,6900.0,70.0,0.0,20.0
PINK LADY APPLE,339.0,367.50757763975156,236727.24,648.13,7.7570040386204075,12.242995961379592
PISTA FLAVOURED MILK 200ML HERITAGE,30.0,30.0,7080.0,236.0,0.0,20.0
PISTA GREEN SHELLED KG FLYBERRY,3100.0,3097.3214285714284,27287.05,10.14,-0.08648025367541498,20.086480253675415
PLAIN BUTTER MILK 200ML UHT AKSHAYA KALPA,30.0,29.680851063829788,6330.0,212.0,-1.0752688172042977,21.075268817204297
PLAIN CUP PAPAD 200G EVR,52.0,52.0,468.0,9.0,0.0,20.0
PLUMS LOCAL BOX ANAND,72.0,70.9090909090909,3554.0,50.0,-1.538461538461542,21.538461538461544
POHA MEDIUM 500g,55.0,54.36184210526316,11552.25,212.0,-1.1739077816773575,21.173907781677357
POKCHOY LEAF SAMBERRY,193.0,229.28571428571428,1061.06,4.66,15.825545171339561,4.174454828660439
POMEGRANATE CANE,100.0,100.0,500.0,5.0,0.0,20.0
POMEGRANATE JUICE,180.0,180.0,12420.0,69.0,0.0,20.0
POMEGRANATE SEEDS,99.0,99.0,1089.0,11.0,0.0,20.0
PONAGANTI KURA,69.0,70.63070921985816,7518.32,107.18,2.3087821683654846,17.691217831634514
POOJA GINGELLY OIL 1LTR,270.0,270.0,5940.0,22.0,0.0,20.0
POOJA OIL 500ML,139.0,139.0,3892.0,28.0,0.0,20.0
POOJA PATRI PACK,33.0,33.0,1947.0,59.0,0.0,20.0
POPU SEEDS LOOSE,100.0,100.0,100.0,1.0,0.0,20.0
POTATO,45.0,49.11601092896175,487956.76,9951.98,8.380181637541542,11.619818362458458
POTATO CHIPS 200G EVR,68.0,68.0,680.0,10.0,0.0,20.0
PREMIUM FREEZE DIRED COFFEE 50gm JAR CONTINENTAL,300.0,300.0,1200.0,4.0,0.0,20.0
PREMIUM MILK BREAD 400g SPENCERS AKSHAYA  FOODS,55.0,55.0,43120.0,784.0,0.0,20.0
PREMIUM SANDWICH BREAD 400g SPENCERS AKSHAYA FOODS ENGLISH RECIPE,55.0,55.0,5555.0,101.0,0.0,20.0
PRM BROWN BREAD 400g MR BREADY NANDAS,55.0,55.0,2145.0,39.0,0.0,20.0
PRM CHITTIMUTYALU RICE 1KG GAJANAN,170.0,170.0,850.0,5.0,0.0,20.0
PRM HMT RAW RICE 26KG BAG GAJANAN,1799.0,1808.5454545454545,43428.0,24.0,0.5277973258268802,19.47220267417312
PRM HMT RICE 26KG BAG GAJANAN,1630.0,1642.0,8210.0,5.0,0.730816077953715,19.269183922046285
PROSO MILLET VARIGALU 500g,150.0,150.0,3750.0,25.0,0.0,20.0
PUDHINA,54.0,63.56256830601093,35355.33,556.6,15.04433908330074,4.9556609166992605
PULIHORA PASTE 250G VELLANKI FOODS,115.0,115.88235294117646,2665.0,23.0,0.7614213197969486,19.23857868020305
PUMPKIN,32.0,37.52895604395604,47868.92,1242.06,14.732506914075138,5.267493085924862
PUMPKIN SEEDS KG FLYBERRY,1100.0,1096.9850537634409,23855.56,21.79,-0.2748393176566728,20.274839317656674
PURE O FRESH EGGS 30 pack,250.0,249.64022346368714,196234.74,787.0,-0.14411801564710497,20.144118015647106
PURE O FRESH EGGS 6 PACK,54.0,53.97362637362638,100072.8,1855.0,-0.048863913999498014,20.048863913999497
PUTNALU KOBBARIKARAM 250g AHA,120.0,120.0,360.0,3.0,0.0,20.0
Pomogranate Pack of 4,194.0,229.69230769230768,29393.0,127.0,15.539182853315467,4.460817146684533
QUINOA SEEDS KGS FLYBERRY,465.0,465.0,55.8,0.12,0.0,20.0
RAGI FLOUR 500G,50.0,48.05102040816327,8124.0,169.0,-4.056062858356333,24.056062858356334
RAGULU 500g,45.0,45.0,3240.0,72.0,0.0,20.0
RAISIN N ALMOND 150G CHOCOLATE AMUL,250.0,250.0,2750.0,11.0,0.0,20.0
RASAM PODI 100g VELLANKI FOODS,60.0,60.4,728.0,12.0,0.6622516556291367,19.337748344370862
RAW BANANA(GREEN PLANTIN),60.0,60.39715846994536,128694.31999999999,2133.14,0.6575780715627422,19.342421928437258
RAW HONEY 500g BT ROYAL BEE PON,380.0,380.0,1140.0,3.0,0.0,20.0
RAW HONEY 950G BT ROYAL BEE PON,720.0,720.0,2160.0,3.0,0.0,20.0
RAW MANGO,46.334,63.12169398907104,61097.94,999.98,26.595759600459512,0.0
RAW PEANUT 1KG,170.0,169.80180180180182,29674.0,175.0,-0.116723259762301,20.116723259762303
RAW PEANUT500g,90.0,90.17553191489361,24895.5,280.0,0.1946558131304127,19.805344186869586
RED BANTHI POOLU KGS LOOSE,179.0,179.0,1451.33,8.11,0.0,20.0
RED BULL CAN 250ml,125.0,125.0,3000.0,24.0,0.0,20.0
RED CHERRY FLYBERRY,590.0,589.4242622950819,5771.13,9.78,-0.0976779786221038,20.097677978622105
RED CHILLI PAPAD 200G EVR,68.0,68.0,408.0,6.0,0.0,20.0
RED CHILLI PICKLE 250G VELLANKI FOODS,120.0,120.83333333333333,2295.0,19.0,0.6896551724137892,19.31034482758621
RED LOBIYA 500g,90.0,94.75,4270.0,45.0,5.013192612137203,14.986807387862797
RED RAJMA 500g,100.0,100.0,4900.0,49.0,0.0,20.0
RED RICE 1KG,101.0,107.3,1183.0,11.0,5.871388630009317,14.128611369990683
RED SEEDLESS GRAPES,436.0,436.0,122.95,0.28,0.0,20.0
REDCHILLY,56.0,56.0,33.49,0.6,0.0,20.0
RIBBON PAKODI 250g VELLANKI FOODS,140.0,141.96850393700788,32950.0,232.0,1.3865779256794282,18.61342207432057
RICE FLOUR 500G,45.0,47.94871794871795,6495.0,135.0,6.149732620320856,13.850267379679144
RICE RAVA IDLY BATTER 1KG ID FRESH,95.0,93.13725490196079,6175.0,66.0,-1.9999999999999967,21.999999999999996
RICE RAWA 500g,40.0,40.0,3320.0,83.0,0.0,20.0
RIDGE GOURD,49.0,57.335464480874315,368571.19,6459.72,14.538060441901221,5.461939558098779
ROASTED CHANA 200G,50.0,50.0,500.0,10.0,0.0,20.0
ROASTED SALTED ALMOND  KGS FLYBERRY,1650.0,1650.0,174.9,0.11,0.0,20.0
ROASTED SALTED PISTA KG FLYBERRY,1900.0,1899.6560273972605,27159.99,14.81,-0.01810709927369438,20.018107099273696
ROMAIN LETTUCE KG ENGISH ITEM SAMBERRY,223.0,254.0,2468.75,9.71,12.204724409448819,7.7952755905511815
ROSE FLOWER POOLU KG LOOSE,436.0,436.0,942.63,2.16,0.0,20.0
ROSE LONG BRINJAL,51.391999999999996,62.16060109289617,111942.42,1768.41,17.323836809111604,2.6761631908883956
ROUND CHEKKALU 250g VELLANKI FOODS,160.0,160.0,160.0,1.0,0.0,20.0
RUBUSTA BANANA,44.0,46.84483516483517,204084.65,4378.63,6.072889689599525,13.927110310400476
RUMANI MANGO KG LOOSE,87.2,89.39076923076922,1788.97,20.04,2.4507779154619187,17.54922208453808
Raw Forest Honey 1000g BT,693.0,693.0,5544.0,8.0,0.0,20.0
Raw Forest Honey 500g BT,369.0,369.0,8118.0,24.0,0.0,20.0
Raw Jamun Honey 1000g BT,756.0,756.0,3780.0,5.0,0.0,20.0
Raw Jamun Honey 500g BT,396.0,396.0,3168.0,8.0,0.0,20.0
Raw Neem Honey 1000g BT,756.0,756.0,3024.0,4.0,0.0,20.0
Raw Neem Honey 500g BT,396.0,396.0,3960.0,10.0,0.0,20.0
Raw Pappaya,47.8,48.70214285714286,1678.86,34.45,1.8523678922898787,18.14763210771012
Red Banana,119.0,123.74572368421052,23570.56,190.12,3.835060754358863,16.164939245641136
Royalaga Pack of 4,137.0,148.05042016806723,27061.0,182.0,7.463957316380979,12.536042683619021
SABJA SEEDS KG FLYBERRY,530.0,530.0,3184.2400000000002,6.0,0.0,20.0
SABUDANA 250g,35.0,42.121212121212125,4110.0,98.0,16.90647482014389,3.0935251798561083
SAFFLOWER OIL 1Lt. COLD PRESSED MESMARA,540.0,540.0,3240.0,6.0,0.0,20.0
SAMBAR ONION CHENNAI,96.0,96.0,846.72,8.82,0.0,20.0
SAMBAR PODI 100g VELLANKI FOODS,60.0,60.53333333333333,1392.0,23.0,0.8810572687224639,19.118942731277535
SAMBAR  ONION,36.0,39.22586666666667,14163.039999999999,362.21999999999997,8.22382509500534,11.77617490499466
SANNAPOOSA 250g VELLANKI FOODS,140.0,141.9387755102041,20310.0,143.0,1.3659237958303476,18.634076204169652
SAUNF 100gm EVR,45.0,45.0,225.0,5.0,0.0,20.0
SESAME OIL 1Lt COLD PRESSED JIVIKA ORGANICS,525.0,525.0,9450.0,18.0,0.0,20.0
SET CURD 1kg BUCKET MILKY MIST,120.0,120.0,24120.0,201.0,0.0,20.0
SET CURD 200g MILKY MIST,33.0,33.0,2178.0,66.0,0.0,20.0
SET CURD 400g MILKY MIST,65.0,65.0,4355.0,67.0,0.0,20.0
SHAH JEERA 50g,80.0,84.0506329113924,9960.0,119.0,4.8192771084337265,15.180722891566273
SHRIKAND ELAICHI 100g MILKY MIST,45.0,45.0,630.0,14.0,0.0,20.0
SHRIKAND MANGO 100g MILKY MIST,45.0,45.0,855.0,19.0,0.0,20.0
SID FARMS MALAI PANEER 200g,120.0,121.44273885350317,47993.0,397.0,1.1879992720219805,18.81200072797802
SIMLA APPLE,204.0,210.63451612903225,29255.1,142.4,3.149776328665917,16.850223671334085
SINGLE POLISH RICE 1Kg,80.0,80.0,3840.0,48.0,0.0,20.0
SINGLE POLISH RICE 5Kg,395.0,395.0,15405.0,39.0,0.0,20.0
SKYR YOGHURT 100g MILKYMIST,60.0,60.0,2280.0,38.0,0.0,20.0
SMALL AMLA,105.0,118.72,354.14,3.13,11.556603773584904,8.443396226415096
SMALL CAPSICUM,70.65,88.33684684684684,21541.67,250.42,20.022049097486168,0.0
SNAKE GOURD,53.60000000000001,70.84314285714285,30806.8,433.94,24.33988973627852,0.0
SOAN PATTI 250g VELLANKI FOODS,175.0,176.95652173913044,4245.0,24.0,1.105651105651107,18.894348894348894
SONA MASURI TELANGANA STEAM RICE 26KG GAJANAN,1550.0,1550.0,7750.0,5.0,0.0,20.0
SOYA CHUNKS MEDIUM 200G EVR,55.0,56.91011235955056,6485.0,115.0,3.3563672260612005,16.643632773938798
SOYA CHUNKS SMALL 200G EVR,42.0,41.99125,5247.9,125.0,-0.02083767451552204,20.020837674515523
SOYAKURA,69.0,69.36206896551724,1401.56,20.21,0.5219985085756855,19.478001491424315
SPECIAL  LONG LIFE MILK 500ML HERITAGE,34.0,34.130434782608695,25423.0,747.0,0.3821656050955405,19.61783439490446
SPECIAL LONG LIFE COW MILK 180ML HERITAGE,12.0,12.4858125,7878.39,634.0,3.8909161898755067,16.109083810124492
SPECIALE COFFEE 200g JAR CONTINENTAL,749.0,749.0,749.0,1.0,0.0,20.0
SPICE ALMOND DRAGEE KG LOOSE FLYBERRY,2199.0,2199.0,373.83,0.17,0.0,20.0
SPICE BUTTER MILK 200ml UHT AKSHAYA KALPA,30.0,30.0,8430.0,281.0,0.0,20.0
SPICED TARO CHIPS 30g FLYBERRY GOURMET,99.0,99.0,99.0,1.0,0.0,20.0
SPICY ALOO CHIPS 100g VELLANKI FOODS,60.0,63.771929824561404,14325.0,227.0,5.914718019257222,14.085281980742778
SPRITE 600ML,40.0,40.0,480.0,12.0,0.0,20.0
SPRITE PET  250ML,20.0,20.0,2360.0,119.0,0.0,20.0
SPROUTED RAGI FLOUR 500GMS SRI AHARYA,69.0,69.0,552.0,8.0,0.0,20.0
SRI DIVYA DEEPARDHANA OIL 910 ML,190.0,190.0,380.0,2.0,0.0,20.0
SRI LALITHA BROWN RICE 5KG SONAMASOORI,415.0,415.0,830.0,2.0,0.0,20.0
SRI LALITHA HMT RICE 10KG,890.0,890.0,3560.0,4.0,0.0,20.0
SRI LALITHA HMT RICE 26KG,1670.0,1670.0,1670.0,1.0,0.0,20.0
SRI LALITHA IDLY RAVA 1KG,60.0,60.0,600.0,10.0,0.0,20.0
STAR FRUIT,89.0,89.0,1068.0,12.0,0.0,20.0
STAR PAPAD 200G EVR,48.0,48.0,384.0,8.0,0.0,20.0
STRAWBERRY FLAVOURED MILK 180ML HERITAGE,28.0,28.978070175438596,7336.0,254.0,3.375208112607838,16.624791887392163
STRAWBERRY LOCAL ANAND BOX,74.0,74.0,518.0,7.0,0.0,20.0
SUGAR 1 KG,52.0,52.962406015037594,11764.0,223.0,1.8171493469619535,18.182850653038045
SUGAR 2 KG,99.0,99.0,3960.0,40.0,0.0,20.0
SUGAR CANE PACK,28.0,28.0,2632.0,94.0,0.0,20.0
SUGAR FREE DARK CHOCOLATE 150g AMUL,200.0,200.0,4000.0,20.0,0.0,20.0
SUN MELON YELLOW,36.0,36.0,46.73,1.3,0.0,20.0
SUNFLOWER OIL 1LT COLD PRESSED MESMARA,540.0,542.5714285714286,8145.0,15.0,0.47393364928909654,19.526066350710902
SUNFLOWER OIL 1Lt COLD PRESSED JIVIKA ORGANICS,460.0,460.0,11040.0,24.0,0.0,20.0
SUNFLOWER OIL COLDPRESSED 5L MESMARA,2690.0,2690.0,2690.0,1.0,0.0,20.0
SUNFLOWER SEEDS KG FLYBERRY,950.0,950.0,12082.1,12.73,0.0,20.0
SWEET ALMOND OIL100ML MESMARA,449.0,449.0,1347.0,3.0,0.0,20.0
