Product ID,Product Name,Current Category,AI-Suggested Category,multi_suggested_categories,confidence_score,mapping_status,reason,Final Category,Validation Status,Version,Generated At,product_revenue
SKU-30B6338FA4,HEKATPY BUCK WHEAT COOKIES 125g,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,500.0
SKU-0ADA46DBB0,HEKATPY PEARL MILLET COOKIE 125g,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,125.0
SKU-C253BFB0DF,HEKATPY QUINO COOKIES 125g,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,625.0
SKU-5153A3FCF9,HEKTAPY HEALTHY DEL JOWAR 125G,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,375.0
SKU-CBE47F4A6F,HEKTAPY HEALTHY DEL RAGI 125G,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,625.0
SKU-4A2B267522,HEKTAPY MULTI MILLET S.N,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,625.0
SKU-46998BA13E,HEKTAPY OAT COOKIES  125g,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,125.0
SKU-9BFABBDEBE,HEKTAPY RAJGIRI COOKIES 125g,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,375.0
SKU-21745D1338,HIMALAYAN HONEY 225g APIS,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,495.0
SKU-8E813A2153,HIMALAYAN HONEY 500g APIS,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,2275.0
SKU-B530B30CCF,HOME DELIVERY CHARGES,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,30.0
SKU-2C3F666F78,HULLED WHITE SESAME OIL 1Lt. MESMARA,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,3500.0
SKU-B9444FE071,ICE BERG ENGLISH ITEM SAMBERRY,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,15235.21
SKU-7803A59860,IDLI KARAM 100g VELLANKI FOODS,unknown,Breakfast,Breakfast,100.0,auto,Matched keywords: idli,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,2584.0
SKU-02ED14A0CE,IDLI POWDER AKA GUNDPOWDER AKA KARAM PODI PREMIUM KG LOOSE FLYBER,unknown,Breakfast,Breakfast,100.0,auto,Matched keywords: idli,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,73.51
SKU-CF2816AF47,IDLY . DOSA BATTER 1KG ID FRESH,unknown,Breakfast,Breakfast,100.0,auto,"Matched keywords: idly, dosa, batter",,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,61655.0
SKU-77D4FA996A,IDLY BATTER 900g DSL,unknown,Breakfast,Breakfast,100.0,auto,"Matched keywords: idly, batter",,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,21280.0
SKU-B322F37E5D,IDLY KARAM FLYBERRY,unknown,Breakfast,Breakfast,100.0,auto,Matched keywords: idly,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,631.0
SKU-FFA6563BF8,IDLY RAVA1KG,unknown,Breakfast,Breakfast,100.0,auto,Matched keywords: idly,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,10799.75
SKU-15F0D27BA2,IDLY RAWA 500g,unknown,Breakfast,Breakfast,100.0,auto,Matched keywords: idly,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,665.0
SKU-E4FA924C86,IDLY RICE  1Kg,unknown,Breakfast,Breakfast,100.0,auto,Matched keywords: idly,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,1610.0
SKU-8F7EEAAC38,IGURU KARAM 100g VELLANKI FOODS,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,444.0
SKU-23B8687204,IMLI POP KG FLYBERRY,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,620.16
SKU-BE776D470A,IMPORTED PLUMS,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,76389.38
SKU-516CE7C662,INDIAN RAISINSGOLDEN KGS FLYBERRY,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,7728.0
SKU-4EC26F2641,INSIDE YELLOW MELON Kg,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,4048.7400000000002
SKU-5FE3F76FBA,IODIZED SALT 1KG PON,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,80.0
SKU-3C66D9A725,JAGGERY KESAR 450G,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,8600.0
SKU-8087E917AA,JAGGERY KESAR 900G,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,10681.0
SKU-4BA8D062C9,JAGGERY MINI CUBES 500G EVR,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,3335.0
SKU-4CA61A5846,JAGGERY POWDER 500g JIVIKA ORGANICS,unknown,Organic,Organic,100.0,auto,Matched keywords: organic,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,7220.0
SKU-1D18D0469F,JANTHIKALU 250g VELLANKI FOODS,unknown,Snacks,Snacks,100.0,auto,Matched keywords: janthikalu,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,42697.41
SKU-CDC66B0043,JAVATRI 50g,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,9720.0
SKU-B8809017D7,JEERA 100g,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,3380.0
SKU-E105DAC3F0,JEERA 200g,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,20625.0
SKU-9D85C03C60,JEERA PAPAD 200G EVR,unknown,Snacks,Snacks,100.0,auto,Matched keywords: papad,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,748.0
SKU-0FFA982359,JIVIKA COLD PRESSED SAFFLOWER OIL 1LTR,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,1619.99
SKU-89C5D3F2A5,JIVIKA FOREST HONEY250ml,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,3080.0
SKU-1DE6B5A885,JIVIKA NATURALS PEANUT BUTTER500GMS,unknown,Dairy,Dairy,100.0,auto,Matched keywords: butter,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,1596.0
SKU-5C781F87CF,JIVIKA TURMERIC POWDER 100GMS,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,2760.0
SKU-7AECAD7ABF,JOWAR FLOUR 500g,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,4450.0
SKU-EF366ED70E,JUJUBIES FLYBERRY,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,7689.14
SKU-C326B92266,KABULI CHANA 500g,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,13794.0
SKU-875F499333,KAJJIKAYALU 250g VELLANKI FOODS,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,19015.0
SKU-CA9078C4D3,KAJU PAKODI 250g VELLANKI FOODS,unknown,Snacks,Snacks,100.0,auto,Matched keywords: pakodi,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,15420.0
SKU-6052081163,KALA JAMUN BOX PACK ANAND,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,67282.0
SKU-194DEE83DE,KANDI KARAM 100g  VELLANKI FOODS,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,1056.0
SKU-5EB4E696FD,KANDI KARAM 250GM AHA,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,240.0
SKU-3C232530C4,KARAM GAVVALU 250G VELLANKI FOODS,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,5335.0
SKU-73BAD4A681,KARAM SAKINALU 250g  VELLANKI FOODS,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,4245.0
SKU-860C9E0443,KARAN PHOOL 50g,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,5610.0
SKU-8F8DCDEA4D,KARIVEPAKU KARAM 100g VELLANKI FOODS,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,1224.0
SKU-6A66D631B6,KARIVEPAKU KARAM 250g AHA,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,240.0
SKU-4ED62A19B7,KASURIMETHI 50G,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,3056.0
SKU-7F350773CB,KHUS KHUS 50G,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,9565.0
SKU-9F23742925,KINELY WATER 500ml,unknown,Beverages,Beverages,100.0,auto,Matched keywords: water,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,2650.0
SKU-4508540F22,KINLEY SODA 750ML,unknown,Beverages,Beverages,100.0,auto,Matched keywords: soda,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,3460.0
SKU-FD25630D47,KINLEY WATER 1Lt,unknown,Beverages,Beverages,100.0,auto,Matched keywords: water,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,1780.0
SKU-6FC74234AD,KIRAN MELON,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,384004.46
SKU-2332B0CD2F,KNOOL COOL,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,1078.1999999999998
SKU-925EBB4791,KOBBARI KARAM 250g AHA,unknown,Confectionery,Confectionery,100.0,auto,Matched keywords: bar,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,240.0
SKU-74C5593E8C,KOBBARI VUNDALU 250g VELLANKI FOODS,unknown,Confectionery,Confectionery,100.0,auto,Matched keywords: bar,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,16120.0
SKU-1EC3E445DF,KODO MILLET ARIKALU 500G,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,2100.0
SKU-49EE8FC9CC,KOVA KAJJIKAYALU 250g VELLANKI FOODS,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,10040.0
SKU-B7642653FC,KP MALABAR  PAROTA 5PC ID FRESH,unknown,Confectionery,Confectionery,100.0,auto,Matched keywords: bar,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,18682.0
SKU-3CA43DE258,KURA KARAM 100g VELLANKI FOODS,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,840.0
SKU-DC2DB755E4,KURNOOL MURMURA 500g,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,10948.0
SKU-FDC3BEE37F,Kashmir Comb Honey 500g BT,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,11700.0
SKU-5192705802,L G HING 50g,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,6603.0
SKU-487B16911E,LAB LAB,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,57499.51
SKU-30B7C57298,LADIES FINGER,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,308770.39
SKU-948600D8F9,LAL MICHI WITHOUT STEM 200G EVR,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,13840.0
SKU-39356A95AA,LAL MIRCHI WITH STEM 200G EVR,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,9712.0
SKU-D1F2C76371,LASSI 200ml MILKY MIST UHT ROSE,unknown,Dairy,Dairy,100.0,auto,"Matched keywords: milk, lassi",,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,1120.0
SKU-823420A2A4,LASSI BLUBERRY 180ml MILKYMIST,unknown,Dairy,Dairy,100.0,auto,"Matched keywords: milk, lassi",,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,1355.0
SKU-CCC2108BA7,LITTLE MILLET SAMELU 500g,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,2470.0
SKU-B6594A0B46,LOBIA,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,18712.450000000004
SKU-03936A7398,LONG CHILLIES,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,24464.83
SKU-D58AE1BD7E,LOTUS ECLAIRS  250G,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,300.0
SKU-1EA26B5314,LOTUS KAJOOS 13.5 G,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,591.5
SKU-8B90BA2DAF,LOTUS TANGO 20G,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,987.7
SKU-9C00FB2A57,LOW GI RICE 1Kg AISHWARYA,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,720.0
SKU-F56D3BC4B1,LOW GI RICE 5KG AISHWARYA,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,3000.0
SKU-08F8BEEE6A,Lotus Stem SAMBERRY,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,2846.2499999999995
SKU-DFED2E4FF0,MAAZA 600ML,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,504.0
SKU-65E95E8CE4,MAGAYA PICKLE 250GMS VELLANKI FOODS,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,2270.0
SKU-33BB369B74,MAIDA 1 KG,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,2275.0
SKU-C640B3681E,MAIDA 500g,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,1200.0
SKU-BEA12C56F1,MALGUDI COFFEE 200g 60 DEGREES CONTINENTAL,unknown,Beverages,Beverages,100.0,auto,Matched keywords: coffee,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,1126.98
SKU-BA80F21C05,MALGUDI COFFEE 200g 80 DEGREES CONTINENTAL,unknown,Beverages,Beverages,100.0,auto,Matched keywords: coffee,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,1000.0
SKU-4326781027,MALGUDI COFFEE 500g 80 DEGREE CONTINENTAL,unknown,Beverages,Beverages,100.0,auto,Matched keywords: coffee,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,1598.0
SKU-BF2248CEA7,MALGUDI FILTER COFFEE 500g 60 DEGREE CONTINENTAL,unknown,Beverages,Beverages,100.0,auto,Matched keywords: coffee,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,1800.0
SKU-9B115257E5,MARATHI MOGGA 50gms EVR,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,210.0
SKU-0E5C6C915E,MAREDUKAYA KG LOOSE,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,1176.74
SKU-791EED06BC,MASALA KARAM 250g AHA,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,140.0
SKU-8BCCE8F918,MASALA PALLI 250GMS VELLANKI FOODS,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,20220.0
SKU-3BC3B90477,MASOOR DAL 500g,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,4360.0
SKU-2B2E2E882E,MASTI BUTTER MILK 1Lt AMUL,unknown,Dairy,Dairy,100.0,auto,"Matched keywords: milk, butter",,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,840.0
SKU-2973F5624A,MASTI BUTTER MILK 200ml AMUL tetra,unknown,Dairy,Dairy,100.0,auto,"Matched keywords: milk, butter",,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,2625.0
SKU-C8B568DFED,MENTI BIG,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,70809.16
SKU-EF7E906A49,MILK BREAD 350g SPENCERS GOLDEN CRUST NANDA,unknown,Dairy,Dairy;Breakfast,60.0,flagged,Matched keywords: milk,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,55.0
SKU-64468E43FC,MILK CHOCOLATE SMOOTH N CREAMY 150g AMUL,unknown,,Dairy;Confectionery,35.71,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,4160.0
SKU-BEB4AA84DC,MILLET DOSA BATTER 1Kg DSL,unknown,Breakfast,Breakfast,100.0,auto,"Matched keywords: dosa, batter",,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,480.0
SKU-871C16D6A9,MILLET IDLY RAWA 500GMS SRI AHARYA,unknown,Breakfast,Breakfast,100.0,auto,Matched keywords: idly,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,1068.0
SKU-D4CD365B3D,MILLET MOONG MIX 250g VELLANKI,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,10650.0
SKU-971B741F1A,MILLETS UPMA RAWA 500GMS SRI AHARYA,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,623.0
SKU-0D11ABF7C5,MINI MEDJOUL FLYBERRY loose kgs,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,6517.84
SKU-6B65345B81,MINUTE MAID PULPY 250 ML,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,2825.0
SKU-0A2A5D3DC4,MISHTI DAHI 80g  EPIGAMIA,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,3920.0
SKU-E209C8749E,MIXED SPROUTS ANAND,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,53400.0
SKU-19B6CB4E5B,MIXTURE 250g VELLANKI FOODS,unknown,Snacks,Snacks,100.0,auto,Matched keywords: mixture,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,37369.5
SKU-4C15B98CF6,MODERN  CRUST PIZZA BASE 150g,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,210.0
SKU-0249D4BB1C,MODERN 100% WHOLE WHEAT BREAD 400G,unknown,Breakfast,Breakfast,100.0,auto,Matched keywords: bread,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,10450.0
SKU-4B5C356C1F,MODERN BURGER BUN,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,630.0
SKU-248294E15F,MODERN CHOCO CHEER CAKE 120g,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,4375.0
SKU-8404496E90,MODERN HI FIBER  BROWN BREAD 400g,unknown,Breakfast,Breakfast,100.0,auto,Matched keywords: bread,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,5335.0
SKU-F297B7256C,MODERN MILK PLUS BREAD 450g,unknown,Dairy,Dairy;Breakfast,60.0,flagged,Matched keywords: milk,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,9790.0
SKU-C5301FF30F,MODERN SANDWICH SUPREME BREAD 400g,unknown,Breakfast,Breakfast,100.0,auto,Matched keywords: bread,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,5830.0
SKU-626DE80518,MODERN WOW PAV 200g,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,1890.0
SKU-A1F6419AC8,MODREN FRUITY BREAD 200G,unknown,Breakfast,Breakfast,100.0,auto,Matched keywords: bread,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,3000.0
SKU-08D2A7E87A,MOONG DAL 500G,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,8960.0
SKU-FA11A2D725,MOONG DAL1kg,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,11200.0
SKU-DF4BCD1288,MOONGDAL RICE RAWA 500G AISHWARYA,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,70.0
SKU-DCB4B0B247,MOUSAMBI,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,137279.59000000003
SKU-2DE9144E20,MOZZARELLA CHEESE 200g MILKY MIST,unknown,Dairy,Dairy,100.0,auto,"Matched keywords: milk, cheese",,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,4370.0
SKU-25AE4D5834,MUKHWAS TINIMINI KG FLYBERRY,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,907.0600000000001
SKU-32C9F88048,MULAGAKU KARAM 100g VELLANKI FOODS,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,888.0
SKU-087480BDC0,MULBERY BOX PACK ANAND,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,13020.0
SKU-309B421FB3,MULTIGRAIN HEALTH MIX 500GMS SRI AHARYA,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,954.0
SKU-E8412FF6AA,MUNAGAKU KARAM 250g AHA,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,240.0
SKU-22B66DCBBD,MURUKULU 250g VELLANKI FOODS,unknown,Snacks,Snacks,100.0,auto,Matched keywords: murukulu,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,44517.89
SKU-06FD67AADB,MUSK MELON - H,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,67430.56
SKU-70BDDB5E1C,MUSK MELON - LOCAL,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,5133.320000000001
SKU-FFB0C762C6,MUSTARD BIG 200g,unknown,,,0.0,unknown,,,PENDING VALIDATION,metadata_builder.py-2025-11-07T19:16:45,2025-11-07T19:16:45,2440.0
