product,sales_velocity,turnover_proxy,total_quantity,total_revenue
NANDA CREAM BUN VANILLA 60g,2.310344827586207,843.2758620689655,134.0,2010.0
NANDA CRM BUN CHOCOLATE 60g,1.596774193548387,582.8225806451612,99.0,1485.0
NANDA CRM BUN PINEAPPLE 60g,1.4444444444444444,527.2222222222222,91.0,1365.0
NANDA MUFFIN FRUIT 240g,1.45,529.25,87.0,6427.25
NANDA MUFFIN VANILLA 240g,1.515625,553.203125,97.0,7187.0
NANDA OSMANIA COOKIES 300g,2.2698412698412698,828.4920634920635,143.0,10148.64
NANDAS Mr BREADRY ZERO MAIDA 450g,1.0,365.0,3.0,180.0
NARINJAAKAYA KG LOOSE,2.015,735.475,4.03,459.65
NATU DONDAKAI,4.062841530054645,1482.9371584699454,743.5,39005.01
NATURAL BROWN SUGAR 1Kg JIVIKA ORGANICS,0.14606741573033707,53.31460674157303,26.0,4030.0
NATURAL COW GHEE 500ml JIVIKA ORGANICS,0.04054054054054054,14.797297297297298,6.0,2994.0
NATURAL CURD 450g SIDS FARM,5.830601092896175,2128.1693989071036,1067.0,53340.0
NATURAL ROCK SALT 1Kg JIVIKA ORGANICS,0.4748603351955307,173.3240223463687,85.0,9680.0
NATURAL THICK CURD  POUCH 400 GMS ID FRESH,0.5739644970414202,209.49704142011836,97.0,4642.0
NATURAL THICK CURD CUP 400g ID FRESH,0.0915032679738562,33.39869281045751,14.0,1100.0
NAVARATAN MIXTURE 250g VELLANKI FOODS,0.7679558011049724,280.30386740331494,139.0,21785.0
NEELAM MANGO Kg LOOSE,5.314583333333333,1939.8229166666665,382.65,57965.95
NETHI BHERAKAI,1.8866298342541437,688.6198895027625,341.48,19950.29
NUTMEG 50G,0.18674698795180722,68.16265060240964,31.0,2480.0
NUTRI+ WITH IMMUNITY BOOSTERS - 30 EGGS TRAY ABHI EGGS,0.3240223463687151,118.26815642458101,58.0,22910.0
NUTRI+ WITH IMMUNITY BOOSTERS - 6 EGGS PACK ABHI EGGS,0.5454545454545454,199.09090909090907,96.0,8064.0
NUVULA KARAM FLYBERRY,0.06,21.9,0.06,31.9
NUVVULA CHIKKI 250g VELLANKI FOODS,0.8406593406593407,306.84065934065933,153.0,23915.0
NUVVUNDALU 250g VELLANKI FOODS,0.43575418994413406,159.05027932960894,78.0,12280.0
OKRA CHIPS VACUUM FRIED 20g FLYBERRY,0.8,292.0,4.0,196.0
OLIVE OIL 1LTR MESMARA,0.08108108108108109,29.594594594594597,3.0,2997.0
OMANI SEEDLESS 250g FLYBERRY,0.30434782608695654,111.08695652173914,35.0,5211.0
ONION,72.67180327868853,26525.208196721313,13298.94,443523.94
ONION WHITE,0.6648031496062993,242.65314960629922,84.43,3798.56
ORANGE DRAGES KG LOOSE FLYBERRY,0.12,43.8,0.12,322.28
ORANGE JUICE,1.0,365.0,1.0,120.0
ORGANIC CURD. 1KG TUB AKSHAYAKALPA,0.4550561797752809,166.09550561797752,81.0,12555.0
ORGANIC GREEK YOGHURT NATURAL 100g AKSHAYAKALPA,0.3356164383561644,122.5,49.0,2940.0
ORGANIC MALAI PANEER 200g AKSHAYAKALPA,1.273224043715847,464.7267759562842,233.0,32593.0
ORGANIC- CHEESE SLICES AKSHAYAKALPA,0.11042944785276074,40.306748466257666,18.0,2160.0
ORGANIC-PROBIOTIC CURD AKSHAYAKALPA,1.5573770491803278,568.4426229508197,285.0,15675.0
OUTSIDE YELLOW MELON Kg,2.4134328358208954,880.9029850746268,161.7,6451.6
PALAK GREEN,9.896448087431693,3612.203551912568,1811.05,163396.09
PALLI GROUND NUT KARAM 100g VELLANKI FOODS,0.15432098765432098,56.32716049382716,25.0,1628.0
PALLI PEANUT CHIKKI 250g VELLANKI FOODS,1.6557377049180328,604.344262295082,303.0,45715.0
PALLI PEANUT VUNDALU 250g VELLANKI FOODS,0.4880952380952381,178.1547619047619,82.0,12400.0
PANASA POTTU,0.5362637362637362,195.73626373626374,97.6,6240.0
PANDU MIRAPAKAI PICKLE 500g AHA,0.02654867256637168,9.690265486725664,3.0,525.0
PANDUMIRAPAKAYA 250g PICKLE AHA,0.07344632768361582,26.807909604519775,13.0,1170.0
PANEER 200G HERITAGE,7.688524590163935,2806.311475409836,1407.0,163385.4
PANEER 200G ID FRESH,1.6428571428571428,599.6428571428571,299.0,39895.0
PANEER 200g SINGLE BLOCK MILKY MIST,1.5469613259668509,564.6408839779006,280.0,35820.2
PANEER 500G HERITAGE,2.442622950819672,891.5573770491802,447.0,123009.96
PANEER 500g MILKY MIST,0.13714285714285715,50.05714285714286,24.0,7660.0
PAPPAYA,20.59120218579235,7515.788797814208,3768.19,223167.08
PAPPAYA JUICE,0.17032967032967034,62.17032967032967,31.0,1550.0
PARSLEY PACK,1.0,365.0,1.0,50.0
PARVAL,1.943222222222222,709.276111111111,349.78,26222.33
PASTEURISED BUTTER 100g AMUL,0.5843373493975904,213.2831325301205,97.0,5954.0
PASUPU KOMMULU,0.20716666666666667,75.61583333333333,37.29,6793.03
PEANUT OIL 1LT COLD PRESSED JIVIKA ORGANICS,0.11627906976744186,42.44186046511628,20.0,9800.0
PERI PERI CASHEW FLYBERRY,0.165,60.225,0.33,575.0999999999999
PERSIMMON FRUIT,0.20714285714285713,75.60714285714285,5.8,4298.29
PGB SOYA CHUNKS 200G MEDIUM,0.10909090909090909,39.81818181818181,18.0,1260.0
PGB SOYA CHUNKS SMALL 200G,0.11834319526627218,43.19526627218935,20.0,1400.0
PINE APPLE,3.8579234972677594,1408.1420765027322,706.0,66681.0
PINE APPLE JUICE,0.38461538461538464,140.3846153846154,70.0,6900.0
PINK LADY APPLE,3.6617514124293784,1336.5392655367232,648.13,236727.24
PISTA FLAVOURED MILK 200ML HERITAGE,1.289617486338798,470.7103825136612,236.0,7080.0
PISTA GREEN SHELLED KG FLYBERRY,0.05761363636363637,21.028977272727275,10.14,27287.05
PLAIN BUTTER MILK 200ML UHT AKSHAYA KALPA,1.1722222222222223,427.86111111111114,211.0,6330.0
PLAIN CUP PAPAD 200G EVR,0.05625,20.53125,9.0,468.0
PLUMS LOCAL BOX ANAND,0.78125,285.15625,50.0,3554.0
POHA MEDIUM 500g,1.171270718232044,427.5138121546961,212.0,11552.25
POKCHOY LEAF SAMBERRY,0.029125,10.630625,4.66,1061.06
POMEGRANATE CANE,0.2777777777777778,101.3888888888889,5.0,500.0
POMEGRANATE JUICE,0.3812154696132597,139.1436464088398,69.0,12420.0
POMEGRANATE SEEDS,0.2558139534883721,93.37209302325581,11.0,1089.0
PONAGANTI KURA,0.5856830601092896,213.7743169398907,107.18,7518.32
POOJA GINGELLY OIL 1LTR,0.23404255319148937,85.42553191489363,22.0,5940.0
POOJA OIL 500ML,0.15555555555555556,56.77777777777778,28.0,3892.0
POOJA PATRI PACK,29.5,10767.5,59.0,1947.0
POPU SEEDS LOOSE,1.0,365.0,1.0,100.0
POTATO,54.3824043715847,19849.577595628416,9951.98,487956.76
POTATO CHIPS 200G EVR,0.2,73.0,10.0,680.0
PREMIUM FREEZE DIRED COFFEE 50gm JAR CONTINENTAL,0.03571428571428571,13.035714285714285,4.0,1200.0
PREMIUM MILK BREAD 400g SPENCERS AKSHAYA  FOODS,4.284153005464481,1563.7158469945357,784.0,43120.0
PREMIUM SANDWICH BREAD 400g SPENCERS AKSHAYA FOODS ENGLISH RECIPE,0.926605504587156,338.2110091743119,101.0,5555.0
PRM BROWN BREAD 400g MR BREADY NANDAS,0.3979591836734694,145.25510204081633,39.0,2145.0
PRM CHITTIMUTYALU RICE 1KG GAJANAN,0.14285714285714285,52.14285714285714,5.0,850.0
PRM HMT RAW RICE 26KG BAG GAJANAN,0.1340782122905028,48.93854748603352,24.0,43428.0
PRM HMT RICE 26KG BAG GAJANAN,0.0641025641025641,23.397435897435894,5.0,8210.0
PROSO MILLET VARIGALU 500g,0.1937984496124031,70.73643410852713,25.0,3750.0
PUDHINA,3.041530054644809,1110.1584699453554,556.6,35355.33
PULIHORA PASTE 250G VELLANKI FOODS,0.13142857142857142,47.97142857142857,23.0,2665.0
PUMPKIN,6.787213114754098,2477.3327868852457,1242.06,47868.92
PUMPKIN SEEDS KG FLYBERRY,0.11907103825136611,43.46092896174863,21.79,23855.56
PURE O FRESH EGGS 30 pack,4.300546448087432,1569.6994535519127,787.0,196234.74
PURE O FRESH EGGS 6 PACK,10.192307692307692,3720.1923076923076,1855.0,100072.8
PUTNALU KOBBARIKARAM 250g AHA,0.018867924528301886,6.886792452830188,3.0,360.0
Pomogranate Pack of 4,0.6978021978021978,254.6978021978022,127.0,29393.0
QUINOA SEEDS KGS FLYBERRY,0.12,43.8,0.12,55.8
RAGI FLOUR 500G,0.9116022099447514,332.7348066298343,165.0,8124.0
RAGULU 500g,0.4,146.0,72.0,3240.0
RAISIN N ALMOND 150G CHOCOLATE AMUL,0.0990990990990991,36.171171171171174,11.0,2750.0
RASAM PODI 100g VELLANKI FOODS,0.07100591715976332,25.91715976331361,12.0,728.0
RAW BANANA(GREEN PLANTIN),11.656502732240437,4254.623497267759,2133.14,128694.31999999999
RAW HONEY 500g BT ROYAL BEE PON,0.06,21.9,3.0,1140.0
RAW HONEY 950G BT ROYAL BEE PON,0.0625,22.8125,3.0,2160.0
RAW MANGO,5.464371584699454,1994.4956284153006,999.98,61097.94
RAW PEANUT 1KG,0.9776536312849162,356.8435754189944,175.0,29674.0
RAW PEANUT500g,1.5384615384615385,561.5384615384615,280.0,24895.5
RED BANTHI POOLU KGS LOOSE,4.055,1480.0749999999998,8.11,1451.33
RED BULL CAN 250ml,0.4897959183673469,178.77551020408163,24.0,3000.0
RED CHERRY FLYBERRY,0.06269230769230769,22.882692307692306,9.78,5771.13
RED CHILLI PAPAD 200G EVR,0.1276595744680851,46.59574468085106,6.0,408.0
RED CHILLI PICKLE 250G VELLANKI FOODS,0.10919540229885058,39.856321839080465,19.0,2295.0
RED LOBIYA 500g,0.2616279069767442,95.49418604651163,45.0,4270.0
RED RAJMA 500g,0.28823529411764703,105.20588235294117,49.0,4900.0
RED RICE 1KG,0.13253012048192772,48.37349397590362,11.0,1183.0
RED SEEDLESS GRAPES,0.28,102.2,0.28,122.95
REDCHILLY,0.6,219.0,0.6,33.49
RIBBON PAKODI 250g VELLANKI FOODS,1.281767955801105,467.84530386740335,232.0,32950.0
RICE FLOUR 500G,0.7758620689655172,283.1896551724138,135.0,6495.0
RICE RAVA IDLY BATTER 1KG ID FRESH,0.3651685393258427,133.2865168539326,65.0,6175.0
RICE RAWA 500g,0.46629213483146065,170.19662921348313,83.0,3320.0
RIDGE GOURD,35.29901639344263,12884.14098360656,6459.72,368571.19
ROASTED CHANA 200G,2.5,912.5,10.0,500.0
ROASTED SALTED ALMOND  KGS FLYBERRY,0.11,40.15,0.11,174.9
ROASTED SALTED PISTA KG FLYBERRY,0.08227777777777778,30.03138888888889,14.81,27159.99
ROMAIN LETTUCE KG ENGISH ITEM SAMBERRY,0.05424581005586593,19.799720670391064,9.71,2468.75
ROSE FLOWER POOLU KG LOOSE,1.08,394.20000000000005,2.16,942.63
ROSE LONG BRINJAL,9.66344262295082,3527.156557377049,1768.41,111942.42
ROUND CHEKKALU 250g VELLANKI FOODS,1.0,365.0,1.0,160.0
RUBUSTA BANANA,23.77617486338798,8678.303825136612,4351.04,204084.65
RUMANI MANGO KG LOOSE,0.7707692307692308,281.33076923076925,20.04,1788.97
Raw Forest Honey 1000g BT,0.06201550387596899,22.635658914728683,8.0,5544.0
Raw Forest Honey 500g BT,0.14193548387096774,51.806451612903224,22.0,8118.0
Raw Jamun Honey 1000g BT,0.042735042735042736,15.598290598290598,5.0,3780.0
Raw Jamun Honey 500g BT,0.04819277108433735,17.590361445783135,8.0,3168.0
Raw Neem Honey 1000g BT,0.06896551724137931,25.17241379310345,4.0,3024.0
Raw Neem Honey 500g BT,0.09090909090909091,33.18181818181818,10.0,3960.0
Raw Pappaya,0.26297709923664125,95.98664122137406,34.45,1678.86
Red Banana,1.0389071038251367,379.2010928961749,190.12,23570.56
Royalaga Pack of 4,1.0,365.0,182.0,27061.0
SABJA SEEDS KG FLYBERRY,0.03529411764705882,12.882352941176471,6.0,3184.2400000000002
SABUDANA 250g,0.550561797752809,200.95505617977528,98.0,4110.0
SAFFLOWER OIL 1Lt. COLD PRESSED MESMARA,0.04477611940298507,16.34328358208955,6.0,3240.0
SAMBAR ONION CHENNAI,0.882,321.93,8.82,846.72
SAMBAR PODI 100g VELLANKI FOODS,0.13609467455621302,49.67455621301775,23.0,1392.0
SAMBAR  ONION,1.9793442622950819,722.4606557377049,362.21999999999997,14163.039999999999
SANNAPOOSA 250g VELLANKI FOODS,0.7900552486187845,288.37016574585635,143.0,20310.0
SAUNF 100gm EVR,1.25,456.25,5.0,225.0
SESAME OIL 1Lt COLD PRESSED JIVIKA ORGANICS,0.11042944785276074,40.306748466257666,18.0,9450.0
SET CURD 1kg BUCKET MILKY MIST,1.1485714285714286,419.22857142857146,201.0,24120.0
SET CURD 200g MILKY MIST,0.38372093023255816,140.05813953488374,66.0,2178.0
SET CURD 400g MILKY MIST,0.366120218579235,133.63387978142077,67.0,4355.0
SHAH JEERA 50g,0.6685393258426966,244.01685393258427,119.0,9960.0
SHRIKAND ELAICHI 100g MILKY MIST,0.08536585365853659,31.158536585365855,14.0,630.0
SHRIKAND MANGO 100g MILKY MIST,0.10674157303370786,38.96067415730337,19.0,855.0
SID FARMS MALAI PANEER 200g,2.158469945355191,787.8415300546447,395.0,47993.0
SIMLA APPLE,3.9555555555555557,1443.7777777777778,142.4,29255.1
SINGLE POLISH RICE 1Kg,0.2727272727272727,99.54545454545453,48.0,3840.0
SINGLE POLISH RICE 5Kg,0.25161290322580643,91.83870967741935,39.0,15405.0
SKYR YOGHURT 100g MILKYMIST,0.24675324675324675,90.06493506493507,38.0,2280.0
SMALL AMLA,0.024453125,8.925390625,3.13,354.14
SMALL CAPSICUM,1.4068539325842695,513.5016853932584,250.42,21541.67
SNAKE GOURD,2.371256830601093,865.5087431693989,433.94,30806.8
SOAN PATTI 250g VELLANKI FOODS,0.13559322033898305,49.49152542372882,24.0,4245.0
SONA MASURI TELANGANA STEAM RICE 26KG GAJANAN,0.05555555555555555,20.277777777777775,5.0,7750.0
SOYA CHUNKS MEDIUM 200G EVR,0.6353591160220995,231.9060773480663,115.0,6485.0
SOYA CHUNKS SMALL 200G EVR,0.6830601092896175,249.3169398907104,125.0,5247.9
SOYAKURA,0.11227777777777778,40.98138888888889,20.21,1401.56
SPECIAL  LONG LIFE MILK 500ML HERITAGE,4.081967213114754,1489.9180327868853,747.0,25423.0
SPECIAL LONG LIFE COW MILK 180ML HERITAGE,3.4835164835164836,1271.4835164835165,634.0,7878.39
SPECIALE COFFEE 200g JAR CONTINENTAL,1.0,365.0,1.0,749.0
SPICE ALMOND DRAGEE KG LOOSE FLYBERRY,0.17,62.050000000000004,0.17,373.83
SPICE BUTTER MILK 200ml UHT AKSHAYA KALPA,1.5698324022346368,572.9888268156425,281.0,8430.0
SPICED TARO CHIPS 30g FLYBERRY GOURMET,1.0,365.0,1.0,99.0
SPICY ALOO CHIPS 100g VELLANKI FOODS,1.2472527472527473,455.24725274725273,227.0,14325.0
SPRITE 600ML,1.2,438.0,12.0,480.0
SPRITE PET  250ML,0.6918604651162791,252.52906976744185,119.0,2360.0
SPROUTED RAGI FLOUR 500GMS SRI AHARYA,0.21052631578947367,76.84210526315789,8.0,552.0
SRI DIVYA DEEPARDHANA OIL 910 ML,2.0,730.0,2.0,380.0
SRI LALITHA BROWN RICE 5KG SONAMASOORI,0.2857142857142857,104.28571428571428,2.0,830.0
SRI LALITHA HMT RICE 10KG,0.21052631578947367,76.84210526315789,4.0,3560.0
SRI LALITHA HMT RICE 26KG,1.0,365.0,1.0,1670.0
SRI LALITHA IDLY RAVA 1KG,0.8333333333333334,304.1666666666667,10.0,600.0
STAR FRUIT,0.19047619047619047,69.52380952380952,12.0,1068.0
STAR PAPAD 200G EVR,0.1,36.5,8.0,384.0
STRAWBERRY FLAVOURED MILK 180ML HERITAGE,1.4189944134078212,517.9329608938548,254.0,7336.0
STRAWBERRY LOCAL ANAND BOX,7.0,2555.0,7.0,518.0
SUGAR 1 KG,1.2185792349726776,444.78142076502735,223.0,11764.0
SUGAR 2 KG,0.23809523809523808,86.9047619047619,40.0,3960.0
SUGAR CANE PACK,0.5595238095238095,204.22619047619048,94.0,2632.0
SUGAR FREE DARK CHOCOLATE 150g AMUL,0.5882352941176471,214.7058823529412,20.0,4000.0
SUN MELON YELLOW,1.3,474.5,1.3,46.73
SUNFLOWER OIL 1LT COLD PRESSED MESMARA,0.08620689655172414,31.465517241379313,15.0,8145.0
SUNFLOWER OIL 1Lt COLD PRESSED JIVIKA ORGANICS,0.14634146341463414,53.41463414634146,24.0,11040.0
SUNFLOWER OIL COLDPRESSED 5L MESMARA,1.0,365.0,1.0,2690.0
SUNFLOWER SEEDS KG FLYBERRY,0.09028368794326241,32.95354609929078,12.73,12082.1
SWEET ALMOND OIL100ML MESMARA,0.03614457831325301,13.192771084337348,3.0,1347.0
SWEET CORN,38.31693989071038,13985.683060109288,7012.0,102729.3
SWEET CORN SEED,2.240437158469945,817.7595628415299,410.0,20500.0
SWEET POTATO,12.268469945355191,4477.9915300546445,2245.13,130210.12
Small Bitter Gourd,2.288618784530387,835.3458563535912,414.24,26423.58
Snake Gourd Small,0.029130434782608693,10.632608695652173,2.01,79.6
TABLE BUTTER 100g HERITAGE,0.6593406593406593,240.65934065934064,120.0,7228.0
TABLE BUTTER 500G HERITAGE,0.05384615384615385,19.653846153846153,7.0,2095.0
TABLE BUTTER CHIPLITE MILKY MIST,0.3220338983050847,117.54237288135592,57.0,4437.54
TABLE BUTTER SALTED 100g MILKY MIST,0.12921348314606743,47.16292134831461,23.0,1718.0
TABLE BUTTER SALTED 200G MILKY MIST,0.07692307692307693,28.07692307692308,13.0,1895.0
TAMARIND 500g,0.5418994413407822,197.79329608938548,97.0,11245.0
TAMARIND PICKLE 250g AHA,0.05202312138728324,18.988439306358384,9.0,810.0
TAMARIND PICKLE 500g AHA,1.0,365.0,1.0,175.0
TAMARIND PICKLE250G VELLANKI FOODS,0.0625,22.8125,2.0,220.0
TAMARIND SEEDLESS 500g SRI SIVA RUDRA EVR,0.6627218934911243,241.89349112426038,112.0,17571.75
TAPESWARAM KAJA 250g VELLANKI FOODS,0.5674157303370787,207.10674157303373,101.0,14340.0
TATA IODISED CRYSTAL SALT 1KG,0.6896551724137931,251.7241379310345,20.0,440.0
TATA SALT 1KG,0.7978142076502732,291.2021857923497,146.0,4378.5
TEENDA,0.24676923076923077,90.07076923076923,16.04,1501.77
TELANGANA CHEKKALU 250g  VELLANKI FOODS,2.302197802197802,840.3021978021977,419.0,55106.0
THADKA MIX POPU DINUSULU 200G,1.0,365.0,1.0,48.0
THAI RED CHILLI KG ENGLISH ITEM SAMBERRY,0.016944444444444443,6.184722222222222,0.61,561.72
THAMALAPAKULU,4.5588235294117645,1663.9705882352941,155.0,155.0
THIS CREAMY CARAMEL 18G CONTINENTAL,0.15151515151515152,55.303030303030305,15.0,150.0
THIS CREAMY COFFEE MOCHA 22g CONTINENETAL,0.3333333333333333,121.66666666666666,25.0,950.0
THIS IS CAPPUCCINO 22g CONTINENTAL,5.0,1825.0,5.0,150.0
THIS IS CARAMEL CREAMY COFFEE22g CONTINENTAL,0.47619047619047616,173.8095238095238,10.0,300.0
THOTAPURI MANGO,2.743224043715847,1001.2767759562842,502.01,34772.34
THREE MANGO MIRCHI  PWD 500G,0.10606060606060606,38.71212121212121,14.0,5232.0
THREE MANGO MIRCHI PWD 200G,2.0,730.0,2.0,290.0
THREE MANGO RAI PWD 200G,0.11538461538461539,42.11538461538462,3.0,126.0
THREE MANGO RAI PWD 500G,0.1111111111111111,40.55555555555555,3.0,309.0
THUMMIKURA,2.83,1032.95,2.83,279.97
THUMS UP  600ml PET BOTTLE,1.5,547.5,9.0,360.0
THUMS UP 1.25L,1.0,365.0,1.0,68.0
THUMS UP 1Lt PET BOTTLE,0.5714285714285714,208.57142857142856,12.0,600.0
THUMS UP 250ML,1.294478527607362,472.4846625766871,211.0,4220.0
TIL 100G,0.6875,250.9375,121.0,4755.0
TNS DATES 200g,0.5555555555555556,202.7777777777778,5.0,450.0
TOFU PANEER 200g SAI RATNA FOODS,2.125,775.625,17.0,750.5
TOMATO (APPLE) hybrid,2.84672131147541,1039.0532786885246,520.95,29094.51
TOMATO LOCAL,105.56032786885247,38529.51967213115,19317.54,815238.32
TOMATO PICKLE  250g AHA,0.0975609756097561,35.609756097560975,16.0,1440.0
TOMATO PICKLE  500g AHA,0.061224489795918366,22.346938775510203,3.0,525.0
TOMATO PICKLE 250G VELLANKI FOODS,0.3225806451612903,117.74193548387096,10.0,1190.0
TONED MILK 500ml HERITAGE,80.06557377049181,29223.93442622951,14652.0,401154.05
TOOR  DAL FATKA POLISHED 1kg,0.7967032967032966,290.7967032967033,145.0,23307.0
TOOR DAL PRM UNPOLISHED FATKA 1KG,0.8488372093023255,309.8255813953488,146.0,24365.0
TOP MILLET ANDU KORRALU 500G,0.1610738255033557,58.79194630872483,24.0,3600.0
TOTAL CURD 120GMS HERITAGE,10.814207650273223,3947.1857923497264,1979.0,19790.0
TRIANGLE PAPAD 200G EVR,0.08411214953271028,30.700934579439252,9.0,432.0
TUTTI FRUITY KG FLYBERRY,0.01972222222222222,7.19861111111111,1.42,467.94
Thotakura,4.275191256830601,1560.4448087431692,782.36,50208.8
Tulsi Infused Honey 250g BT,0.17475728155339806,63.786407766990294,18.0,5184.0
Tulsi Infused Honey 500g BT,0.2,73.0,2.0,1080.0
UHT BUTTER MILK 180ML MILKY MIST,1.065359477124183,388.8562091503268,163.0,3260.0
ULAVACHARU 250g HASSTA,2.0327868852459017,741.9672131147541,372.0,38286.0
URAD BLACK SPLIT 500g,0.14864864864864866,54.25675675675676,11.0,935.0
URAD BLACK WHOLE 500G,0.2608695652173913,95.21739130434783,12.0,1020.0
URAD DAL UNPOLISHED 500g,0.3235294117647059,118.08823529411765,55.0,4950.0
URAD ROUND UN POLISHED 1kg,0.574585635359116,209.72375690607734,104.0,17019.75
USA FUJI APPLE,3.99551912568306,1458.3644808743168,731.18,305790.4
VAAKKAI,0.3103759398496241,113.2872180451128,41.28,3978.69
VAMPOOSA 250g VELLANKI FOODS,1.644808743169399,600.3551912568306,301.0,42759.0
VANILLA FLAVOURED MIILK 180ML HERITAGE,1.4166666666666667,517.0833333333334,17.0,510.0
VARI NUKA AISHWARYA 500G,2.0,730.0,2.0,60.0
VELLANIKI BITTER GOURD PAKODA 150G,0.5588235294117647,203.97058823529412,19.0,1938.0
VELLANKI  PESARA MURKULU 250G,0.48360655737704916,176.51639344262296,59.0,8670.0
VELLANKI AVISELA  CHIKKI 250G,0.336,122.64,42.0,6240.0
VELLANKI HEALTHY LADDU 250G,0.5573770491803278,203.44262295081967,68.0,12010.0
VELLANKI JONNA MURKULU 250G,0.7109375,259.4921875,91.0,13975.0
VELLANKI JOWARI FLAKES 250G,0.8211382113821138,299.7154471544716,101.0,15528.45
VELLANKI KAKARAKAYA CHIPS 150G,0.22900763358778625,83.58778625954199,30.0,2880.0
VELLANKI MILLET BOONDI ACTHU 250g,0.3467741935483871,126.5725806451613,43.0,6530.0
VELLANKI MILLET MIXTURE 250g,0.7480916030534351,273.0534351145038,98.0,13769.5
VELLANKI MILLET MURKULU 250g,0.7054263565891473,257.48062015503876,91.0,11585.0
VELLANKI MULTI SEEDS CHIKI 250g,0.4186046511627907,152.79069767441862,54.0,12880.0
VELLANKI VAM MURKULU 250g,0.6171875,225.2734375,79.0,12057.6
VELLANLI RAGI RIBBON PAKODI 150G,0.38636363636363635,141.02272727272728,17.0,1530.0
VENNA VUNDALU 250GMS VELLANKI FOODS,0.8603351955307262,314.0223463687151,154.0,22545.0
VINAYAKA VIGRAHAM 12 INCH,2.5,912.5,5.0,590.0
VINAYAKA VIGRAHAM 8 INCH,3.0,1095.0,9.0,801.0
VIRGIN COCONUT OIL 200ml AKSHAYA KALPA,0.08771929824561403,32.01754385964912,10.0,2890.0
VITAMIN D3  WITH IMMUNITY BOOSTERS - 6 EGGS PACK  ABHI EGGS,0.5934065934065934,216.5934065934066,108.0,10152.0
VITAMIN D3 IMMUNITY BOOSTER 30PC PACK ABHI EGGS,0.23595505617977527,86.12359550561797,42.0,18900.0
Vakai Box,1.1228070175438596,409.82456140350877,64.0,3200.0
WALNUT PREMIUM KGS FLYBERRY,0.11217877094972066,40.94525139664804,20.08,47750.4
WALNUT REGULAR  KGS FLYBERRY,0.11954545454545455,43.63409090909091,18.41,32957.28
WASHINGTON APPLE,2.876607142857143,1049.9616071428572,483.27,164479.34
WATER APPLE BOX,0.18548387096774194,67.70161290322581,23.0,2139.0
WATER MELON PLATE,2.0,730.0,2.0,60.0
WATERMELON JUICE,0.9016393442622951,329.0983606557377,165.0,8250.0
WHEAT CHAPATI 390G 10PC ID FRESH,1.0558659217877095,385.391061452514,189.0,14929.0
WHEAT GRASS,2.0,730.0,2.0,78.0
WHEAT PAROTA 5PC 400G ID FRESH,0.6648351648351648,242.66483516483515,121.0,13287.5
WHEAT RAWA MEDIUM 500g,1.2,438.0,216.0,9720.0
WHEELS PAPAD 200g EVR,0.136986301369863,50.0,10.0,480.0
WHITE JOWAR 500g,0.3,109.5,54.0,2700.0
WHITE JOWAR RAWA 500g,0.2,73.0,4.0,200.0
WHITE JOWAR SORGHUM RAWA 500GMS SRI AHARYA,0.19444444444444445,70.97222222222223,7.0,483.0
WHITE LOBIYA 500g,0.3202247191011236,116.88202247191012,57.0,5035.0
WHITE PAV 200g SPENCERS AKSHAYA FOODS,0.6851851851851852,250.0925925925926,74.0,2220.0
WHITE RADISH,3.1211475409836065,1139.2188524590163,571.17,32145.68
WHITE RAJMA 500g,0.16993464052287582,62.02614379084967,26.0,2730.0
WHITE ROUND BRINJAL,7.548196721311475,2755.0918032786885,1381.32,93133.33
WHITE SEEDLESS GRAPES,2.700225988700565,985.5824858757062,477.94,66994.76
WHOLE MEAL BROWN BREAD 400g SPENCERS AKSHAYA FOODS,2.726775956284153,995.2732240437159,499.0,27445.0
WHOLE WHEAT BREAD 400g  SPENCERS AKSHAYA FOODS,2.116022099447514,772.3480662983426,383.0,21065.0
WHOLE WHEAT BREAD 400g MR BREADY NANDAS,0.3333333333333333,121.66666666666666,5.0,275.0
WOOD APPLE,1.774,647.51,26.61,2634.79
WORKOUT TRAIL MIX KG FLYBERRY,0.042650602409638555,15.567469879518072,7.08,11347.2
XTRA 200g JAR CONTINENTAL,0.14285714285714285,52.14285714285714,4.0,2200.0
XTRA 50gm POUCH  CONTINENTAL,0.11042944785276074,40.306748466257666,18.0,3064.8
XTRA SACHET 2.3G CONTINENTAL,11.733333333333333,4282.666666666666,1056.0,2112.0
YELLOW BANTHI POOLU KGS LOOSE,0.0876595744680851,31.99574468085106,8.24,1449.43
YELLOW CAULIFLOWER PC,1.0,365.0,1.0,45.0
YELLOW DRAGON KG LOOSE,1.5233333333333334,556.0166666666667,4.57,1206.48
YELLOW JOWAR 500g,0.17582417582417584,64.17582417582418,32.0,1920.0
YELLOW JOWAR SORGHUM RAWA 500G SRI AHARYA,0.0963855421686747,35.18072289156627,8.0,760.0
YELLOW MELON,0.5852830188679246,213.62830188679246,31.02,1210.02
YOGHURT  MANGO MILKYMIST,0.7307692307692307,266.7307692307692,133.0,3990.0
YOGHURT PEACH 100GM MILKYMIST,0.5054945054945055,184.5054945054945,92.0,3030.0
YOGHURT STRAWBERRY MILKYMIST,0.7790055248618785,284.3370165745856,141.0,4230.0
YOGURT MANGO 90g AKSHAYA KALPA,0.3049645390070922,111.31205673758865,43.0,2580.0
