product,sales_velocity,turnover_proxy,total_quantity,total_revenue
FLAX SEEDS KGS FLYBERRY,0.05894117647058823,21.513529411764704,10.02,2814.56
FLY BERRY DERI DATES 255g,2.4261363636363638,885.5397727272727,427.0,84575.0
FLYBERRY CASHEW 4 PIECE,0.009451219512195122,3.4496951219512195,1.55,1566.01
FLYBERRY CRISPY SWEET CORN 12g,0.125,45.625,3.0,147.0
FLYBERRY CRUNCHY BANANA CHIPS 25g,0.16666666666666666,60.83333333333333,6.0,297.0
FLYBERRY DREAMY DERI DATES 220g,0.4046242774566474,147.6878612716763,70.0,27930.0
FLYBERRY DREAMY DERI DATES 400G,0.4431818181818182,161.76136363636363,78.0,54521.99
FLYBERRY KNOCKOUT KALMI DATES 200g,0.06779661016949153,24.74576271186441,12.0,2988.0
FLYBERRY KNOCKOUT KALMI DATES 400g,0.11224489795918367,40.96938775510204,11.0,4939.0
FLYBERRY MEDJOUL MAJESTIC DATES 400g BOX,0.21511627906976744,78.51744186046511,37.0,36963.0
FLYBERRY MINI MEDJOUL DATES 200g BOX,0.13559322033898305,49.49152542372882,24.0,9876.0
FLYBERRY SHAHJEERA CARAWAY SEEDS,0.11,40.15,0.11,104.94
FLYBERRY SPICE OKRA CHIPS 25g,0.2589928057553957,94.53237410071942,36.0,1782.0
FLYBERRY SPICED CHICKPEAS CRISP 31g,0.3333333333333333,121.66666666666666,2.0,99.0
FLYBERRY STRAWBERRY DEHYDRATED REGULAR,0.051176470588235295,18.679411764705883,6.96,11113.6
FOXTAIL MILLET KORRALU BIYYAM 500g,0.07758620689655173,28.31896551724138,9.0,720.0
FREEDOM GROUNDNUTOIL 1LT,0.7375886524822695,269.21985815602835,104.0,16962.0
FREEDOM MUSTARD OIL 1 Lt,1.0,365.0,1.0,178.0
FREEDOM RF SUNFLOWER OIL 1LT POUCH,2.2295081967213113,813.7704918032787,408.0,64739.0
FREEDOM RICE BRAN 1LTR,0.8497109826589595,310.1445086705202,147.0,22978.0
FREEDOM SUNFLOWER OIL 5LT,0.14457831325301204,52.77108433734939,24.0,18903.6
FREEDOM SUNFLOWER OIL PET 1LT,0.5413533834586466,197.593984962406,72.0,12080.0
FREEDOM SUNFLOWER OIL PET 2LT,0.18823529411764706,68.70588235294117,32.0,11375.99
FRESH CREAM 200ML HERITAGE,1.0,365.0,1.0,65.0
FRESH CREAM 250ML AMUL,0.36,131.4,45.0,3101.0
FRESH CREAM 250ml UHT MILKY MIST,0.30857142857142855,112.62857142857142,54.0,4320.0
FRESH DATES YELLOW BOX ANAND,0.3684210526315789,134.4736842105263,7.0,489.30000000000007
FRESH LOOSE PANEER,1.7206321839080458,628.0307471264367,299.39,155474.76
FRESH PANEER BLOCK 200g AMUL,0.38095238095238093,139.04761904761904,24.0,2280.0
FRIED GRAM PUTANA 250g,0.9666666666666667,352.8333333333333,174.0,7827.75
FRUIT BASKET 120 SADGURU,5.0,1825.0,5.0,600.0
FRUIT BASKET 170 SADGURU,0.1111111111111111,40.55555555555555,5.0,850.0
FRUIT BASKET 200,0.09375,34.21875,3.0,675.0
FRUIT BASKET 200 SADGURU,0.11627906976744186,42.44186046511628,10.0,2000.0
FRUIT BASKET 240 SADGURU,1.0,365.0,1.0,240.0
FRUIT BASKET 250 RAJU,0.08196721311475409,29.918032786885245,5.0,1330.0
FRUIT BASKET 300 SADGURU,0.06976744186046512,25.46511627906977,3.0,900.0
FRUIT BASKET 350 RAJU,0.15,54.75,9.0,3150.0
FRUIT BASKET 450 SADGURU,1.0,365.0,1.0,320.0
FRUIT BOWL NRG,0.17073170731707318,62.31707317073171,28.0,1260.0
FRUIT BREAD 200g SML SPENCERS AKSHAYA NANDA,0.6534653465346535,238.5148514851485,66.0,1980.0
FRUIT N NUT 150g DARK CHOCOLATE AMUL,0.17341040462427745,63.29479768786127,30.0,5980.0
FRUIT YOGHURT BB 100g MILKYMIST,0.8944444444444445,326.47222222222223,161.0,4830.0
FRUIT YOGURT 75g ALPHONSO MANGO EPIGAMIA,0.5885714285714285,214.82857142857142,103.0,3605.0
FRUIT YOGURT 75g STRAWBERRY EPIGAMIA,0.7087912087912088,258.70879120879124,129.0,4515.0
FULL CREAM MILK 500ml HERITAGE,27.961748633879782,10206.03825136612,5117.0,211274.0
FlyberryAlmondRoastedSalted,0.12,43.8,0.12,236.0
FlyberryBrazilNut,0.03256756756756757,11.887162162162163,4.82,16905.0
FlyberryCashew180,0.05238095238095238,19.11904761904762,1.1,2204.0
FlyberryHazelnut,0.010499999999999999,3.8324999999999996,1.68,3176.8
FlyberryMacadamia,0.010151515151515153,3.7053030303030305,0.67,3729.0
FlyberryMelonSeeds,0.05073033707865168,18.516573033707864,9.03,9004.0
FlyberryPeriPeriAlmond,0.07,25.55,0.07,132.0
FlyberryPrunes,0.004080459770114942,1.489367816091954,0.71,1255.54
G ELAICHI 50g,0.7175141242937854,261.89265536723167,127.0,29610.0
GAJANAN ORANGE PRM HMT RAW RICE 1Kg,0.2073170731707317,75.67073170731707,34.0,2890.0
GAJANAN ORANGE PRM HMT RAW RICE 5Kg,0.10559006211180125,38.54037267080746,17.0,7140.0
GAJANAN ORANGE PRM HMT RICE 1Kg,0.09826589595375723,35.86705202312139,17.0,1360.0
GAJANAN ORANGE PRM HMT RICE 5Kg,0.12280701754385964,44.82456140350877,21.0,8085.0
GAJANAN TELANGANA SONA RICE 1Kg,0.2546583850931677,92.9503105590062,41.0,3075.0
GAJANAN TELANGANA SONA RICE 5Kg,0.15757575757575756,57.51515151515151,26.0,8820.0
GARAM MASALA 100g VELLANKI FOODS,0.06172839506172839,22.530864197530864,10.0,708.0
GARLIC,6.128688524590164,2236.97131147541,1121.55,181961.57
GARLIC PEELED BOX,2.3579545454545454,860.6534090909091,415.0,26630.8
GARLIC PICKLE 250g AHA,0.17391304347826086,63.47826086956522,4.0,400.0
GAVVALU SWEET 250G VELLANKI FOODS,2.0163934426229506,735.983606557377,369.0,51995.0
GEMS KG FLYBERRY,0.03280487804878049,11.973780487804879,5.38,3252.0
GHEE 200ML PET JAR MILKY MIST,0.05,18.25,9.0,1650.0
GHEE ARISELU 250g VELLANKI FOODS,1.0769230769230769,393.07692307692304,196.0,33515.0
GINGER,8.765628415300545,3199.454371584699,1604.11,162048.46
GINGER GARLIC PASTE 250G VELLANKI FOODS,0.3956043956043956,144.39560439560438,72.0,8370.0
GINGER PICKLE 250G VELLANKI FOODS,0.30939226519337015,112.9281767955801,56.0,6530.0
GINGER PICKLE 250g AHA,0.09580838323353294,34.970059880239525,16.0,1600.0
GINGER PICKLE 500g AHA,0.10204081632653061,37.244897959183675,5.0,1000.0
GOLD DROP SUNFLOWER OIL 1Lt pouch,0.994475138121547,362.98342541436466,180.0,28504.2
GOLDEN COW GHEE 500 ML HERITAGE,0.3063583815028902,111.82080924855492,53.0,19875.0
GOLDEN KIWI FRUIT BIG,0.07352941176470588,26.83823529411765,5.0,395.0
GOLDEN KIWI SMALL,11.39864864864865,4160.506756756757,1687.0,109152.55
GONGURA PANDU MIRAPAKAYA PICKLE  500g AHA,0.03424657534246575,12.5,5.0,874.99
GONGURA PANDU MIRAPAKAYA PICKLE 250g  AHA,0.05521472392638037,20.153374233128833,9.0,810.0
GONGURA PICKLE 250g  AHA,0.0893854748603352,32.625698324022345,16.0,1440.0
GONGURA PICKLE 250g VELLANKI FOODS,0.13114754098360656,47.868852459016395,24.0,2915.0
GONGURA PICKLE 500g  AHA,0.02112676056338028,7.711267605633803,3.0,525.0
GONGURA(PUNTIKURA),3.402622950819672,1241.9573770491802,622.68,42112.0
GRAPE JUICE,0.05223880597014925,19.067164179104477,7.0,370.0
GREEK CEREALS YOGHURT 100g MILKY MIST,0.2289156626506024,83.55421686746988,38.0,1520.0
GREEK HONEY AND FIG YOGHURT 100g MILKY MIST,0.1523809523809524,55.61904761904763,16.0,640.0
GREEK YOGHURT 100g MILKY MIST,0.44516129032258067,162.48387096774195,69.0,2760.0
GREEK YOGURT 85g  ALPHONSO MANGO  EPIGAMIA,0.8994413407821229,328.2960893854749,161.0,9660.0
GREEK YOGURT ALPHONSO MANGO SMOOTHIE 180ml EPIGAMIA,0.4777777777777778,174.38888888888889,86.0,6880.0
GREEK YOGURT BLUEBERRY 90g EPIGAMIA,0.9672131147540983,353.0327868852459,177.0,10620.0
GREEK YOGURT BLUEBERRY SMOOTHIE 180ml EPIGAMIA,0.43352601156069365,158.23699421965318,75.0,6000.0
GREEK YOGURT MIXED BERRY ZERO ADDED SUGAR 120g EPIGAMIA,0.22,80.3,33.0,2340.0
GREEK YOGURT NATURAL 90g EPIGAMIA,0.96045197740113,350.56497175141243,170.0,9975.0
GREEK YOGURT STRAWBERRY 85g EPIGAMIA,0.7897727272727273,288.26704545454544,139.0,8340.0
GREEK YOGURT STRAWBERRY SMOOTHIE 180ml EPIGAMIA,0.36464088397790057,133.0939226519337,66.0,5200.0
GREEK YOGURT STRAWBERRY ZERO ADD SUGAR 120g EPIGAMIA,0.28703703703703703,104.76851851851852,31.0,2170.0
GREEK YOGURT VANILLA BEAN 90g EPIGAMIA,0.425414364640884,155.27624309392266,77.0,4620.0
GREEK YOGURT WILD RASBERRY 85g EPIGAMIA,0.6502732240437158,237.34972677595627,119.0,7409.99
GREEN APPLE,0.863465909090909,315.1650568181818,151.97,57267.08
GREEN CHILLY,11.292185792349725,4121.647814207649,2066.47,158356.02
GREEN PEAS,4.3792,1598.408,328.44,58912.81
GREEN PEAS BATANI 500G EVR,0.19101123595505617,69.71910112359551,34.0,5610.0
GREEN PEAS SEED PAC,0.30216216216216213,110.28918918918917,22.36,9988.7
GROUND NUT,1.964972375690608,717.2149171270719,355.66,40331.22
GROUND NUT OIL 1Lt. COLD PRESSED MESMARA,0.19753086419753085,72.09876543209876,32.0,13440.0
GUAVA HYBRID BIG ANAND,8.896775956284152,3247.3232240437155,1628.11,208875.02
GUAVA Local,0.1813253012048193,66.18373493975905,15.05,1940.93
GULAB JAM MIX 200g MILKY MIST,0.07482993197278912,27.312925170068027,11.0,1470.0
GULABI ROUND BRINJAL,4.850939226519337,1770.592817679558,878.02,64226.23
Ginger Imbued Honey 250g BT,0.17582417582417584,64.17582417582418,16.0,3600.0
Ginger Imbued Honey 500g BT,0.07692307692307693,28.07692307692308,8.0,3240.0
Green Kiwi Small,16.628415300546447,6069.371584699453,3043.0,117932.0
HAZELNUT CHOCOLATE SPREAD 200g,1.0,365.0,1.0,499.0
HEKATPY BUCK WHEAT COOKIES 125g,0.5,182.5,4.0,500.0
HEKATPY PEARL MILLET COOKIE 125g,1.0,365.0,1.0,125.0
HEKATPY QUINO COOKIES 125g,1.6666666666666667,608.3333333333334,5.0,625.0
HEKTAPY HEALTHY DEL JOWAR 125G,0.375,136.875,3.0,375.0
HEKTAPY HEALTHY DEL RAGI 125G,0.625,228.125,5.0,625.0
HEKTAPY MULTI MILLET S.N,0.45454545454545453,165.9090909090909,5.0,625.0
HEKTAPY OAT COOKIES  125g,1.0,365.0,1.0,125.0
HEKTAPY RAJGIRI COOKIES 125g,0.375,136.875,3.0,375.0
HIMALAYAN HONEY 225g APIS,0.13636363636363635,49.772727272727266,3.0,495.0
HIMALAYAN HONEY 500g APIS,0.6363636363636364,232.27272727272728,7.0,2275.0
HIMAYATH MANGO KG LOOSE,6.716304347826087,2451.451086956522,617.9,193772.48
HOME DELIVERY CHARGES,30.0,10950.0,30.0,30.0
HULLED WHITE SESAME OIL 1Lt. MESMARA,0.042735042735042736,15.598290598290598,5.0,3500.0
I.Orange Pack of 4,0.26136363636363635,95.39772727272727,23.0,2407.0
ICE BERG ENGLISH ITEM SAMBERRY,0.37394444444444447,136.48972222222224,67.31,15235.21
IDLI KARAM 100g VELLANKI FOODS,0.24043715846994534,87.75956284153006,44.0,2584.0
IDLI POWDER AKA GUNDPOWDER AKA KARAM PODI PREMIUM KG LOOSE FLYBER,0.09,32.85,0.09,73.51
IDLY . DOSA BATTER 1KG ID FRESH,3.551912568306011,1296.448087431694,650.0,61655.0
IDLY BATTER 900g DSL,1.4615384615384615,533.4615384615385,266.0,21280.0
IDLY KARAM FLYBERRY,0.012075471698113207,4.407547169811321,1.28,631.0
IDLY RAVA1KG,0.9175824175824175,334.9175824175824,167.0,10799.75
IDLY RAWA 500g,0.2289156626506024,83.55421686746988,19.0,665.0
IDLY RAWA ORANGE 1KG AISHWARYA,0.13333333333333333,48.666666666666664,6.0,360.0
IDLY RICE  1Kg,0.17424242424242425,63.59848484848485,23.0,1610.0
IGURU KARAM 100g VELLANKI FOODS,0.056910569105691054,20.772357723577233,7.0,444.0
IMLI POP KG FLYBERRY,0.015294117647058824,5.582352941176471,1.3,620.16
IMP ORANGE CANE,0.03333333333333333,12.166666666666666,2.0,200.0
IMP Orange Juices,0.348993288590604,127.38255033557047,52.0,7800.0
IMPORTED ORANGE,2.7914754098360652,1018.8885245901638,510.84,100960.52
IMPORTED PLUMS,1.2663934426229508,462.2336065573771,231.75,76389.38
INDIAN RAISINS GREEN FLYBERRY,0.11843137254901961,43.227450980392156,6.04,3633.6
INDIAN RAISINSGOLDEN KGS FLYBERRY,0.09968992248062016,36.38682170542636,12.86,7728.0
INSIDE YELLOW MELON Kg,1.8792592592592594,685.9296296296296,101.48,4048.74
IODIZED SALT 1KG PON,0.10810810810810811,39.45945945945946,4.0,80.0
IRANIAN DATES 500g ORIGINAL AM ENTERPRISES,0.12121212121212122,44.24242424242424,12.0,2738.0
JACK FRUIT SEEDS ANAND,1.4948453608247423,545.6185567010309,145.0,12180.0
JAGGERY KESAR 450G,0.949438202247191,346.5449438202247,169.0,8600.0
JAGGERY KESAR 900G,0.6588235294117647,240.47058823529412,112.0,10681.0
JAGGERY MINI CUBES 500G EVR,0.27884615384615385,101.77884615384616,29.0,3335.0
JAGGERY POWDER 500g JIVIKA ORGANICS,0.4318181818181818,157.61363636363637,76.0,7220.0
JANTHIKALU 250g VELLANKI FOODS,1.5628415300546448,570.4371584699453,286.0,42697.41
JAVATRI 50g,0.31213872832369943,113.9306358381503,54.0,9720.0
JEERA 100g,0.28415300546448086,103.71584699453551,52.0,3380.0
JEERA 200g,0.9269662921348315,338.3426966292135,165.0,20625.0
JEERA PAPAD 200G EVR,0.13414634146341464,48.963414634146346,11.0,748.0
JIVIKA COLD PRESSED SAFFLOWER OIL 1LTR,0.1111111111111111,40.55555555555555,3.0,1619.99
JIVIKA CORIANDER POWDER 100GMS,0.1282051282051282,46.79487179487179,20.0,1100.0
JIVIKA FOREST HONEY250ml,0.1896551724137931,69.22413793103448,11.0,3080.0
JIVIKA NATURALS PEANUT BUTTER500GMS,0.0380952380952381,13.904761904761907,4.0,1596.0
JIVIKA RED CHILLI POWDER 200GMS,0.22777777777777777,83.13888888888889,41.0,6800.0
JIVIKA RED CHILLI POWDER 500GMS,0.05555555555555555,20.277777777777775,8.0,3192.0
JIVIKA TURMERIC POWDER 100GMS,0.26744186046511625,97.61627906976743,46.0,2760.0
JOWAR FLOUR 500g,0.49171270718232046,179.47513812154696,89.0,4450.0
JUBJUB GUAVA JUICE,0.028169014084507043,10.28169014084507,2.0,140.0
JUJUBIES FLYBERRY,0.07027322404371585,25.649726775956285,12.86,7689.14
KABULI CHANA 500g,0.6424581005586593,234.49720670391062,115.0,13794.0
KAJJIKAYALU 250g VELLANKI FOODS,0.7222222222222222,263.6111111111111,130.0,19015.0
KAJU PAKODI 250g VELLANKI FOODS,0.38636363636363635,141.02272727272728,68.0,15420.0
KALA JAMUN BOX PACK ANAND,6.22680412371134,2272.783505154639,604.0,67282.0
KANDI KARAM 100g  VELLANKI FOODS,0.1111111111111111,40.55555555555555,18.0,1056.0
KANDI KARAM 250GM AHA,0.06451612903225806,23.548387096774192,2.0,240.0
KARAM GAVVALU 250G VELLANKI FOODS,0.23493975903614459,85.75301204819277,39.0,5335.0
KARAM SAKINALU 250g  VELLANKI FOODS,0.17261904761904762,63.00595238095238,29.0,4245.0
KARAN PHOOL 50g,0.5301204819277109,193.49397590361448,88.0,5610.0
KARIVEPAKU KARAM 100g VELLANKI FOODS,0.12738853503184713,46.496815286624205,20.0,1224.0
KARIVEPAKU KARAM 250g AHA,0.0392156862745098,14.313725490196079,2.0,240.0
KARPURAVALLI BANANA,5.6207650273224035,2051.579234972677,1028.6,80638.42
KASOORI METHI PAPAD 200G EVR,1.6666666666666667,608.3333333333334,5.0,375.0
KASURIMETHI 50G,0.48314606741573035,176.34831460674158,86.0,3056.0
KEERA JUICE,0.16216216216216217,59.18918918918919,18.0,720.0
KESARI MANGO KG LOOSE,6.83,2492.95,628.36,146626.91
KHUS KHUS 50G,0.4508670520231214,164.5664739884393,78.0,9565.0
KIMIA DATES PLASTIC BOX 400G ORIGINAL,0.5397727272727273,197.01704545454547,95.0,23985.0
KIMJO KIMIA DATES 400g ELEPHANT,0.3728813559322034,136.10169491525423,66.0,13392.79
KINELY WATER 500ml,1.5497076023391814,565.6432748538012,265.0,2650.0
KINLEY SODA 750ML,1.0116959064327486,369.2690058479533,173.0,3460.0
KINLEY WATER 1Lt,0.6544117647058824,238.86029411764707,89.0,1780.0
KIRAN MELON,72.74395604395605,26551.543956043955,13239.4,384004.46
KISMIS GREEN 250g,0.23076923076923078,84.23076923076924,6.0,1110.0
KNOOL COOL,0.13596590909090908,49.627556818181816,23.93,1078.2
KOBBARI KARAM 250g AHA,0.02857142857142857,10.428571428571429,2.0,240.0
KOBBARI VUNDALU 250g VELLANKI FOODS,0.6795580110497238,248.0386740331492,123.0,16120.0
KODO MILLET ARIKALU 500G,0.18064516129032257,65.93548387096774,28.0,2100.0
KOTHIMEERA CORIANDER KARAM 100g VELLANKI FOODS,0.08917197452229299,32.54777070063694,14.0,844.0
KOVA KAJJIKAYALU 250g VELLANKI FOODS,0.3055555555555556,111.52777777777779,55.0,10040.0
KP MALABAR  PAROTA 5PC ID FRESH,0.9888888888888889,360.94444444444446,178.0,18682.0
KURA KARAM 100g VELLANKI FOODS,0.4375,159.6875,14.0,840.0
KURNOOL MURMURA 500g,0.7640449438202247,278.87640449438203,136.0,10948.0
Kashmir Comb Honey 500g BT,0.07633587786259542,27.862595419847327,10.0,11700.0
L G HING 50g,0.38333333333333336,139.91666666666669,69.0,6603.0
LAB LAB,3.724207650273224,1359.3357923497267,681.53,57499.51
LADIES FINGER,31.164098360655736,11374.895901639344,5703.03,308770.39
LAKSHMAN FRUIT ANAND,0.08954887218045113,32.685338345864665,11.91,5111.97
LAL MICHI WITHOUT STEM 200G EVR,0.6836158192090396,249.51977401129943,121.0,13840.0
LAL MIRCHI WITH STEM 200G EVR,0.5284090909090909,192.8693181818182,93.0,9712.0
LANGADA MANGO KG LOOSE,2.8884848484848487,1054.2969696969697,95.32000000000001,20394.18
LASSI 200ml MILKY MIST UHT ROSE,0.5925925925925926,216.29629629629628,32.0,1120.0
LASSI BLUBERRY 180ml MILKYMIST,0.5125,187.06249999999997,41.0,1355.0
LEAF ONION,1.2661748633879781,462.153825136612,231.71,17179.96
LEMON,9.290163934426229,3390.9098360655735,1700.1,282952.05
LEMON JUICE,0.08522727272727272,31.107954545454543,15.0,300.0
LEMON PICKLE  250g AHA,0.06666666666666667,24.333333333333332,11.0,825.0
LEMON PICKLE 500g  AHA,0.04411764705882353,16.10294117647059,3.0,450.0
LETTUCE RED ENG ITEM SAMBERRY,0.007539682539682539,2.7519841269841265,0.95,275.15000000000003
LETTUCE ROCKET ARUGULA KG ENGLISH ITEM SAMBERRY,0.12,43.8,0.12,36.66
LIME PICKLE 250g VELLANKI FOODS,0.08108108108108109,29.594594594594597,12.0,1210.0
LITTLE MILLET SAMELU 500g,0.18248175182481752,66.60583941605839,25.0,2470.0
LOBIA,2.22448087431694,811.9355191256831,407.08,18712.45
LONG CHILLIES,1.7238251366120216,629.1961748633879,315.46,24464.83
LOTUS ECLAIRS  250G,0.3,109.5,6.0,300.0
LOTUS KAJOOS 13.5 G,1.5443037974683544,563.6708860759494,122.0,591.5
LOTUS TANGO 20G,1.18,430.7,177.0,987.7
LOW GI RICE 1Kg AISHWARYA,0.13333333333333333,48.666666666666664,6.0,720.0
LOW GI RICE 5KG AISHWARYA,0.07692307692307693,28.07692307692308,5.0,3000.0
LYCHEE LOCAL ANAND,1.8917543859649122,690.4903508771929,107.83,49892.05
Lotus Stem SAMBERRY,0.05894117647058823,21.513529411764704,10.02,2846.25
MAAZA 600ML,1.0,365.0,12.0,504.0
MAGAYA PICKLE 250GMS VELLANKI FOODS,0.0935672514619883,34.15204678362573,16.0,2270.0
MAIDA 1 KG,0.19662921348314608,71.76966292134831,35.0,2275.0
MAIDA 500g,0.16853932584269662,61.51685393258427,30.0,1200.0
MALGUDI COFFEE 200g 60 DEGREES CONTINENTAL,0.0875,31.937499999999996,7.0,1126.98
MALGUDI COFFEE 200g 80 DEGREES CONTINENTAL,0.1111111111111111,40.55555555555555,5.0,1000.0
MALGUDI COFFEE 500g 80 DEGREE CONTINENTAL,0.06666666666666667,24.333333333333332,4.0,1598.0
MALGUDI FILTER COFFEE 500g 60 DEGREE CONTINENTAL,0.12195121951219512,44.512195121951216,5.0,1800.0
MALLIKA MANGO Kg LOOSE,3.8618055555555557,1409.5590277777778,278.05,40468.19
MANGO AVAKAYA 250g  AHA,0.09444444444444444,34.47222222222222,17.0,1470.0
MANGO AVAKAYA pPICKLE 500g AHA,0.13953488372093023,50.93023255813954,6.0,1050.0
MANGO BELLAM AVAKAI 250g AHA,0.2857142857142857,104.28571428571428,2.0,180.0
MANGO GINGER,0.09934426229508196,36.260655737704916,18.18,2403.42
MANGO JELLY ROLLS 250g VELLANKI FOODS,0.8222222222222222,300.1111111111111,148.0,22480.0
MANGO JUICE,0.18681318681318682,68.18681318681318,17.0,1190.0
MANGO MAGAYA  250g AHA,0.09497206703910614,34.66480446927374,17.0,1700.0
MANGO MAGAYA 500g AHA,0.07462686567164178,27.23880597014925,5.0,1000.0
MANGO PICKLE 250G VELLANKI FOODS,0.3442622950819672,125.65573770491802,63.0,7555.0
MARATHI MOGGA 50gms EVR,0.625,228.125,5.0,210.0
MAREDUKAYA KG LOOSE,3.0400000000000005,1109.6000000000001,9.120000000000001,1176.74
MASALA KARAM 250g AHA,1.0,365.0,1.0,140.0
MASALA PALLI 250GMS VELLANKI FOODS,0.7486033519553073,273.24022346368713,134.0,20220.0
MASOOR DAL 500g,0.3259668508287293,118.97790055248619,59.0,4360.0
MASTI BUTTER MILK 1Lt AMUL,0.9230769230769231,336.92307692307696,12.0,840.0
MASTI BUTTER MILK 200ml AMUL tetra,1.286764705882353,469.66911764705884,175.0,2625.0
MEDJOUL DATES LARGE FLYBERRY loose kgs,0.11375,41.518750000000004,20.02,39455.28
MENTI BIG,3.3585792349726775,1225.8814207650273,614.62,70809.16
METHI 100G,0.5611111111111111,204.80555555555557,101.0,3275.0
MILK BREAD 350g SPENCERS GOLDEN CRUST NANDA,1.0,365.0,1.0,55.0
MILK CHOCOLATE SMOOTH N CREAMY 150g AMUL,0.11931818181818182,43.55113636363637,21.0,4160.0
MILK SHAKE CHOCOLATE 220ML MILKY MIST,1.335164835164835,487.3351648351648,243.0,9691.2
MILK SHAKE STRAWBERRY 180ML HERITAGE,1.6216216216216217,591.8918918918919,60.0,1200.0
MILK SHAKE STRAWBERRY 180ML MILKY MIST,0.9177215189873418,334.96835443037975,145.0,5788.0
MILK SHAKE STRAWBERRY 180ml EPIGAMIA,1.3646408839779005,498.09392265193367,247.0,9866.0
MILK SHAKE VANILA 180ml EPIGAMIA,0.5030674846625767,183.61963190184048,82.0,3280.0
MILK SHAKE VANILLA 180ML MILKY MIST,0.7160493827160493,261.358024691358,58.0,2320.0
MILKSHAKE CHOCOLATE 180ml EPIGAMIA,2.5649717514124295,936.2146892655368,454.0,18150.4
MILLET DOSA BATTER 1Kg DSL,0.06349206349206349,23.174603174603174,4.0,480.0
MILLET IDLY RAWA 500GMS SRI AHARYA,0.25,91.25,12.0,1068.0
MILLET MOONG MIX 250g VELLANKI,0.5897435897435898,215.25641025641025,69.0,10650.0
MILLETS UPMA RAWA 500GMS SRI AHARYA,0.2413793103448276,88.10344827586208,7.0,623.0
MINI MEDJOUL FLYBERRY loose kgs,0.029548022598870054,10.78502824858757,5.2299999999999995,6517.84
MINUTE MAID PULPY 250 ML,0.710691823899371,259.4025157232704,113.0,2825.0
MISHTI DAHI 80g  EPIGAMIA,0.6208791208791209,226.62087912087912,113.0,3920.0
MIXED SPROUTS ANAND,9.726775956284152,3550.273224043716,1780.0,53400.0
MIXTURE 250g VELLANKI FOODS,1.4120879120879122,515.4120879120879,257.0,37369.5
MODERN  CRUST PIZZA BASE 150g,0.2857142857142857,104.28571428571428,6.0,210.0
MODERN 100% WHOLE WHEAT BREAD 400G,1.3172413793103448,480.7931034482759,191.0,10450.0
MODERN BANANA PUDDING  CAKE 140g,0.2357142857142857,86.03571428571428,33.0,1980.0
MODERN BURGER BUN,0.10144927536231885,37.02898550724638,14.0,630.0
MODERN CHOCO CHEER CAKE 120g,0.9920634920634921,362.10317460317464,125.0,4375.0
MODERN FRUIT & NUT CAKE 140g,0.4420289855072464,161.34057971014494,61.0,3660.0
MODERN HI FIBER  BROWN BREAD 400g,0.6758620689655173,246.6896551724138,98.0,5335.0
MODERN MILK PLUS BREAD 450g,1.2361111111111112,451.1805555555556,178.0,9790.0
MODERN SANDWICH SUPREME BREAD 400g,0.7412587412587412,270.55944055944053,106.0,5830.0
MODERN WOW PAV 200g,0.4375,159.6875,63.0,1890.0
MODREN FRUITY BREAD 200G,0.7092198581560284,258.86524822695037,100.0,3000.0
MOONG DAL 500G,0.6120218579234973,223.38797814207652,112.0,8960.0
MOONG DAL1kg,0.39106145251396646,142.73743016759775,70.0,11200.0
MOONG GREEN 500g,0.7231638418079096,263.954802259887,128.0,11338.94
MOONGDAL RICE RAWA 500G AISHWARYA,1.0,365.0,1.0,70.0
MOUSAMBI,9.18311475409836,3351.8368852459016,1680.51,137279.59
MOUSAMBI JUICE,0.6010928961748634,219.39890710382514,110.0,9900.0
MOZZARELLA CHEESE 200g MILKY MIST,0.1452513966480447,53.01675977653632,26.0,4370.0
MUKHWAS TINIMINI KG FLYBERRY,0.01713450292397661,6.254093567251463,2.93,907.0600000000001
MULAGAKU KARAM 100g VELLANKI FOODS,0.08552631578947369,31.217105263157894,13.0,888.0
MULBERY BOX PACK ANAND,2.2142857142857144,808.2142857142858,155.0,13020.0
MULTIGRAIN HEALTH MIX 500GMS SRI AHARYA,0.10526315789473684,38.421052631578945,6.0,954.0
MUNAGAKU KARAM 250g AHA,0.14285714285714285,52.14285714285714,2.0,240.0
MURUKULU 250g VELLANKI FOODS,1.633879781420765,596.3661202185792,299.0,44517.89
MUSK MELON - H,8.455439560439562,3086.2354395604398,1538.89,67430.56
MUSK MELON - LOCAL,3.2879166666666664,1200.0895833333332,78.91,5133.32
MUSK MELON JUICE,0.4371584699453552,159.56284153005464,80.0,4000.0
MUSTARD BIG 200g,0.3333333333333333,121.66666666666666,58.0,2440.0
MUSTARD OIL 1Lt. MESMARA,0.06611570247933884,24.132231404958677,8.0,4792.0
MUSTARD SMALL 200g,0.34831460674157305,127.13483146067416,62.0,2916.0
MYSORE PAK 250g HARD VELLANKI FOODS,0.4340659340659341,158.43406593406593,79.0,11625.0
Mango Juices,0.05303030303030303,19.356060606060606,7.0,560.0
Mango Milk Shake,1.0,365.0,1.0,60.0
Moosambi Economy,2.17,792.05,2.17,106.53
NAGPUR ORANGE,3.2705464480874316,1193.7494535519124,598.51,86418.26
NAGPUR ORANGE JUICE,0.1978021978021978,72.19780219780219,36.0,3090.0
NALLA KARAM 100g VELLANKI FOODS,0.1891891891891892,69.05405405405406,7.0,434.0
NALLA KARAM 250g AHA,0.02877697841726619,10.503597122302159,4.0,480.0
