year_month,beverages,drinks,fresh_produce,other
2025-04,0.0012774624166933095,0.0061258266930407515,0.14269759725531003,0.849899113634956
2025-05,0.0015158840541968572,0.003953015018211709,0.12744047612196963,0.8670906248056219
2025-06,3.451999720654977e-05,0.003601586375216693,0.14482692458155239,0.8515369690460244
2025-07,0.0014080103676122595,0.004365164707739159,0.17723248399559471,0.8169943409290539
2025-08,0.0007124875803554129,0.003950222381672275,0.19081588723531884,0.8045214028026534
2025-09,0.0009519616836395278,0.004162194682666588,0.1769746321687837,0.8179112114649102
