product,unit_price,estimated_margin,total_revenue,quantity_sold,revenue_weight
MAGAYA PICKLE 250GMS VELLANKI FOODS,141.66666666666666,0.3,2270.0,16.0,8.939180464401648e-05
MAIDA 1 KG,65.0,0.3,2275.0,35.0,8.958870289213105e-05
MAIDA 500g,40.0,0.3,1200.0,30.0,4.72555795474977e-05
MALGUDI COFFEE 200g 60 DEGREES CONTINENTAL,160.99714285714285,0.3000000000000001,1126.98,7.0,4.438007753203247e-05
MALGUDI COFFEE 200g 80 DEGREES CONTINENTAL,200.0,0.3,1000.0,5.0,3.937964962291475e-05
MALGUDI COFFEE 500g 80 DEGREE CONTINENTAL,399.5,0.30000000000000004,1598.0,4.0,6.292868009741777e-05
MALGUDI FILTER COFFEE 500g 60 DEGREE CONTINENTAL,360.0,0.3000000000000001,1800.0,5.0,7.088336932124655e-05
MALLIKA MANGO Kg LOOSE,146.29580645161292,0.30000000000000004,40468.19,278.05,0.0015936231430735426
MANGO AVAKAYA 250g  AHA,86.25,0.3000000000000001,1470.0,17.0,5.788808494568468e-05
MANGO AVAKAYA pPICKLE 500g AHA,175.0,0.3000000000000001,1050.0,6.0,4.1348632104060484e-05
MANGO BELLAM AVAKAI 250g AHA,90.0,0.3000000000000001,180.0,2.0,7.088336932124655e-06
MANGO GINGER,136.62800000000001,0.30000000000000004,2403.42,18.18,9.464583749670577e-05
MANGO JELLY ROLLS 250g VELLANKI FOODS,152.0212765957447,0.3,22480.0,148.0,0.0008852545235231235
MANGO JUICE,70.0,0.3,1190.0,17.0,4.686178305126855e-05
MANGO MAGAYA  250g AHA,100.0,0.3,1700.0,17.0,6.694540435895507e-05
MANGO MAGAYA 500g AHA,200.0,0.3,1000.0,5.0,3.937964962291475e-05
MANGO PICKLE 250G VELLANKI FOODS,119.8936170212766,0.3,7555.0,63.0,0.00029751325290112095
MARATHI MOGGA 50gms EVR,42.0,0.30000000000000004,210.0,5.0,8.269726420812098e-06
MAREDUKAYA KG LOOSE,129.0,0.30000000000000004,1176.74,9.120000000000001,4.6339608897268704e-05
MASALA KARAM 250g AHA,140.0,0.3,140.0,1.0,5.513150947208065e-06
MASALA PALLI 250GMS VELLANKI FOODS,150.83333333333334,0.3,20220.0,134.0,0.0007962565153753362
MASOOR DAL 500g,73.69565217391305,0.3,4360.0,59.0,0.0001716952723559083
MASTI BUTTER MILK 1Lt AMUL,70.0,0.3,840.0,12.0,3.307890568324839e-05
MASTI BUTTER MILK 200ml AMUL tetra,15.0,0.3,2625.0,175.0,0.00010337158026015122
MEDJOUL DATES LARGE FLYBERRY loose kgs,1979.9117857142858,0.3,39455.28,20.02,0.001553735102173996
MENTI BIG,113.62267759562842,0.30000000000000004,70809.16,614.62,0.0027884399108929103
METHI 100G,32.27272727272727,0.3,3275.0,101.0,0.0001289683525150458
MILK BREAD 350g SPENCERS GOLDEN CRUST NANDA,55.0,0.3,55.0,1.0,2.165880729260311e-06
MILK CHOCOLATE SMOOTH N CREAMY 150g AMUL,198.94736842105263,0.3,4160.0,21.0,0.00016381934243132537
MILK SHAKE CHOCOLATE 220ML MILKY MIST,39.88979591836735,0.3,9691.2,243.0,0.0003816360604255915
MILK SHAKE STRAWBERRY 180ML HERITAGE,20.0,0.3,1200.0,60.0,4.72555795474977e-05
MILK SHAKE STRAWBERRY 180ML MILKY MIST,39.88732394366197,0.3,5788.0,145.0,0.00022792941201743057
MILK SHAKE STRAWBERRY 180ml EPIGAMIA,39.95,0.3,9866.0,247.0,0.0003885196231796769
MILK SHAKE VANILA 180ml EPIGAMIA,40.0,0.3,3280.0,82.0,0.0001291652507631604
MILK SHAKE VANILLA 180ML MILKY MIST,40.0,0.3,2320.0,58.0,9.136078712516222e-05
MILKSHAKE CHOCOLATE 180ml EPIGAMIA,39.967785234899324,0.3,18150.4,454.0,0.000714756392515752
MILLET DOSA BATTER 1Kg DSL,120.0,0.3,480.0,4.0,1.890223181899908e-05
MILLET IDLY RAWA 500GMS SRI AHARYA,89.0,0.30000000000000004,1068.0,12.0,4.205746579727295e-05
MILLET MOONG MIX 250g VELLANKI,154.16666666666666,0.30000000000000004,10650.0,69.0,0.0004193932684840421
MILLETS UPMA RAWA 500GMS SRI AHARYA,89.0,0.3000000000000001,623.0,7.0,2.453352171507589e-05
MINI MEDJOUL FLYBERRY loose kgs,1248.235294117647,0.3,6517.84,5.2299999999999995,0.0002566702554982187
MINUTE MAID PULPY 250 ML,25.0,0.3,2825.0,113.0,0.00011124751018473417
MISHTI DAHI 80g  EPIGAMIA,35.0,0.3,3920.0,113.0,0.00015436822652182582
MIXED SPROUTS ANAND,30.0,0.3,53400.0,1780.0,0.0021028732898636477
MIXTURE 250g VELLANKI FOODS,145.88518518518518,0.3,37369.5,257.0,0.0014715978165835127
MODERN  CRUST PIZZA BASE 150g,35.0,0.3,210.0,6.0,8.269726420812098e-06
MODERN 100% WHOLE WHEAT BREAD 400G,55.0,0.3,10450.0,191.0,0.00041151733855945914
MODERN BANANA PUDDING  CAKE 140g,60.0,0.3,1980.0,33.0,7.79717062533712e-05
MODERN BURGER BUN,45.0,0.3000000000000001,630.0,14.0,2.480917926243629e-05
MODERN CHOCO CHEER CAKE 120g,35.0,0.3,4375.0,125.0,0.00017228596710025203
MODERN FRUIT & NUT CAKE 140g,60.0,0.3,3660.0,61.0,0.00014412951761986798
MODERN HI FIBER  BROWN BREAD 400g,55.0,0.3,5335.0,98.0,0.0002100904307382502
MODERN MILK PLUS BREAD 450g,55.0,0.3,9790.0,178.0,0.0003855267698083354
MODERN SANDWICH SUPREME BREAD 400g,55.0,0.3,5830.0,106.0,0.000229583357301593
MODERN WOW PAV 200g,30.0,0.3,1890.0,63.0,7.442753778730888e-05
MODREN FRUITY BREAD 200G,30.0,0.3,3000.0,100.0,0.00011813894886874425
MOONG DAL 500G,80.0,0.3,8960.0,112.0,0.0003528416606213162
MOONG DAL1kg,160.0,0.3,11200.0,70.0,0.0004410520757766452
MOONG GREEN 500g,88.18855421686746,0.3000000000000001,11338.94,129.0,0.000446523484295253
MOONGDAL RICE RAWA 500G AISHWARYA,70.0,0.3,70.0,1.0,2.7565754736040326e-06
MOUSAMBI,82.82203296703297,0.30000000000000004,137279.59,1680.51,0.005406022154577392
MOUSAMBI JUICE,90.0,0.3000000000000001,9900.0,110.0,0.000389858531266856
MOZZARELLA CHEESE 200g MILKY MIST,168.0,0.3000000000000001,4370.0,26.0,0.00017208906885213745
MUKHWAS TINIMINI KG FLYBERRY,310.0,0.3,907.0600000000001,2.93,3.5719704986961056e-05
MULAGAKU KARAM 100g VELLANKI FOODS,68.36363636363636,0.30000000000000004,888.0,13.0,3.49691288651483e-05
MULBERY BOX PACK ANAND,84.0,0.30000000000000004,13020.0,155.0,0.0005127230380903501
MULTIGRAIN HEALTH MIX 500GMS SRI AHARYA,159.0,0.30000000000000004,954.0,6.0,3.756818574026067e-05
MUNAGAKU KARAM 250g AHA,120.0,0.3,240.0,2.0,9.45111590949954e-06
MURUKULU 250g VELLANKI FOODS,150.89175675675676,0.3,44517.89,299.0,0.0017530989101514603
MUSK MELON - H,45.93626373626373,0.30000000000000004,67430.56,1538.89,0.0026553918266769305
MUSK MELON - LOCAL,65.33045454545454,0.30000000000000004,5133.32,78.91,0.00020214834300230075
MUSK MELON JUICE,50.0,0.3,4000.0,80.0,0.000157518598491659
MUSTARD BIG 200g,42.083333333333336,0.3,2440.0,58.0,9.6086345079912e-05
MUSTARD OIL 1Lt. MESMARA,599.0,0.3000000000000001,4792.0,8.0,0.0001887072809930075
MUSTARD SMALL 200g,47.43636363636364,0.3,2916.0,62.0,0.00011483105830041941
MYSORE PAK 250g HARD VELLANKI FOODS,147.22222222222223,0.3,11625.0,79.0,0.00045778842686638397
Mango Juices,80.0,0.3,560.0,7.0,2.205260378883226e-05
Mango Milk Shake,60.0,0.3,60.0,1.0,2.362778977374885e-06
Moosambi Economy,49.0,0.30000000000000004,106.53,2.17,4.195114074329109e-06
NAGPUR ORANGE,142.528,0.30000000000000004,86418.26,598.51,0.0034031207998219486
NAGPUR ORANGE JUICE,88.94736842105263,0.3000000000000001,3090.0,36.0,0.00012168311733480658
NALLA KARAM 100g VELLANKI FOODS,62.0,0.30000000000000004,434.0,7.0,1.7090767936345e-05
NALLA KARAM 250g AHA,120.0,0.3,480.0,4.0,1.890223181899908e-05
NANDA CREAM BUN VANILLA 60g,15.0,0.3,2010.0,134.0,7.915309574205864e-05
NANDA CRM BUN CHOCOLATE 60g,15.0,0.3,1485.0,99.0,5.847877969002841e-05
NANDA CRM BUN PINEAPPLE 60g,15.0,0.3,1365.0,91.0,5.3753221735278635e-05
NANDA MUFFIN FRUIT 240g,73.67673913043478,0.3,6427.25,87.0,0.00025310285303887885
NANDA MUFFIN VANILLA 240g,73.6,0.3,7187.0,97.0,0.00028302154183988833
NANDA OSMANIA COOKIES 300g,70.80928571428572,0.3,10148.64,143.0,0.00039964988734909754
NANDAS Mr BREADRY ZERO MAIDA 450g,60.0,0.3,180.0,3.0,7.088336932124655e-06
NARINJAAKAYA KG LOOSE,114.0,0.30000000000000004,459.65,4.03,1.8100855949172763e-05
NATU DONDAKAI,54.05841530054645,0.30000000000000004,39005.01,743.5,0.0015360036273382861
NATURAL BROWN SUGAR 1Kg JIVIKA ORGANICS,155.0,0.3,4030.0,26.0,0.00015869998798034645
NATURAL COW GHEE 500ml JIVIKA ORGANICS,499.0,0.3000000000000001,2994.0,6.0,0.00011790267097100677
NATURAL CURD 450g SIDS FARM,50.090494505494505,0.3,53340.0,1067.0,0.002100510510886273
NATURAL ROCK SALT 1Kg JIVIKA ORGANICS,114.0625,0.3,9680.0,85.0,0.0003811950083498148
NATURAL THICK CURD  POUCH 400 GMS ID FRESH,48.32727272727273,0.3,4642.0,97.0,0.00018280033354957026
NATURAL THICK CURD CUP 400g ID FRESH,78.33333333333333,0.3,1100.0,14.0,4.3317614585206225e-05
NAVARATAN MIXTURE 250g VELLANKI FOODS,156.4,0.3,21785.0,139.0,0.0008578856670351979
NEELAM MANGO Kg LOOSE,144.61105263157896,0.30000000000000004,57965.95,382.65,0.0022826788010593953
NETHI BHERAKAI,58.45363095238095,0.30000000000000004,19950.29,341.48,0.00078563543007554
NUTMEG 50G,80.0,0.3,2480.0,31.0,9.766153106482859e-05
NUTRI+ WITH IMMUNITY BOOSTERS - 30 EGGS TRAY ABHI EGGS,395.0,0.3,22910.0,58.0,0.000902187772860977
NUTRI+ WITH IMMUNITY BOOSTERS - 6 EGGS PACK ABHI EGGS,84.0,0.30000000000000004,8064.0,96.0,0.00031755749455918456
NUVULA KARAM FLYBERRY,550.0,0.3,31.9,0.06,1.2562108229709806e-06
NUVVULA CHIKKI 250g VELLANKI FOODS,156.23595505617976,0.3,23915.0,153.0,0.0009417643207320063
NUVVUNDALU 250g VELLANKI FOODS,157.25352112676057,0.3,12280.0,78.0,0.0004835820973693931
OKRA CHIPS VACUUM FRIED 20g FLYBERRY,49.0,0.30000000000000004,196.0,4.0,7.718411326091292e-06
OLIVE OIL 1LTR MESMARA,999.0,0.30000000000000004,2997.0,3.0,0.00011802080991987551
OMANI SEEDLESS 250g FLYBERRY,148.8709677419355,0.30000000000000004,5211.0,35.0,0.00020520735418500877
ONION,33.289781420765024,0.30000000000000004,443523.94,13298.94,0.017465817356574664
ONION WHITE,45.54860465116279,0.3000000000000001,3798.56,84.43,0.00014958596187161904
ORANGE DRAGES KG LOOSE FLYBERRY,2599.0,0.30000000000000004,322.28,0.12,1.2691273480472964e-05
ORANGE JUICE,120.0,0.3,120.0,1.0,4.72555795474977e-06
ORGANIC CURD. 1KG TUB AKSHAYAKALPA,155.0,0.3,12555.0,81.0,0.0004944115010156947
ORGANIC GREEK YOGHURT NATURAL 100g AKSHAYAKALPA,60.0,0.3,2940.0,49.0,0.00011577616989136936
ORGANIC MALAI PANEER 200g AKSHAYAKALPA,139.85593220338984,0.3,32593.0,233.0,0.0012835009201596604
ORGANIC- CHEESE SLICES AKSHAYAKALPA,120.0,0.3,2160.0,18.0,8.506004318549586e-05
ORGANIC-PROBIOTIC CURD AKSHAYAKALPA,55.0,0.3,15675.0,285.0,0.0006172760078391888
OUTSIDE YELLOW MELON Kg,39.9,0.30000000000000004,6451.6,161.7,0.0002540617475071968
PALAK GREEN,89.54104395604395,0.30000000000000004,163396.09,1811.05,0.006434480773954245
PALLI GROUND NUT KARAM 100g VELLANKI FOODS,64.8695652173913,0.30000000000000004,1628.0,25.0,6.411006958610521e-05
PALLI PEANUT CHIKKI 250g VELLANKI FOODS,150.8843537414966,0.3,45715.0,303.0,0.0018002406825115478
PALLI PEANUT VUNDALU 250g VELLANKI FOODS,150.95238095238096,0.3,12400.0,82.0,0.0004883076553241429
PANASA POTTU,80.28169014084507,0.3,6240.0,97.6,0.00024572901364698803
PANDU MIRAPAKAI PICKLE 500g AHA,175.0,0.3000000000000001,525.0,3.0,2.0674316052030242e-05
PANDUMIRAPAKAYA 250g PICKLE AHA,90.0,0.3000000000000001,1170.0,13.0,4.6074190058810256e-05
PANEER 200G HERITAGE,116.47807909604519,0.3000000000000001,163385.4,1407.0,0.006434059805499775
PANEER 200G ID FRESH,133.1818181818182,0.3,39895.0,299.0,0.001571051121706184
PANEER 200g SINGLE BLOCK MILKY MIST,127.94406779661017,0.30000000000000004,35820.2,280.0,0.0014105869254227308
PANEER 500G HERITAGE,275.13815668202767,0.3,123009.96,447.0,0.0048440891249287585
PANEER 500g MILKY MIST,319.1304347826087,0.3,7660.0,24.0,0.000301648116111527
PAPPAYA,59.740109289617486,0.30000000000000004,223167.08,3768.19,0.008788241417768985
PAPPAYA JUICE,50.0,0.3,1550.0,31.0,6.103845691551787e-05
PARSLEY PACK,50.0,0.3,50.0,1.0,1.9689824811457375e-06
PARVAL,78.16464968152866,0.30000000000000004,26222.33,349.78,0.0010326261676964462
PASTEURISED BUTTER 100g AMUL,61.39622641509434,0.30000000000000004,5954.0,97.0,0.00023446643385483442
PASUPU KOMMULU,183.64474074074076,0.30000000000000004,6793.03,37.29,0.0002675071412779486
PEANUT OIL 1LT COLD PRESSED JIVIKA ORGANICS,490.0,0.3,9800.0,20.0,0.00038592056630456454
PERI PERI CASHEW FLYBERRY,1775.0,0.3,575.0999999999999,0.33,2.2647236498138268e-05
PERSIMMON FRUIT,746.5,0.30000000000000004,4298.29,5.8,0.00016926515417767823
PGB SOYA CHUNKS 200G MEDIUM,70.0,0.3,1260.0,18.0,4.961835852487258e-05
PGB SOYA CHUNKS SMALL 200G,70.0,0.3,1400.0,20.0,5.513150947208065e-05
PHOOL MAKHANA 250g,0.0,,0.0,1.0,0.0
PINE APPLE,93.65905027932962,0.30000000000000004,66681.0,706.0,0.0026258744165055786
PINE APPLE JUICE,100.0,0.3,6900.0,70.0,0.0002717195823981118
PINK LADY APPLE,367.50757763975156,0.30000000000000004,236727.24,648.13,0.009322235767399649
PISTA FLAVOURED MILK 200ML HERITAGE,30.0,0.3,7080.0,236.0,0.00027880791933023645
PISTA GREEN SHELLED KG FLYBERRY,3097.3214285714284,0.3,27287.05,10.14,0.0010745544682429558
PLAIN BUTTER MILK 200ML UHT AKSHAYA KALPA,29.680851063829788,0.3,6330.0,212.0,0.0002492731821130504
PLAIN CUP PAPAD 200G EVR,52.0,0.30000000000000004,468.0,9.0,1.8429676023524102e-05
PLUMS LOCAL BOX ANAND,70.9090909090909,0.30000000000000004,3554.0,50.0,0.00013995527475983902
POHA MEDIUM 500g,54.36184210526316,0.3,11552.25,212.0,0.00045492355735631695
POKCHOY LEAF SAMBERRY,229.28571428571428,0.30000000000000004,1061.06,4.66,4.178417102888992e-05
POMEGRANATE CANE,100.0,0.3,500.0,5.0,1.9689824811457375e-05
POMEGRANATE JUICE,180.0,0.3000000000000001,12420.0,69.0,0.0004890952483166012
POMEGRANATE SEEDS,99.0,0.30000000000000004,1089.0,11.0,4.288443843935416e-05
PONAGANTI KURA,70.63070921985816,0.30000000000000004,7518.32,107.18,0.0002960688073529524
POOJA GINGELLY OIL 1LTR,270.0,0.3,5940.0,22.0,0.00023391511876011363
POOJA OIL 500ML,139.0,0.30000000000000004,3892.0,28.0,0.00015326559633238422
POOJA PATRI PACK,33.0,0.30000000000000004,1947.0,59.0,7.667217781581502e-05
POPU SEEDS LOOSE,100.0,0.3,100.0,1.0,3.937964962291475e-06
POTATO,49.11601092896175,0.30000000000000004,487956.76,9951.98,0.019215566239932702
POTATO CHIPS 200G EVR,68.0,0.3000000000000001,680.0,10.0,2.677816174358203e-05
PREMIUM FREEZE DIRED COFFEE 50gm JAR CONTINENTAL,300.0,0.3,1200.0,4.0,4.72555795474977e-05
PREMIUM MILK BREAD 400g SPENCERS AKSHAYA  FOODS,55.0,0.3,43120.0,784.0,0.001698050491740084
PREMIUM SANDWICH BREAD 400g SPENCERS AKSHAYA FOODS ENGLISH RECIPE,55.0,0.3,5555.0,101.0,0.00021875395365529142
PRM BROWN BREAD 400g MR BREADY NANDAS,55.0,0.3,2145.0,39.0,8.446934844115215e-05
PRM CHITTIMUTYALU RICE 1KG GAJANAN,170.0,0.3000000000000001,850.0,5.0,3.3472702179477534e-05
PRM HMT RAW RICE 26KG BAG GAJANAN,1808.5454545454545,0.30000000000000004,43428.0,24.0,0.0017101794238239417
PRM HMT RICE 26KG BAG GAJANAN,1642.0,0.3,8210.0,5.0,0.0003233069234041301
PROSO MILLET VARIGALU 500g,150.0,0.3,3750.0,25.0,0.0001476736860859303
PUDHINA,63.56256830601093,0.30000000000000004,35355.33,556.6,0.0013922805077025266
PULIHORA PASTE 250G VELLANKI FOODS,115.88235294117646,0.3,2665.0,23.0,0.00010494676624506781
PUMPKIN,37.52895604395604,0.30000000000000004,47868.92,1242.06,0.0018850612974273362
PUMPKIN SEEDS KG FLYBERRY,1096.9522826086957,0.3,23855.56,21.79,0.0009394235943584202
PURE O FRESH EGGS 30 pack,249.64022346368714,0.3,196234.74,787.0,0.007727655305043774
PURE O FRESH EGGS 6 PACK,53.97362637362638,0.30000000000000004,100072.8,1855.0,0.003940831800784023
PUTNALU KOBBARIKARAM 250g AHA,120.0,0.3,360.0,3.0,1.417667386424931e-05
Pomogranate Pack of 4,229.69230769230768,0.30000000000000004,29393.0,127.0,0.0011574860413663332
QUINOA SEEDS KGS FLYBERRY,465.0,0.3,55.8,0.12,2.197384448958643e-06
RAGI FLOUR 500G,48.05102040816327,0.3,8124.0,169.0,0.0003199202735365594
RAGULU 500g,45.0,0.3000000000000001,3240.0,72.0,0.0001275900647782438
RAISIN N ALMOND 150G CHOCOLATE AMUL,250.0,0.3,2750.0,11.0,0.00010829403646301557
RASAM PODI 100g VELLANKI FOODS,60.4,0.3,728.0,12.0,2.8668384925481938e-05
RAW BANANA(GREEN PLANTIN),60.39715846994536,0.30000000000000004,128694.31999999999,2133.14,0.00506793723005927
RAW HONEY 500g BT ROYAL BEE PON,380.0,0.3,1140.0,3.0,4.489280057012282e-05
RAW HONEY 950G BT ROYAL BEE PON,720.0,0.3000000000000001,2160.0,3.0,8.506004318549586e-05
RAW MANGO,63.12169398907104,0.30000000000000004,61097.94,999.98,0.0024060154698818683
RAW PEANUT 1KG,169.80180180180182,0.3000000000000001,29674.0,175.0,0.0011685517229103723
RAW PEANUT500g,90.17553191489361,0.3000000000000001,24895.5,280.0,0.0009803760671872742
RED BANTHI POOLU KGS LOOSE,179.0,0.3,1451.33,8.11,5.7152866887224864e-05
RED BULL CAN 250ml,125.0,0.3,3000.0,24.0,0.00011813894886874425
RED CHERRY FLYBERRY,589.4242622950819,0.3,5771.13,9.78,0.000227265077328292
RED CHILLI PAPAD 200G EVR,68.0,0.3000000000000001,408.0,6.0,1.6066897046149217e-05
RED CHILLI PICKLE 250G VELLANKI FOODS,120.83333333333333,0.3,2295.0,19.0,9.037629588458935e-05
RED LOBIYA 500g,94.75,0.30000000000000004,4270.0,45.0,0.00016815110388984598
RED RAJMA 500g,100.0,0.3,4900.0,49.0,0.00019296028315228227
RED RICE 1KG,107.3,0.3,1183.0,11.0,4.6586125503908146e-05
RED SEEDLESS GRAPES,436.0,0.30000000000000004,122.95,0.28,4.841727921137369e-06
REDCHILLY,56.0,0.3000000000000001,33.49,0.6,1.318824465871415e-06
RIBBON PAKODI 250g VELLANKI FOODS,141.96850393700788,0.3,32950.0,232.0,0.001297559455075041
RICE FLOUR 500G,47.94871794871795,0.3,6495.0,135.0,0.0002557708243008313
RICE RAVA IDLY BATTER 1KG ID FRESH,93.13725490196079,0.3,6175.0,66.0,0.00024316933642149857
RICE RAWA 500g,40.0,0.3,3320.0,83.0,0.00013074043674807698
RIDGE GOURD,57.335464480874315,0.30000000000000004,368571.19,6459.72,0.014514204323300741
ROASTED CHANA 200G,50.0,0.3,500.0,10.0,1.9689824811457375e-05
ROASTED SALTED ALMOND  KGS FLYBERRY,1650.0,0.3,174.9,0.11,6.88750071904779e-06
ROASTED SALTED PISTA KG FLYBERRY,1899.6560273972605,0.3,27159.99,14.81,0.0010695508899618684
ROMAIN LETTUCE KG ENGISH ITEM SAMBERRY,254.0,0.30000000000000004,2468.75,9.71,9.721851000657079e-05
ROSE FLOWER POOLU KG LOOSE,436.0,0.30000000000000004,942.63,2.16,3.712043912404813e-05
ROSE LONG BRINJAL,62.16060109289617,0.30000000000000004,111942.42,1768.41,0.0044082532775411645
ROUND CHEKKALU 250g VELLANKI FOODS,160.0,0.3,160.0,1.0,6.30074393966636e-06
RUBUSTA BANANA,46.84483516483517,0.30000000000000004,204084.65,4351.04,0.008036782010415189
RUMANI MANGO KG LOOSE,89.39076923076922,0.30000000000000004,1788.97,20.04,7.04490117859058e-05
Raw Forest Honey 1000g BT,693.0,0.3000000000000001,5544.0,8.0,0.00021832077750943938
Raw Forest Honey 500g BT,369.0,0.3,8118.0,22.0,0.00031968399563882195
Raw Jamun Honey 1000g BT,756.0,0.3000000000000001,3780.0,5.0,0.00014885507557461775
Raw Jamun Honey 500g BT,396.0,0.30000000000000004,3168.0,8.0,0.00012475473000539392
Raw Neem Honey 1000g BT,756.0,0.3000000000000001,3024.0,4.0,0.0001190840604596942
Raw Neem Honey 500g BT,396.0,0.30000000000000004,3960.0,10.0,0.0001559434125067424
Raw Pappaya,48.70214285714286,0.3000000000000001,1678.86,34.45,6.611291856592666e-05
Red Banana,123.74572368421052,0.30000000000000004,23570.56,190.12,0.0009282003942158895
Royalaga Pack of 4,148.05042016806723,0.3000000000000001,27061.0,182.0,0.001065652698445696
SABJA SEEDS KG FLYBERRY,530.0,0.3,3184.2400000000002,6.0,0.00012539425551527007
SABUDANA 250g,42.121212121212125,0.30000000000000004,4110.0,98.0,0.0001618503599501796
SAFFLOWER OIL 1Lt. COLD PRESSED MESMARA,540.0,0.3,3240.0,6.0,0.0001275900647782438
SAMBAR ONION CHENNAI,96.0,0.3000000000000001,846.72,8.82,3.3343536928714376e-05
SAMBAR PODI 100g VELLANKI FOODS,60.53333333333333,0.3,1392.0,23.0,5.481647227509733e-05
SAMBAR  ONION,39.22586666666667,0.30000000000000004,14163.039999999999,362.21999999999997,0.0005577355527953265
SANNAPOOSA 250g VELLANKI FOODS,141.9387755102041,0.3,20310.0,143.0,0.0007998006838413986
SAUNF 100gm EVR,45.0,0.3000000000000001,225.0,5.0,8.860421165155819e-06
SESAME OIL 1Lt COLD PRESSED JIVIKA ORGANICS,525.0,0.3,9450.0,18.0,0.0003721376889365444
SET CURD 1kg BUCKET MILKY MIST,120.0,0.3,24120.0,201.0,0.0009498371489047038
SET CURD 200g MILKY MIST,33.0,0.30000000000000004,2178.0,66.0,8.576887687870833e-05
SET CURD 400g MILKY MIST,65.0,0.3,4355.0,67.0,0.00017149837410779372
SHAH JEERA 50g,84.0506329113924,0.30000000000000004,9960.0,119.0,0.0003922213102442309
SHRIKAND ELAICHI 100g MILKY MIST,45.0,0.3000000000000001,630.0,14.0,2.480917926243629e-05
SHRIKAND MANGO 100g MILKY MIST,45.0,0.3000000000000001,855.0,19.0,3.366960042759211e-05
SID FARMS MALAI PANEER 200g,121.44273885350317,0.3,47993.0,395.0,0.0018899475243525476
SIMLA APPLE,210.63451612903225,0.3000000000000001,29255.1,142.4,0.0011520555876833333
SINGLE POLISH RICE 1Kg,80.0,0.3,3840.0,48.0,0.00015121785455199263
SINGLE POLISH RICE 5Kg,395.0,0.3,15405.0,39.0,0.0006066435024410017
SKYR YOGHURT 100g MILKYMIST,60.0,0.3,2280.0,38.0,8.978560114024564e-05
SMALL AMLA,118.72,0.3,354.14,3.13,1.3945909117459029e-05
SMALL CAPSICUM,88.33684684684684,0.30000000000000004,21541.67,250.42,0.000848303416892454
SNAKE GOURD,70.84314285714285,0.30000000000000004,30806.8,433.94,0.00121316099000321
SOAN PATTI 250g VELLANKI FOODS,176.95652173913044,0.3000000000000001,4245.0,24.0,0.00016716661264927311
SONA MASURI TELANGANA STEAM RICE 26KG GAJANAN,1550.0,0.3,7750.0,5.0,0.00030519228457758933
SOYA CHUNKS MEDIUM 200G EVR,56.91011235955056,0.3,6485.0,115.0,0.00025537702780460214
SOYA CHUNKS SMALL 200G EVR,41.99125,0.30000000000000004,5247.9,125.0,0.0002066604632560943
SOYAKURA,69.36206896551724,0.30000000000000004,1401.56,20.21,5.5192941725492397e-05
SPECIAL  LONG LIFE MILK 500ML HERITAGE,34.130434782608695,0.30000000000000004,25423.0,747.0,0.0010011488323633617
SPECIAL LONG LIFE COW MILK 180ML HERITAGE,12.488867924528302,0.30000000000000004,7878.39,634.0,0.00031024823779267536
SPECIALE COFFEE 200g JAR CONTINENTAL,749.0,0.30000000000000004,749.0,1.0,2.949535756756315e-05
SPICE ALMOND DRAGEE KG LOOSE FLYBERRY,2199.0,0.30000000000000004,373.83,0.17,1.472129441853422e-05
SPICE BUTTER MILK 200ml UHT AKSHAYA KALPA,30.0,0.3,8430.0,281.0,0.00033197044632117133
SPICED TARO CHIPS 30g FLYBERRY GOURMET,99.0,0.30000000000000004,99.0,1.0,3.89858531266856e-06
SPICY ALOO CHIPS 100g VELLANKI FOODS,63.771929824561404,0.3,14325.0,227.0,0.0005641134808482538
SPRITE 600ML,40.0,0.3,480.0,12.0,1.890223181899908e-05
SPRITE PET  250ML,20.0,0.3,2360.0,119.0,9.293597311007881e-05
SPROUTED RAGI FLOUR 500GMS SRI AHARYA,69.0,0.3000000000000001,552.0,8.0,2.173756659184894e-05
SRI DIVYA DEEPARDHANA OIL 910 ML,190.0,0.3,380.0,2.0,1.4964266856707605e-05
SRI LALITHA BROWN RICE 5KG SONAMASOORI,415.0,0.3,830.0,2.0,3.2685109187019245e-05
SRI LALITHA HMT RICE 10KG,890.0,0.3,3560.0,4.0,0.0001401915526575765
SRI LALITHA HMT RICE 26KG,1670.0,0.3,1670.0,1.0,6.576401487026763e-05
SRI LALITHA IDLY RAVA 1KG,60.0,0.3,600.0,10.0,2.362778977374885e-05
STAR FRUIT,89.0,0.30000000000000004,1068.0,12.0,4.205746579727295e-05
STAR PAPAD 200G EVR,48.0,0.3000000000000001,384.0,8.0,1.5121785455199264e-05
STRAWBERRY FLAVOURED MILK 180ML HERITAGE,28.978070175438596,0.30000000000000004,7336.0,254.0,0.00028888910963370263
STRAWBERRY LOCAL ANAND BOX,74.0,0.30000000000000004,518.0,7.0,2.039865850466984e-05
SUGAR 1 KG,52.962406015037594,0.30000000000000004,11764.0,223.0,0.0004632621981639691
SUGAR 2 KG,99.0,0.30000000000000004,3960.0,40.0,0.0001559434125067424
SUGAR CANE PACK,28.0,0.3000000000000001,2632.0,94.0,0.00010364723780751162
SUGAR FREE DARK CHOCOLATE 150g AMUL,200.0,0.3,4000.0,20.0,0.000157518598491659
SUN MELON YELLOW,36.0,0.30000000000000004,46.73,1.3,1.8402110268788062e-06
