,,,,,,,,,,
20/09/2025,1791,179101,SET CURD 400g MILKY MIST,1.00 ,0.00 ,65.00 ,3.10 ,0.00 ,61.90 ,65.00 
,,,,,,,,,,
29/09/2025,1791,179101,SET CURD 400g MILKY MIST,1.00 ,0.00 ,65.00 ,3.10 ,0.00 ,61.90 ,65.00 
,,,,,,,,,,
30/09/2025,1791,179101,SET CURD 400g MILKY MIST,2.00 ,0.00 ,65.00 ,6.19 ,0.00 ,123.81 ,130.00 
,,,,,,,,,,
01/09/2025,1792,179206,SET CURD 200g MILKY MIST,1.00 ,0.00 ,33.00 ,1.56 ,0.00 ,31.44 ,33.00 
,,,,,,,,,,
02/09/2025,1792,179206,SET CURD 200g MILKY MIST,1.00 ,0.00 ,33.00 ,1.57 ,0.00 ,31.43 ,33.00 
,,,,,,,,,,
08/09/2025,1792,179206,SET CURD 200g MILKY MIST,1.00 ,0.00 ,33.00 ,1.57 ,0.00 ,31.43 ,33.00 
,,,,,,,,,,
10/09/2025,1792,179206,SET CURD 200g MILKY MIST,1.00 ,0.00 ,33.00 ,1.57 ,0.00 ,31.43 ,33.00 
,,,,,,,,,,
13/09/2025,1792,179206,SET CURD 200g MILKY MIST,1.00 ,0.00 ,33.00 ,1.58 ,0.00 ,31.42 ,33.00 
,,,,,,,,,,
17/09/2025,1792,179206,SET CURD 200g MILKY MIST,3.00 ,0.00 ,33.00 ,4.72 ,0.00 ,94.28 ,99.00 
,,,,,,,,,,
19/09/2025,1792,179206,SET CURD 200g MILKY MIST,1.00 ,0.00 ,33.00 ,1.57 ,0.00 ,31.43 ,33.00 
,,,,,,,,,,
01/09/2025,1794,179404,SET CURD 1kg BUCKET MILKY MIST,1.00 ,0.00 ,120.00 ,5.71 ,0.00 ,114.29 ,120.00 
,,,,,,,,,,
04/09/2025,1794,179404,SET CURD 1kg BUCKET MILKY MIST,1.00 ,0.00 ,120.00 ,5.72 ,0.00 ,114.28 ,120.00 
,,,,,,,,,,
05/09/2025,1794,179404,SET CURD 1kg BUCKET MILKY MIST,2.00 ,0.00 ,120.00 ,11.43 ,0.00 ,228.57 ,240.00 
,,,,,,,,,,
08/09/2025,1794,179404,SET CURD 1kg BUCKET MILKY MIST,1.00 ,0.00 ,120.00 ,5.71 ,0.00 ,114.29 ,120.00 
,,,,,,,,,,
09/09/2025,1794,179404,SET CURD 1kg BUCKET MILKY MIST,2.00 ,0.00 ,120.00 ,11.42 ,0.00 ,228.58 ,240.00 
,,,,,,,,,,
12/09/2025,1794,179404,SET CURD 1kg BUCKET MILKY MIST,1.00 ,0.00 ,120.00 ,5.71 ,0.00 ,114.29 ,120.00 
,,,,,,,,,,
15/09/2025,1794,179404,SET CURD 1kg BUCKET MILKY MIST,4.00 ,0.00 ,120.00 ,22.85 ,0.00 ,457.15 ,480.00 
,,,,,,,,,,
16/09/2025,1794,179404,SET CURD 1kg BUCKET MILKY MIST,2.00 ,0.00 ,120.00 ,11.43 ,0.00 ,228.57 ,240.00 
,,,,,,,,,,
19/09/2025,1794,179404,SET CURD 1kg BUCKET MILKY MIST,1.00 ,0.00 ,120.00 ,5.71 ,0.00 ,114.29 ,120.00 
,,,,,,,,,,
21/09/2025,1794,179404,SET CURD 1kg BUCKET MILKY MIST,3.00 ,0.00 ,120.00 ,17.14 ,0.00 ,342.86 ,360.00 
,,,,,,,,,,
22/09/2025,1794,179404,SET CURD 1kg BUCKET MILKY MIST,1.00 ,0.00 ,120.00 ,5.71 ,0.00 ,114.29 ,120.00 
,,,,,,,,,,
28/09/2025,1794,179404,SET CURD 1kg BUCKET MILKY MIST,1.00 ,0.00 ,120.00 ,5.71 ,0.00 ,114.29 ,120.00 
,,,,,,,,,,
29/09/2025,1794,179404,SET CURD 1kg BUCKET MILKY MIST,1.00 ,0.00 ,120.00 ,5.71 ,0.00 ,114.29 ,120.00 
,,,,,,,,,,
30/09/2025,1794,179404,SET CURD 1kg BUCKET MILKY MIST,1.00 ,0.00 ,120.00 ,5.71 ,0.00 ,114.29 ,120.00 
,,,,,,,,,,
03/09/2025,1795,179504,CHEDDAR CHEESE 200g MILKY MIST,1.00 ,0.00 ,150.00 ,16.07 ,0.00 ,133.93 ,150.00 
,,,,,,,,,,
01/09/2025,1801,180103,CURD 135g POUCH MILKY MIST,19.00 ,0.00 ,10.00 ,9.07 ,0.00 ,180.93 ,190.00 
,,,,,,,,,,
02/09/2025,1801,180103,CURD 135g POUCH MILKY MIST,2.00 ,0.00 ,10.00 ,0.95 ,0.00 ,19.05 ,20.00 
,,,,,,,,,,
04/09/2025,1801,180103,CURD 135g POUCH MILKY MIST,6.00 ,0.00 ,10.00 ,2.87 ,0.00 ,57.13 ,60.00 
,,,,,,,,,,
05/09/2025,1801,180103,CURD 135g POUCH MILKY MIST,16.00 ,0.00 ,10.00 ,7.63 ,0.00 ,152.37 ,160.00 
,,,,,,,,,,
06/09/2025,1801,180103,CURD 135g POUCH MILKY MIST,4.00 ,0.00 ,10.00 ,1.90 ,0.00 ,38.10 ,40.00 
,,,,,,,,,,
07/09/2025,1801,180103,CURD 135g POUCH MILKY MIST,6.00 ,0.00 ,10.00 ,2.86 ,0.00 ,57.14 ,60.00 
,,,,,,,,,,
08/09/2025,1801,180103,CURD 135g POUCH MILKY MIST,6.00 ,0.00 ,10.00 ,2.87 ,0.00 ,57.13 ,60.00 
,,,,,,,,,,
09/09/2025,1801,180103,CURD 135g POUCH MILKY MIST,10.00 ,0.00 ,10.00 ,4.79 ,0.00 ,95.21 ,100.00 
,,,,,,,,,,
10/09/2025,1801,180103,CURD 135g POUCH MILKY MIST,33.00 ,0.00 ,10.00 ,15.73 ,0.00 ,314.27 ,330.00 
,,,,,,,,,,
11/09/2025,1801,180103,CURD 135g POUCH MILKY MIST,15.00 ,0.00 ,10.00 ,7.15 ,0.00 ,142.85 ,150.00 
,,,,,,,,,,
12/09/2025,1801,180103,CURD 135g POUCH MILKY MIST,4.00 ,0.00 ,10.00 ,1.92 ,0.00 ,38.08 ,40.00 
,,,,,,,,,,
13/09/2025,1801,180103,CURD 135g POUCH MILKY MIST,8.00 ,0.00 ,10.00 ,3.83 ,0.00 ,76.17 ,80.00 
,,,,,,,,,,
14/09/2025,1801,180103,CURD 135g POUCH MILKY MIST,16.00 ,0.00 ,10.00 ,7.63 ,0.00 ,152.37 ,160.00 
,,,,,,,,,,
15/09/2025,1801,180103,CURD 135g POUCH MILKY MIST,19.00 ,0.00 ,10.00 ,9.07 ,0.00 ,180.93 ,190.00 
,,,,,,,,,,
16/09/2025,1801,180103,CURD 135g POUCH MILKY MIST,16.00 ,0.00 ,10.00 ,7.63 ,0.00 ,152.37 ,160.00 
,,,,,,,,,,
17/09/2025,1801,180103,CURD 135g POUCH MILKY MIST,20.00 ,0.00 ,10.00 ,9.54 ,0.00 ,190.46 ,200.00 
,,,,,,,,,,
18/09/2025,1801,180103,CURD 135g POUCH MILKY MIST,21.00 ,0.00 ,10.00 ,10.00 ,0.00 ,200.00 ,210.00 
,,,,,,,,,,
19/09/2025,1801,180103,CURD 135g POUCH MILKY MIST,16.00 ,0.00 ,10.00 ,7.62 ,0.00 ,152.38 ,160.00 
,,,,,,,,,,
20/09/2025,1801,180103,CURD 135g POUCH MILKY MIST,7.00 ,0.00 ,10.00 ,3.33 ,0.00 ,66.67 ,70.00 
,,,,,,,,,,
22/09/2025,1801,180103,CURD 135g POUCH MILKY MIST,11.00 ,0.00 ,10.00 ,5.25 ,0.00 ,104.75 ,110.00 
,,,,,,,,,,
23/09/2025,1801,180103,CURD 135g POUCH MILKY MIST,9.00 ,0.00 ,10.00 ,4.30 ,0.00 ,85.70 ,90.00 
,,,,,,,,,,
24/09/2025,1801,180103,CURD 135g POUCH MILKY MIST,25.00 ,0.00 ,10.00 ,11.91 ,0.00 ,238.09 ,250.00 
,,,,,,,,,,
25/09/2025,1801,180103,CURD 135g POUCH MILKY MIST,13.00 ,0.00 ,10.00 ,6.21 ,0.00 ,123.79 ,130.00 
,,,,,,,,,,
26/09/2025,1801,180103,CURD 135g POUCH MILKY MIST,14.00 ,0.00 ,10.00 ,6.68 ,0.00 ,133.32 ,140.00 
,,,,,,,,,,
27/09/2025,1801,180103,CURD 135g POUCH MILKY MIST,7.00 ,0.00 ,10.00 ,3.33 ,0.00 ,66.67 ,70.00 
,,,,,,,,,,
13/09/2025,1804,180401,CHEESE BLOCK 200G MILKY MIST,1.00 ,0.00 ,140.00 ,15.00 ,0.00 ,125.00 ,140.00 
,,,,,,,,,,
27/09/2025,1804,180401,CHEESE BLOCK 200G MILKY MIST,1.00 ,0.00 ,140.00 ,6.67 ,0.00 ,133.33 ,140.00 
,,,,,,,,,,
08/09/2025,1805,180504,CHEESE CUBES 120g MILKY MIST,1.00 ,0.00 ,115.00 ,12.32 ,0.00 ,102.68 ,115.00 
,,,,,,,,,,
09/09/2025,1805,180504,CHEESE CUBES 120g MILKY MIST,1.00 ,0.00 ,115.00 ,12.32 ,0.00 ,102.68 ,115.00 
,,,,,,,,,,
14/09/2025,1805,180504,CHEESE CUBES 120g MILKY MIST,1.00 ,0.00 ,115.00 ,12.33 ,0.00 ,102.67 ,115.00 
,,,,,,,,,,
16/09/2025,1805,180504,CHEESE CUBES 120g MILKY MIST,1.00 ,0.00 ,115.00 ,12.32 ,0.00 ,102.68 ,115.00 
,,,,,,,,,,
24/09/2025,1805,180504,CHEESE CUBES 120g MILKY MIST,1.00 ,0.00 ,108.00 ,5.14 ,0.00 ,102.86 ,108.00 
,,,,,,,,,,
03/09/2025,1815,181503,CHEESE SPREAD GARLI 200g MILKY MIST,1.00 ,0.00 ,120.00 ,12.86 ,0.00 ,107.14 ,120.00 
,,,,,,,,,,
29/09/2025,1817,181702,CHEESE SLICES 200g MILKYMIST,1.00 ,0.00 ,149.00 ,7.10 ,0.00 ,141.90 ,149.00 
,,,,,,,,,,
30/09/2025,1817,181702,CHEESE SLICES 200g MILKYMIST,1.00 ,0.00 ,149.00 ,7.10 ,0.00 ,141.90 ,149.00 
,,,,,,,,,,
07/09/2025,1817,181704,CHEESE SLICES 200g MILKYMIST,1.00 ,0.00 ,149.00 ,15.96 ,0.00 ,133.04 ,149.00 
,,,,,,,,,,
14/09/2025,1817,181704,CHEESE SLICES 200g MILKYMIST,1.00 ,0.00 ,149.00 ,15.96 ,0.00 ,133.04 ,149.00 
,,,,,,,,,,
19/09/2025,1817,181704,CHEESE SLICES 200g MILKYMIST,2.00 ,0.00 ,149.00 ,31.93 ,0.00 ,266.07 ,298.00 
,,,,,,,,,,
28/09/2025,1818,181802,CHEESE SLICE 100G MILKY MIST,1.00 ,0.00 ,79.00 ,3.76 ,0.00 ,75.24 ,79.00 
,,,,,,,,,,
01/09/2025,1818,181803,CHEESE SLICE 100G MILKY MIST,1.00 ,0.00 ,79.00 ,8.46 ,0.00 ,70.54 ,79.00 
,,,,,,,,,,
02/09/2025,1818,181803,CHEESE SLICE 100G MILKY MIST,1.00 ,0.00 ,79.00 ,8.46 ,0.00 ,70.54 ,79.00 
,,,,,,,,,,
03/09/2025,1818,181803,CHEESE SLICE 100G MILKY MIST,1.00 ,0.00 ,79.00 ,8.46 ,0.00 ,70.54 ,79.00 
,,,,,,,,,,
05/09/2025,1818,181803,CHEESE SLICE 100G MILKY MIST,1.00 ,0.00 ,79.00 ,8.46 ,0.00 ,70.54 ,79.00 
,,,,,,,,,,
06/09/2025,1818,181803,CHEESE SLICE 100G MILKY MIST,1.00 ,0.00 ,79.00 ,8.46 ,0.00 ,70.54 ,79.00 
,,,,,,,,,,
12/09/2025,1818,181803,CHEESE SLICE 100G MILKY MIST,1.00 ,0.00 ,79.00 ,8.46 ,0.00 ,70.54 ,79.00 
,,,,,,,,,,
14/09/2025,1818,181803,CHEESE SLICE 100G MILKY MIST,1.00 ,0.00 ,79.00 ,8.47 ,0.00 ,70.53 ,79.00 
,,,,,,,,,,
15/09/2025,1818,181803,CHEESE SLICE 100G MILKY MIST,2.00 ,0.00 ,79.00 ,16.93 ,0.00 ,141.07 ,158.00 
,,,,,,,,,,
19/09/2025,1818,181803,CHEESE SLICE 100G MILKY MIST,1.00 ,0.00 ,79.00 ,8.46 ,0.00 ,70.54 ,79.00 
,,,,,,,,,,
20/09/2025,1818,181803,CHEESE SLICE 100G MILKY MIST,2.00 ,0.00 ,79.00 ,16.93 ,0.00 ,141.07 ,158.00 
,,,,,,,,,,
21/09/2025,1818,181803,CHEESE SLICE 100G MILKY MIST,2.00 ,0.00 ,79.00 ,16.93 ,0.00 ,141.07 ,158.00 
,,,,,,,,,,
22/09/2025,1818,181803,CHEESE SLICE 100G MILKY MIST,1.00 ,0.00 ,73.47 ,3.50 ,0.00 ,69.97 ,73.47 
,,,,,,,,,,
23/09/2025,1818,181803,CHEESE SLICE 100G MILKY MIST,1.00 ,0.00 ,75.00 ,3.57 ,0.00 ,71.43 ,75.00 
,,,,,,,,,,
24/09/2025,1818,181803,CHEESE SLICE 100G MILKY MIST,2.00 ,0.00 ,75.00 ,7.14 ,0.00 ,142.86 ,150.00 
,,,,,,,,,,
25/09/2025,1818,181803,CHEESE SLICE 100G MILKY MIST,1.00 ,0.00 ,75.00 ,3.57 ,0.00 ,71.43 ,75.00 
,,,,,,,,,,
26/09/2025,1818,181803,CHEESE SLICE 100G MILKY MIST,1.00 ,0.00 ,75.00 ,3.57 ,0.00 ,71.43 ,75.00 
,,,,,,,,,,
20/09/2025,1822,182203,SHRIKAND MANGO 100g MILKY MIST,1.00 ,0.00 ,45.00 ,2.14 ,0.00 ,42.86 ,45.00 
,,,,,,,,,,
25/09/2025,1822,182203,SHRIKAND MANGO 100g MILKY MIST,1.00 ,0.00 ,45.00 ,2.14 ,0.00 ,42.86 ,45.00 
,,,,,,,,,,
16/09/2025,1823,182302,SHRIKAND ELAICHI 100g MILKY MIST,1.00 ,0.00 ,45.00 ,2.15 ,0.00 ,42.85 ,45.00 
,,,,,,,,,,
21/09/2025,1823,182302,SHRIKAND ELAICHI 100g MILKY MIST,1.00 ,0.00 ,45.00 ,2.14 ,0.00 ,42.86 ,45.00 
,,,,,,,,,,
22/09/2025,1823,182302,SHRIKAND ELAICHI 100g MILKY MIST,1.00 ,0.00 ,45.00 ,2.14 ,0.00 ,42.86 ,45.00 
,,,,,,,,,,
01/09/2025,1834,183401,CURD 500g POUCH HERITAGE,20.00 ,0.00 ,50.00 ,47.62 ,0.00 ,952.38 ,1000.00 
,,,,,,,,,,
02/09/2025,1834,183401,CURD 500g POUCH HERITAGE,23.00 ,0.00 ,50.00 ,54.75 ,0.00 ,1095.25 ,1150.00 
,,,,,,,,,,
03/09/2025,1834,183401,CURD 500g POUCH HERITAGE,18.00 ,0.00 ,50.00 ,42.84 ,0.00 ,857.16 ,900.00 
,,,,,,,,,,
04/09/2025,1834,183401,CURD 500g POUCH HERITAGE,18.00 ,0.00 ,50.00 ,42.85 ,0.00 ,857.15 ,900.00 
,,,,,,,,,,
05/09/2025,1834,183401,CURD 500g POUCH HERITAGE,15.00 ,0.00 ,50.00 ,35.70 ,0.00 ,714.30 ,750.00 
,,,,,,,,,,
06/09/2025,1834,183401,CURD 500g POUCH HERITAGE,13.00 ,0.00 ,50.00 ,30.97 ,0.00 ,619.03 ,650.00 
,,,,,,,,,,
07/09/2025,1834,183401,CURD 500g POUCH HERITAGE,34.00 ,1.00 ,50.00 ,78.53 ,0.00 ,1571.47 ,1650.00 
,,,,,,,,,,
08/09/2025,1834,183401,CURD 500g POUCH HERITAGE,10.00 ,0.00 ,50.00 ,23.81 ,0.00 ,476.19 ,500.00 
,,,,,,,,,,
09/09/2025,1834,183401,CURD 500g POUCH HERITAGE,21.00 ,0.00 ,50.00 ,49.99 ,0.00 ,1000.01 ,1050.00 
,,,,,,,,,,
10/09/2025,1834,183401,CURD 500g POUCH HERITAGE,11.00 ,0.00 ,50.00 ,26.18 ,0.00 ,523.82 ,550.00 
,,,,,,,,,,
11/09/2025,1834,183401,CURD 500g POUCH HERITAGE,20.00 ,0.00 ,50.00 ,47.61 ,0.00 ,952.39 ,1000.00 
,,,,,,,,,,
12/09/2025,1834,183401,CURD 500g POUCH HERITAGE,9.00 ,0.00 ,50.00 ,21.42 ,0.00 ,428.58 ,450.00 
,,,,,,,,,,
13/09/2025,1834,183401,CURD 500g POUCH HERITAGE,19.00 ,0.00 ,50.00 ,45.25 ,0.00 ,904.75 ,950.00 
,,,,,,,,,,
14/09/2025,1834,183401,CURD 500g POUCH HERITAGE,34.00 ,0.00 ,50.00 ,80.92 ,0.00 ,1619.08 ,1700.00 
,,,,,,,,,,
15/09/2025,1834,183401,CURD 500g POUCH HERITAGE,15.00 ,0.00 ,50.00 ,35.69 ,0.00 ,714.31 ,750.00 
,,,,,,,,,,
16/09/2025,1834,183401,CURD 500g POUCH HERITAGE,17.00 ,0.00 ,50.00 ,40.48 ,0.00 ,809.52 ,850.00 
,,,,,,,,,,
17/09/2025,1834,183401,CURD 500g POUCH HERITAGE,10.00 ,0.00 ,50.00 ,23.80 ,0.00 ,476.20 ,500.00 
,,,,,,,,,,
18/09/2025,1834,183401,CURD 500g POUCH HERITAGE,19.00 ,0.00 ,50.00 ,45.24 ,0.00 ,904.76 ,950.00 
,,,,,,,,,,
19/09/2025,1834,183401,CURD 500g POUCH HERITAGE,13.00 ,0.00 ,50.00 ,30.95 ,0.00 ,619.05 ,650.00 
,,,,,,,,,,
20/09/2025,1834,183401,CURD 500g POUCH HERITAGE,29.00 ,0.00 ,23.84 ,32.92 ,0.00 ,658.33 ,691.25 
,,,,,,,,,,
21/09/2025,1834,183401,CURD 500g POUCH HERITAGE,26.00 ,0.00 ,50.00 ,61.92 ,0.00 ,1238.08 ,1300.00 
,,,,,,,,,,
22/09/2025,1834,183401,CURD 500g POUCH HERITAGE,11.00 ,0.00 ,50.00 ,26.19 ,0.00 ,523.81 ,550.00 
,,,,,,,,,,
23/09/2025,1834,183401,CURD 500g POUCH HERITAGE,12.00 ,0.00 ,50.00 ,28.57 ,0.00 ,571.43 ,600.00 
,,,,,,,,,,
24/09/2025,1834,183401,CURD 500g POUCH HERITAGE,13.00 ,0.00 ,50.00 ,30.94 ,0.00 ,619.06 ,650.00 
,,,,,,,,,,
25/09/2025,1834,183401,CURD 500g POUCH HERITAGE,9.00 ,0.00 ,50.00 ,21.42 ,0.00 ,428.58 ,450.00 
,,,,,,,,,,
26/09/2025,1834,183401,CURD 500g POUCH HERITAGE,8.00 ,0.00 ,50.00 ,19.04 ,0.00 ,380.96 ,400.00 
,,,,,,,,,,
27/09/2025,1834,183401,CURD 500g POUCH HERITAGE,24.00 ,0.00 ,50.00 ,57.12 ,0.00 ,1142.88 ,1200.00 
,,,,,,,,,,
28/09/2025,1834,183401,CURD 500g POUCH HERITAGE,27.00 ,0.00 ,50.00 ,64.31 ,0.00 ,1285.69 ,1350.00 
,,,,,,,,,,
29/09/2025,1834,183401,CURD 500g POUCH HERITAGE,11.00 ,0.00 ,50.00 ,26.19 ,0.00 ,523.81 ,550.00 
,,,,,,,,,,
30/09/2025,1834,183401,CURD 500g POUCH HERITAGE,15.00 ,0.00 ,50.00 ,35.71 ,0.00 ,714.29 ,750.00 
,,,,,,,,,,
02/09/2025,1835,183501,TOTAL CURD 120GMS HERITAGE,15.00 ,0.00 ,10.00 ,7.16 ,0.00 ,142.84 ,150.00 
,,,,,,,,,,
03/09/2025,1835,183501,TOTAL CURD 120GMS HERITAGE,14.00 ,0.00 ,10.00 ,6.68 ,0.00 ,133.32 ,140.00 
,,,,,,,,,,
04/09/2025,1835,183501,TOTAL CURD 120GMS HERITAGE,8.00 ,0.00 ,10.00 ,3.83 ,0.00 ,76.17 ,80.00 
,,,,,,,,,,
05/09/2025,1835,183501,TOTAL CURD 120GMS HERITAGE,14.00 ,0.00 ,10.00 ,6.66 ,0.00 ,133.34 ,140.00 
,,,,,,,,,,
06/09/2025,1835,183501,TOTAL CURD 120GMS HERITAGE,12.00 ,0.00 ,10.00 ,5.74 ,0.00 ,114.26 ,120.00 
,,,,,,,,,,
07/09/2025,1835,183501,TOTAL CURD 120GMS HERITAGE,5.00 ,0.00 ,10.00 ,2.38 ,0.00 ,47.62 ,50.00 
,,,,,,,,,,
08/09/2025,1835,183501,TOTAL CURD 120GMS HERITAGE,26.00 ,0.00 ,10.00 ,12.39 ,0.00 ,247.61 ,260.00 
,,,,,,,,,,
09/09/2025,1835,183501,TOTAL CURD 120GMS HERITAGE,7.00 ,0.00 ,10.00 ,3.35 ,0.00 ,66.65 ,70.00 
,,,,,,,,,,
10/09/2025,1835,183501,TOTAL CURD 120GMS HERITAGE,10.00 ,0.00 ,10.00 ,4.77 ,0.00 ,95.23 ,100.00 
,,,,,,,,,,
11/09/2025,1835,183501,TOTAL CURD 120GMS HERITAGE,9.00 ,0.00 ,10.00 ,4.29 ,0.00 ,85.71 ,90.00 
,,,,,,,,,,
12/09/2025,1835,183501,TOTAL CURD 120GMS HERITAGE,15.00 ,0.00 ,10.00 ,7.15 ,0.00 ,142.85 ,150.00 
,,,,,,,,,,
13/09/2025,1835,183501,TOTAL CURD 120GMS HERITAGE,9.00 ,0.00 ,10.00 ,4.28 ,0.00 ,85.72 ,90.00 
,,,,,,,,,,
14/09/2025,1835,183501,TOTAL CURD 120GMS HERITAGE,9.00 ,0.00 ,10.00 ,4.30 ,0.00 ,85.70 ,90.00 
,,,,,,,,,,
15/09/2025,1835,183501,TOTAL CURD 120GMS HERITAGE,10.00 ,0.00 ,10.00 ,4.79 ,0.00 ,95.21 ,100.00 
,,,,,,,,,,
16/09/2025,1835,183501,TOTAL CURD 120GMS HERITAGE,19.00 ,0.00 ,10.00 ,9.05 ,0.00 ,180.95 ,190.00 
,,,,,,,,,,
17/09/2025,1835,183501,TOTAL CURD 120GMS HERITAGE,5.00 ,0.00 ,10.00 ,2.38 ,0.00 ,47.62 ,50.00 
,,,,,,,,,,
18/09/2025,1835,183501,TOTAL CURD 120GMS HERITAGE,15.00 ,0.00 ,10.00 ,7.14 ,0.00 ,142.86 ,150.00 
,,,,,,,,,,
19/09/2025,1835,183501,TOTAL CURD 120GMS HERITAGE,7.00 ,0.00 ,10.00 ,3.33 ,0.00 ,66.67 ,70.00 
,,,,,,,,,,
20/09/2025,1835,183501,TOTAL CURD 120GMS HERITAGE,17.00 ,0.00 ,10.00 ,8.10 ,0.00 ,161.90 ,170.00 
,,,,,,,,,,
21/09/2025,1835,183501,TOTAL CURD 120GMS HERITAGE,9.00 ,0.00 ,10.00 ,4.30 ,0.00 ,85.70 ,90.00 
,,,,,,,,,,
22/09/2025,1835,183501,TOTAL CURD 120GMS HERITAGE,11.00 ,0.00 ,10.00 ,5.25 ,0.00 ,104.75 ,110.00 
,,,,,,,,,,
23/09/2025,1835,183501,TOTAL CURD 120GMS HERITAGE,14.00 ,0.00 ,10.00 ,6.68 ,0.00 ,133.32 ,140.00 
,,,,,,,,,,
24/09/2025,1835,183501,TOTAL CURD 120GMS HERITAGE,13.00 ,0.00 ,10.00 ,6.22 ,0.00 ,123.78 ,130.00 
,,,,,,,,,,
25/09/2025,1835,183501,TOTAL CURD 120GMS HERITAGE,11.00 ,0.00 ,10.00 ,5.24 ,0.00 ,104.76 ,110.00 
,,,,,,,,,,
26/09/2025,1835,183501,TOTAL CURD 120GMS HERITAGE,10.00 ,0.00 ,10.00 ,4.77 ,0.00 ,95.23 ,100.00 
,,,,,,,,,,
27/09/2025,1835,183501,TOTAL CURD 120GMS HERITAGE,6.00 ,0.00 ,10.00 ,2.85 ,0.00 ,57.15 ,60.00 
,,,,,,,,,,
28/09/2025,1835,183501,TOTAL CURD 120GMS HERITAGE,12.00 ,0.00 ,10.00 ,5.73 ,0.00 ,114.27 ,120.00 
,,,,,,,,,,
29/09/2025,1835,183501,TOTAL CURD 120GMS HERITAGE,13.00 ,0.00 ,10.00 ,6.19 ,0.00 ,123.81 ,130.00 
,,,,,,,,,,
30/09/2025,1835,183501,TOTAL CURD 120GMS HERITAGE,9.00 ,0.00 ,10.00 ,4.30 ,0.00 ,85.70 ,90.00 
,,,,,,,,,,
01/09/2025,1885,188501,GREEK YOGURT NATURAL 90g EPIGAMIA,2.00 ,0.00 ,60.00 ,5.71 ,0.00 ,114.29 ,120.00 
,,,,,,,,,,
03/09/2025,1885,188501,GREEK YOGURT NATURAL 90g EPIGAMIA,2.00 ,0.00 ,60.00 ,5.72 ,0.00 ,114.28 ,120.00 
,,,,,,,,,,
04/09/2025,1885,188501,GREEK YOGURT NATURAL 90g EPIGAMIA,1.00 ,0.00 ,60.00 ,2.86 ,0.00 ,57.14 ,60.00 
,,,,,,,,,,
05/09/2025,1885,188501,GREEK YOGURT NATURAL 90g EPIGAMIA,2.00 ,0.00 ,60.00 ,5.72 ,0.00 ,114.28 ,120.00 
,,,,,,,,,,
08/09/2025,1885,188501,GREEK YOGURT NATURAL 90g EPIGAMIA,3.00 ,0.00 ,60.00 ,8.58 ,0.00 ,171.42 ,180.00 
,,,,,,,,,,
09/09/2025,1885,188501,GREEK YOGURT NATURAL 90g EPIGAMIA,2.00 ,0.00 ,60.00 ,5.72 ,0.00 ,114.28 ,120.00 
,,,,,,,,,,
12/09/2025,1885,188501,GREEK YOGURT NATURAL 90g EPIGAMIA,1.00 ,0.00 ,60.00 ,2.86 ,0.00 ,57.14 ,60.00 
,,,,,,,,,,
16/09/2025,1885,188501,GREEK YOGURT NATURAL 90g EPIGAMIA,6.00 ,0.00 ,60.00 ,17.14 ,0.00 ,342.86 ,360.00 
,,,,,,,,,,
23/09/2025,1885,188501,GREEK YOGURT NATURAL 90g EPIGAMIA,2.00 ,0.00 ,60.00 ,5.72 ,0.00 ,114.28 ,120.00 
,,,,,,,,,,
24/09/2025,1885,188501,GREEK YOGURT NATURAL 90g EPIGAMIA,6.00 ,0.00 ,60.00 ,17.16 ,0.00 ,342.84 ,360.00 
,,,,,,,,,,
04/09/2025,1885,188502,GREEK YOGURT NATURAL 90g EPIGAMIA,1.00 ,0.00 ,55.00 ,2.62 ,0.00 ,52.38 ,55.00 
,,,,,,,,,,
10/09/2025,1885,188502,GREEK YOGURT NATURAL 90g EPIGAMIA,2.00 ,0.00 ,55.00 ,5.23 ,0.00 ,104.77 ,110.00 
,,,,,,,,,,
13/09/2025,1885,188502,GREEK YOGURT NATURAL 90g EPIGAMIA,1.00 ,0.00 ,55.00 ,2.62 ,0.00 ,52.38 ,55.00 
,,,,,,,,,,
03/09/2025,1886,188602,GREEK YOGURT 85g  ALPHONSO MANGO  EPIGAMIA,3.00 ,0.00 ,60.00 ,8.57 ,0.00 ,171.43 ,180.00 
,,,,,,,,,,
04/09/2025,1886,188602,GREEK YOGURT 85g  ALPHONSO MANGO  EPIGAMIA,1.00 ,0.00 ,60.00 ,2.86 ,0.00 ,57.14 ,60.00 
,,,,,,,,,,
07/09/2025,1886,188602,GREEK YOGURT 85g  ALPHONSO MANGO  EPIGAMIA,4.00 ,0.00 ,60.00 ,11.43 ,0.00 ,228.57 ,240.00 
,,,,,,,,,,
08/09/2025,1886,188602,GREEK YOGURT 85g  ALPHONSO MANGO  EPIGAMIA,1.00 ,0.00 ,60.00 ,2.86 ,0.00 ,57.14 ,60.00 
,,,,,,,,,,
09/09/2025,1886,188602,GREEK YOGURT 85g  ALPHONSO MANGO  EPIGAMIA,1.00 ,0.00 ,60.00 ,2.85 ,0.00 ,57.15 ,60.00 
,,,,,,,,,,
10/09/2025,1886,188602,GREEK YOGURT 85g  ALPHONSO MANGO  EPIGAMIA,1.00 ,0.00 ,60.00 ,2.86 ,0.00 ,57.14 ,60.00 
,,,,,,,,,,
