15/09/2025,3646,364606,FILTER COFFEE 150ML ID FRESH,1.00 ,0.00 ,160.00 ,24.41 ,0.00 ,135.59 ,160.00 
,,,,,,,,,,
26/09/2025,3911,391106,COFFEE XTRA 100g JAR INSTANT SOUTH BLEND CONTINENTAL,1.00 ,0.00 ,290.00 ,13.81 ,0.00 ,276.19 ,290.00 
,,,,,,,,,,
03/09/2025,3912,391205,MALGUDI COFFEE 500g 80 DEGREE CONTINENTAL,1.00 ,0.00 ,460.00 ,21.90 ,0.00 ,438.10 ,460.00 
,,,,,,,,,,
25/09/2025,3912,391205,MALGUDI COFFEE 500g 80 DEGREE CONTINENTAL,1.00 ,0.00 ,340.00 ,16.19 ,0.00 ,323.81 ,340.00 
,,,,,,,,,,
01/09/2025,3913,391305,MALGUDI FILTER COFFEE 500g 60 DEGREE CONTINENTAL,1.00 ,0.00 ,360.00 ,17.14 ,0.00 ,342.86 ,360.00 
,,,,,,,,,,
08/09/2025,3915,391503,THIS CREAMY COFFEE MOCHA 22g CONTINENETAL,10.00 ,0.00 ,40.00 ,61.02 ,0.00 ,338.98 ,400.00 
,,,,,,,,,,
13/09/2025,3926,392601,CREAMY COFFEE HAZELNUT 22g CONTINENTAL,5.00 ,0.00 ,30.00 ,22.88 ,0.00 ,127.12 ,150.00 
,,,,,,,,,,
01/09/2025,4017,401701,KINELY WATER 500ml,4.00 ,0.00 ,10.00 ,6.10 ,0.00 ,33.90 ,40.00 
,,,,,,,,,,
02/09/2025,4017,401701,KINELY WATER 500ml,31.00 ,0.00 ,10.00 ,47.29 ,0.00 ,262.71 ,310.00 
,,,,,,,,,,
03/09/2025,4017,401701,KINELY WATER 500ml,1.00 ,0.00 ,10.00 ,1.53 ,0.00 ,8.47 ,10.00 
,,,,,,,,,,
04/09/2025,4017,401701,KINELY WATER 500ml,2.00 ,0.00 ,10.00 ,3.05 ,0.00 ,16.95 ,20.00 
,,,,,,,,,,
05/09/2025,4017,401701,KINELY WATER 500ml,13.00 ,0.00 ,10.00 ,19.84 ,0.00 ,110.16 ,130.00 
,,,,,,,,,,
06/09/2025,4017,401701,KINELY WATER 500ml,9.00 ,0.00 ,10.00 ,13.74 ,0.00 ,76.26 ,90.00 
,,,,,,,,,,
07/09/2025,4017,401701,KINELY WATER 500ml,6.00 ,0.00 ,10.00 ,9.17 ,0.00 ,50.83 ,60.00 
,,,,,,,,,,
09/09/2025,4017,401701,KINELY WATER 500ml,2.00 ,0.00 ,10.00 ,3.06 ,0.00 ,16.94 ,20.00 
,,,,,,,,,,
10/09/2025,4017,401701,KINELY WATER 500ml,1.00 ,0.00 ,10.00 ,1.53 ,0.00 ,8.47 ,10.00 
,,,,,,,,,,
22/09/2025,4017,401701,KINELY WATER 500ml,1.00 ,0.00 ,10.00 ,1.53 ,0.00 ,8.47 ,10.00 
,,,,,,,,,,
24/09/2025,4017,401701,KINELY WATER 500ml,1.00 ,0.00 ,10.00 ,1.53 ,0.00 ,8.47 ,10.00 
,,,,,,,,,,
26/09/2025,4017,401701,KINELY WATER 500ml,1.00 ,0.00 ,10.00 ,1.53 ,0.00 ,8.47 ,10.00 
,,,,,,,,,,
30/09/2025,4017,401701,KINELY WATER 500ml,1.00 ,0.00 ,10.00 ,1.53 ,0.00 ,8.47 ,10.00 
,,,,,,,,,,
04/09/2025,5034,503404,KINLEY SODA 750ML,3.00 ,0.00 ,20.00 ,9.15 ,0.00 ,50.85 ,60.00 
,,,,,,,,,,
06/09/2025,5034,503404,KINLEY SODA 750ML,1.00 ,0.00 ,20.00 ,3.05 ,0.00 ,16.95 ,20.00 
,,,,,,,,,,
07/09/2025,5034,503404,KINLEY SODA 750ML,1.00 ,0.00 ,20.00 ,3.05 ,0.00 ,16.95 ,20.00 
,,,,,,,,,,
08/09/2025,5034,503404,KINLEY SODA 750ML,4.00 ,0.00 ,20.00 ,12.20 ,0.00 ,67.80 ,80.00 
,,,,,,,,,,
09/09/2025,5034,503404,KINLEY SODA 750ML,1.00 ,0.00 ,20.00 ,3.05 ,0.00 ,16.95 ,20.00 
,,,,,,,,,,
21/09/2025,5034,503404,KINLEY SODA 750ML,1.00 ,0.00 ,20.00 ,3.05 ,0.00 ,16.95 ,20.00 
,,,,,,,,,,
22/09/2025,5034,503404,KINLEY SODA 750ML,1.00 ,0.00 ,20.00 ,3.05 ,0.00 ,16.95 ,20.00 
,,,,,,,,,,
25/09/2025,5034,503404,KINLEY SODA 750ML,1.00 ,0.00 ,20.00 ,3.05 ,0.00 ,16.95 ,20.00 
,,,,,,,,,,
28/09/2025,5034,503404,KINLEY SODA 750ML,2.00 ,0.00 ,20.00 ,6.10 ,0.00 ,33.90 ,40.00 
,,,,,,,,,,
30/09/2025,5034,503404,KINLEY SODA 750ML,1.00 ,0.00 ,20.00 ,3.05 ,0.00 ,16.95 ,20.00 
,,,,,,,,,,
18/09/2025,5045,504501,MINUTE MAID PULPY 250 ML,2.00 ,0.00 ,25.00 ,5.36 ,0.00 ,44.64 ,50.00 
,,,,,,,,,,
19/09/2025,5045,504501,MINUTE MAID PULPY 250 ML,1.00 ,0.00 ,25.00 ,2.68 ,0.00 ,22.32 ,25.00 
,,,,,,,,,,
20/09/2025,5045,504501,MINUTE MAID PULPY 250 ML,4.00 ,0.00 ,25.00 ,10.71 ,0.00 ,89.29 ,100.00 
,,,,,,,,,,
21/09/2025,5045,504501,MINUTE MAID PULPY 250 ML,2.00 ,0.00 ,25.00 ,5.36 ,0.00 ,44.64 ,50.00 
,,,,,,,,,,
22/09/2025,5045,504501,MINUTE MAID PULPY 250 ML,3.00 ,0.00 ,25.00 ,8.04 ,0.00 ,66.96 ,75.00 
,,,,,,,,,,
23/09/2025,5045,504501,MINUTE MAID PULPY 250 ML,3.00 ,0.00 ,25.00 ,8.04 ,0.00 ,66.96 ,75.00 
,,,,,,,,,,
26/09/2025,5045,504501,MINUTE MAID PULPY 250 ML,2.00 ,0.00 ,25.00 ,5.36 ,0.00 ,44.64 ,50.00 
,,,,,,,,,,
27/09/2025,5045,504501,MINUTE MAID PULPY 250 ML,2.00 ,0.00 ,25.00 ,5.36 ,0.00 ,44.64 ,50.00 
,,,,,,,,,,
29/09/2025,5045,504501,MINUTE MAID PULPY 250 ML,1.00 ,0.00 ,25.00 ,2.68 ,0.00 ,22.32 ,25.00 
,,,,,,,,,,
21/09/2025,8080,808002,CONTINENTAL XTRA INSTANT SOUTH BLEND COFFEE 150g POUCH,2.00 ,0.00 ,349.00 ,106.47 ,0.00 ,591.53 ,698.00 
,,,,,,,,,,
02/09/2025,8092,809204,THUMS UP 250ML,1.00 ,0.00 ,20.00 ,5.71 ,0.00 ,14.29 ,20.00 
,,,,,,,,,,
04/09/2025,8092,809204,THUMS UP 250ML,2.00 ,0.00 ,20.00 ,11.43 ,0.00 ,28.57 ,40.00 
,,,,,,,,,,
05/09/2025,8092,809204,THUMS UP 250ML,8.00 ,0.00 ,20.00 ,45.70 ,0.00 ,114.30 ,160.00 
,,,,,,,,,,
06/09/2025,8092,809204,THUMS UP 250ML,5.00 ,0.00 ,20.00 ,28.56 ,0.00 ,71.44 ,100.00 
,,,,,,,,,,
07/09/2025,8092,809204,THUMS UP 250ML,2.00 ,0.00 ,20.00 ,11.42 ,0.00 ,28.58 ,40.00 
,,,,,,,,,,
08/09/2025,8092,809204,THUMS UP 250ML,2.00 ,0.00 ,20.00 ,11.42 ,0.00 ,28.58 ,40.00 
,,,,,,,,,,
09/09/2025,8092,809204,THUMS UP 250ML,2.00 ,0.00 ,20.00 ,11.42 ,0.00 ,28.58 ,40.00 
,,,,,,,,,,
12/09/2025,8092,809204,THUMS UP 250ML,1.00 ,0.00 ,20.00 ,5.71 ,0.00 ,14.29 ,20.00 
,,,,,,,,,,
13/09/2025,8092,809204,THUMS UP 250ML,1.00 ,0.00 ,20.00 ,5.71 ,0.00 ,14.29 ,20.00 
,,,,,,,,,,
14/09/2025,8092,809204,THUMS UP 250ML,5.00 ,0.00 ,20.00 ,28.57 ,0.00 ,71.43 ,100.00 
,,,,,,,,,,
15/09/2025,8092,809204,THUMS UP 250ML,2.00 ,0.00 ,20.00 ,11.43 ,0.00 ,28.57 ,40.00 
,,,,,,,,,,
16/09/2025,8092,809204,THUMS UP 250ML,2.00 ,0.00 ,20.00 ,11.43 ,0.00 ,28.57 ,40.00 
,,,,,,,,,,
17/09/2025,8092,809204,THUMS UP 250ML,1.00 ,0.00 ,20.00 ,5.71 ,0.00 ,14.29 ,20.00 
,,,,,,,,,,
18/09/2025,8092,809204,THUMS UP 250ML,1.00 ,0.00 ,20.00 ,4.38 ,0.00 ,15.63 ,20.00 
,,,,,,,,,,
19/09/2025,8092,809204,THUMS UP 250ML,4.00 ,0.00 ,20.00 ,17.50 ,0.00 ,62.50 ,80.00 
,,,,,,,,,,
20/09/2025,8092,809204,THUMS UP 250ML,9.00 ,0.00 ,(26.20),(51.58),0.00 ,(184.21),(235.79)
,,,,,,,,,,
22/09/2025,8092,809204,THUMS UP 250ML,1.00 ,0.00 ,20.00 ,5.71 ,0.00 ,14.29 ,20.00 
,,,,,,,,,,
02/09/2025,8447,844701,RED BULL CAN 250ml,1.00 ,0.00 ,125.00 ,35.71 ,0.00 ,89.29 ,125.00 
,,,,,,,,,,
05/09/2025,8447,844701,RED BULL CAN 250ml,1.00 ,0.00 ,125.00 ,35.71 ,0.00 ,89.29 ,125.00 
,,,,,,,,,,
09/09/2025,8447,844701,RED BULL CAN 250ml,1.00 ,0.00 ,125.00 ,35.71 ,0.00 ,89.29 ,125.00 
,,,,,,,,,,
12/09/2025,8447,844701,RED BULL CAN 250ml,1.00 ,0.00 ,125.00 ,35.71 ,0.00 ,89.29 ,125.00 
,,,,,,,,,,
14/09/2025,8447,844701,RED BULL CAN 250ml,3.00 ,0.00 ,125.00 ,107.14 ,0.00 ,267.86 ,375.00 
,,,,,,,,,,
17/09/2025,8447,844701,RED BULL CAN 250ml,2.00 ,0.00 ,125.00 ,71.43 ,0.00 ,178.57 ,250.00 
,,,,,,,,,,
06/09/2025,8529,852901,BAILLEY  WATER 1LTR,2.00 ,0.00 ,20.00 ,6.10 ,0.00 ,33.90 ,40.00 
,,,,,,,,,,
18/09/2025,8529,852901,BAILLEY  WATER 1LTR,1.00 ,0.00 ,20.00 ,3.05 ,0.00 ,16.95 ,20.00 
,,,,,,,,,,
20/09/2025,8529,852901,BAILLEY  WATER 1LTR,2.00 ,0.00 ,20.00 ,6.10 ,0.00 ,33.90 ,40.00 
,,,,,,,,,,
21/09/2025,8529,852901,BAILLEY  WATER 1LTR,1.00 ,0.00 ,20.00 ,3.05 ,0.00 ,16.95 ,20.00 
,,,,,,,,,,
27/09/2025,8529,852901,BAILLEY  WATER 1LTR,2.00 ,0.00 ,18.00 ,1.71 ,0.00 ,34.29 ,36.00 
,,,,,,,,,,
30/09/2025,8529,852901,BAILLEY  WATER 1LTR,1.00 ,0.00 ,18.00 ,0.86 ,0.00 ,17.14 ,18.00 
,,,,,,,,,,
18/09/2025,8531,853101,BAILLEY WATER  500ML,1.00 ,0.00 ,10.00 ,1.53 ,0.00 ,8.47 ,10.00 
,,,,,,,,,,
19/09/2025,8531,853101,BAILLEY WATER  500ML,1.00 ,0.00 ,10.00 ,1.53 ,0.00 ,8.47 ,10.00 
,,,,,,,,,,
20/09/2025,8531,853101,BAILLEY WATER  500ML,2.00 ,0.00 ,(282.94),(86.32),0.00 ,(479.55),(565.87)
,,,,,,,,,,
21/09/2025,8531,853101,BAILLEY WATER  500ML,5.00 ,0.00 ,10.00 ,7.64 ,0.00 ,42.36 ,50.00 
,,,,,,,,,,
22/09/2025,8531,853101,BAILLEY WATER  500ML,2.00 ,0.00 ,8.70 ,0.00 ,0.00 ,17.40 ,17.40 
,,,,,,,,,,
23/09/2025,8531,853101,BAILLEY WATER  500ML,2.00 ,0.00 ,8.85 ,0.84 ,0.00 ,16.86 ,17.70 
,,,,,,,,,,
25/09/2025,8531,853101,BAILLEY WATER  500ML,1.00 ,0.00 ,9.00 ,0.43 ,0.00 ,8.57 ,9.00 
,,,,,,,,,,
26/09/2025,8531,853101,BAILLEY WATER  500ML,1.00 ,0.00 ,9.00 ,0.43 ,0.00 ,8.57 ,9.00 
,,,,,,,,,,
27/09/2025,8531,853101,BAILLEY WATER  500ML,1.00 ,0.00 ,9.00 ,0.43 ,0.00 ,8.57 ,9.00 
,,,,,,,,,,
28/09/2025,8531,853101,BAILLEY WATER  500ML,5.00 ,0.00 ,9.00 ,2.15 ,0.00 ,42.85 ,45.00 
,,,,,,,,,,
29/09/2025,8531,853101,BAILLEY WATER  500ML,1.00 ,0.00 ,9.00 ,0.43 ,0.00 ,8.57 ,9.00 
,,,,,,,,,,
06/09/2025,8604,860404,SPRITE PET  250ML,7.00 ,0.00 ,20.00 ,39.99 ,0.00 ,100.01 ,140.00 
,,,,,,,,,,
07/09/2025,8604,860404,SPRITE PET  250ML,6.00 ,1.00 ,20.00 ,28.56 ,0.00 ,71.44 ,100.00 
,,,,,,,,,,
09/09/2025,8604,860404,SPRITE PET  250ML,1.00 ,0.00 ,20.00 ,5.71 ,0.00 ,14.29 ,20.00 
,,,,,,,,,,
12/09/2025,8604,860404,SPRITE PET  250ML,2.00 ,0.00 ,20.00 ,11.43 ,0.00 ,28.57 ,40.00 
,,,,,,,,,,
14/09/2025,8604,860404,SPRITE PET  250ML,2.00 ,0.00 ,20.00 ,11.43 ,0.00 ,28.57 ,40.00 
,,,,,,,,,,
16/09/2025,8604,860404,SPRITE PET  250ML,1.00 ,0.00 ,20.00 ,5.71 ,0.00 ,14.29 ,20.00 
,,,,,,,,,,
17/09/2025,8604,860404,SPRITE PET  250ML,1.00 ,0.00 ,20.00 ,5.71 ,0.00 ,14.29 ,20.00 
,,,,,,,,,,
18/09/2025,8604,860404,SPRITE PET  250ML,1.00 ,0.00 ,20.00 ,4.38 ,0.00 ,15.63 ,20.00 
,,,,,,,,,,
20/09/2025,8604,860404,SPRITE PET  250ML,1.00 ,0.00 ,20.00 ,4.38 ,0.00 ,15.63 ,20.00 
,,,,,,,,,,
21/09/2025,8604,860404,SPRITE PET  250ML,1.00 ,0.00 ,20.00 ,5.71 ,0.00 ,14.29 ,20.00 
,,,,,,,,,,
24/09/2025,8604,860404,SPRITE PET  250ML,3.00 ,0.00 ,20.00 ,17.14 ,0.00 ,42.86 ,60.00 
,,,,,,,,,,
27/09/2025,8604,860404,SPRITE PET  250ML,1.00 ,0.00 ,20.00 ,5.71 ,0.00 ,14.29 ,20.00 
,,,,,,,,,,
28/09/2025,8604,860404,SPRITE PET  250ML,2.00 ,0.00 ,20.00 ,11.43 ,0.00 ,28.57 ,40.00 
,,,,,,,,,,
29/09/2025,8604,860404,SPRITE PET  250ML,2.00 ,0.00 ,20.00 ,8.75 ,0.00 ,31.25 ,40.00 
,,,,,,,,,,
30/09/2025,8604,860404,SPRITE PET  250ML,1.00 ,0.00 ,20.00 ,5.71 ,0.00 ,14.29 ,20.00 
,,,,,,,,,,
,,,,,,,,,,
,,,Sub Total ,491.00,1.00,,1699.28,0.00,9951.63,11650.91
,,,,,,,,,,
Department,D002 - BRANDED SNACKS,,,,,,,,,
,,,,,,,,,,
14/09/2025,1774,177401,GULAB JAM MIX 200g MILKY MIST,1.00 ,0.00 ,130.00 ,19.83 ,0.00 ,110.17 ,130.00 
,,,,,,,,,,
08/09/2025,1774,177402,GULAB JAM MIX 200g MILKY MIST,1.00 ,0.00 ,150.00 ,22.88 ,0.00 ,127.12 ,150.00 
,,,,,,,,,,
01/09/2025,1987,198704,GAVVALU SWEET 250G VELLANKI FOODS,1.00 ,0.00 ,145.00 ,6.90 ,0.00 ,138.10 ,145.00 
,,,,,,,,,,
02/09/2025,1987,198704,GAVVALU SWEET 250G VELLANKI FOODS,1.00 ,0.00 ,145.00 ,6.91 ,0.00 ,138.09 ,145.00 
,,,,,,,,,,
03/09/2025,1987,198704,GAVVALU SWEET 250G VELLANKI FOODS,2.00 ,0.00 ,145.00 ,13.81 ,0.00 ,276.19 ,290.00 
,,,,,,,,,,
04/09/2025,1987,198704,GAVVALU SWEET 250G VELLANKI FOODS,3.00 ,0.00 ,145.00 ,20.71 ,0.00 ,414.29 ,435.00 
,,,,,,,,,,
05/09/2025,1987,198704,GAVVALU SWEET 250G VELLANKI FOODS,2.00 ,0.00 ,145.00 ,13.80 ,0.00 ,276.20 ,290.00 
,,,,,,,,,,
06/09/2025,1987,198704,GAVVALU SWEET 250G VELLANKI FOODS,1.00 ,0.00 ,145.00 ,6.91 ,0.00 ,138.09 ,145.00 
,,,,,,,,,,
07/09/2025,1987,198704,GAVVALU SWEET 250G VELLANKI FOODS,1.00 ,0.00 ,145.00 ,6.91 ,0.00 ,138.09 ,145.00 
,,,,,,,,,,
09/09/2025,1987,198704,GAVVALU SWEET 250G VELLANKI FOODS,3.00 ,0.00 ,145.00 ,20.71 ,0.00 ,414.29 ,435.00 
,,,,,,,,,,
10/09/2025,1987,198704,GAVVALU SWEET 250G VELLANKI FOODS,4.00 ,0.00 ,145.00 ,27.64 ,0.00 ,552.36 ,580.00 
,,,,,,,,,,
11/09/2025,1987,198704,GAVVALU SWEET 250G VELLANKI FOODS,2.00 ,0.00 ,145.00 ,13.81 ,0.00 ,276.19 ,290.00 
,,,,,,,,,,
12/09/2025,1987,198704,GAVVALU SWEET 250G VELLANKI FOODS,2.00 ,0.00 ,145.00 ,13.81 ,0.00 ,276.19 ,290.00 
,,,,,,,,,,
13/09/2025,1987,198704,GAVVALU SWEET 250G VELLANKI FOODS,3.00 ,0.00 ,145.00 ,20.71 ,0.00 ,414.29 ,435.00 
,,,,,,,,,,
14/09/2025,1987,198704,GAVVALU SWEET 250G VELLANKI FOODS,3.00 ,0.00 ,145.00 ,20.72 ,0.00 ,414.28 ,435.00 
,,,,,,,,,,
15/09/2025,1987,198704,GAVVALU SWEET 250G VELLANKI FOODS,3.00 ,0.00 ,145.00 ,20.70 ,0.00 ,414.30 ,435.00 
,,,,,,,,,,
16/09/2025,1987,198704,GAVVALU SWEET 250G VELLANKI FOODS,4.00 ,0.00 ,145.00 ,27.61 ,0.00 ,552.39 ,580.00 
,,,,,,,,,,
17/09/2025,1987,198704,GAVVALU SWEET 250G VELLANKI FOODS,1.00 ,0.00 ,145.00 ,6.91 ,0.00 ,138.09 ,145.00 
,,,,,,,,,,
18/09/2025,1987,198704,GAVVALU SWEET 250G VELLANKI FOODS,1.00 ,0.00 ,145.00 ,6.90 ,0.00 ,138.10 ,145.00 
,,,,,,,,,,
19/09/2025,1987,198704,GAVVALU SWEET 250G VELLANKI FOODS,2.00 ,0.00 ,145.00 ,13.81 ,0.00 ,276.19 ,290.00 
,,,,,,,,,,
20/09/2025,1987,198704,GAVVALU SWEET 250G VELLANKI FOODS,2.00 ,0.00 ,145.00 ,13.81 ,0.00 ,276.19 ,290.00 
,,,,,,,,,,
21/09/2025,1987,198704,GAVVALU SWEET 250G VELLANKI FOODS,1.00 ,0.00 ,145.00 ,6.90 ,0.00 ,138.10 ,145.00 
,,,,,,,,,,
22/09/2025,1987,198704,GAVVALU SWEET 250G VELLANKI FOODS,1.00 ,0.00 ,145.00 ,6.91 ,0.00 ,138.09 ,145.00 
,,,,,,,,,,
23/09/2025,1987,198704,GAVVALU SWEET 250G VELLANKI FOODS,3.00 ,0.00 ,145.00 ,20.72 ,0.00 ,414.28 ,435.00 
,,,,,,,,,,
25/09/2025,1987,198704,GAVVALU SWEET 250G VELLANKI FOODS,3.00 ,0.00 ,145.00 ,20.70 ,0.00 ,414.30 ,435.00 
,,,,,,,,,,
26/09/2025,1987,198704,GAVVALU SWEET 250G VELLANKI FOODS,1.00 ,0.00 ,145.00 ,6.90 ,0.00 ,138.10 ,145.00 
,,,,,,,,,,
27/09/2025,1987,198704,GAVVALU SWEET 250G VELLANKI FOODS,2.00 ,0.00 ,145.00 ,13.81 ,0.00 ,276.19 ,290.00 
,,,,,,,,,,
28/09/2025,1987,198704,GAVVALU SWEET 250G VELLANKI FOODS,1.00 ,0.00 ,145.00 ,6.90 ,0.00 ,138.10 ,145.00 
,,,,,,,,,,
30/09/2025,1987,198704,GAVVALU SWEET 250G VELLANKI FOODS,1.00 ,0.00 ,145.00 ,6.91 ,0.00 ,138.09 ,145.00 
,,,,,,,,,,
01/09/2025,2042,204203,DOODH PEDA 200g HERITAGE,2.00 ,0.00 ,125.00 ,11.91 ,0.00 ,238.09 ,250.00 
,,,,,,,,,,
02/09/2025,2042,204203,DOODH PEDA 200g HERITAGE,4.00 ,0.00 ,125.00 ,23.81 ,0.00 ,476.19 ,500.00 
,,,,,,,,,,
04/09/2025,2042,204203,DOODH PEDA 200g HERITAGE,1.00 ,0.00 ,125.00 ,5.96 ,0.00 ,119.04 ,125.00 
,,,,,,,,,,
06/09/2025,2042,204203,DOODH PEDA 200g HERITAGE,2.00 ,0.00 ,125.00 ,11.90 ,0.00 ,238.10 ,250.00 
,,,,,,,,,,
07/09/2025,2042,204203,DOODH PEDA 200g HERITAGE,2.00 ,0.00 ,125.00 ,11.89 ,0.00 ,238.11 ,250.00 
,,,,,,,,,,
08/09/2025,2042,204203,DOODH PEDA 200g HERITAGE,1.00 ,0.00 ,125.00 ,5.95 ,0.00 ,119.05 ,125.00 
,,,,,,,,,,
09/09/2025,2042,204203,DOODH PEDA 200g HERITAGE,2.00 ,0.00 ,125.00 ,11.91 ,0.00 ,238.09 ,250.00 
,,,,,,,,,,
10/09/2025,2042,204203,DOODH PEDA 200g HERITAGE,2.00 ,0.00 ,125.00 ,11.91 ,0.00 ,238.09 ,250.00 
,,,,,,,,,,
11/09/2025,2042,204203,DOODH PEDA 200g HERITAGE,1.00 ,0.00 ,125.00 ,5.95 ,0.00 ,119.05 ,125.00 
,,,,,,,,,,
12/09/2025,2042,204203,DOODH PEDA 200g HERITAGE,2.00 ,0.00 ,125.00 ,11.90 ,0.00 ,238.10 ,250.00 
,,,,,,,,,,
13/09/2025,2042,204203,DOODH PEDA 200g HERITAGE,1.00 ,0.00 ,125.00 ,5.95 ,0.00 ,119.05 ,125.00 
,,,,,,,,,,
14/09/2025,2042,204203,DOODH PEDA 200g HERITAGE,2.00 ,0.00 ,125.00 ,11.91 ,0.00 ,238.09 ,250.00 
,,,,,,,,,,
15/09/2025,2042,204203,DOODH PEDA 200g HERITAGE,3.00 ,0.00 ,125.00 ,17.86 ,0.00 ,357.14 ,375.00 
,,,,,,,,,,
